"","Region","LocalityName","LocalityCode","Treatment","Years_Since_Exclosure","Mean_Plot_Spruce_Biomass_kg","Mean_Plot_Spruce_Biomass_kg_m2"
"337","Hedmark","kongsvinger 1","IAAB","B",5,17.646556875,1.40426837760426
"338","Hedmark","kongsvinger 2","JCDB","B",5,0.845463125,0.0672798177728355
"339","Trøndelag","selbu_kl","KLB","B",5,1.631365,0.129819901868555
"340","Trøndelag","singsaas","LAB","B",5,1.65634125,0.131807448692254
"341","Trøndelag","malvik","MAB","B",5,4.191325625,0.333535095663239
"342","Hedmark","nes 2","OLB","B",5,0.608378125,0.0484131929313645
"343","Hedmark","stig_dahlen","SDB","B",5,2.689265,0.214004909017013
"344","Trøndelag","sl_tydal","SEB","B",5,1.16170125,0.0924452481667668
"345","Hedmark","sørum 1","SKB","B",5,1.3598475,0.108213225738078
"346","Trøndelag","selbu_sl","SLB","B",5,3.10062,0.246739499824796
"347","Hedmark","stangeskovene_aurskog","SSAB","B",5,0.0579575,0.00461211130712426
"348","Hedmark","stangeskovene_eidskog","SSBB","B",5,5.44774625,0.433517872198918
"349","Hedmark","eidskog","STSKNB","B",5,2.89682125,0.230521710595572
"350","Hedmark","truls_holm","THB","B",5,2.69236625,0.214251698650645
"351","Trøndelag","steinkjer_1bbb","1BBUB","UB",5,2.82337666666667,0.224677176355159
"352","Telemark","nome_cappelen1","1CAUB","UB",5,1.2610025,0.100347390563119
"353","Telemark","drangedal1","1DRUB","UB",5,1.42755,0.113600819505418
"354","Telemark","fritsoe1","1FRUB","UB",5,4.0685175,0.32376233559044
"355","Telemark","furesdal","1FYUB","UB",5,4.40954333333333,0.350900309138957
"356","Trøndelag","namdalseid_1kub","1KUB","UB",5,4.4491975,0.354055887458551
"357","Telemark","kviteseid1","1KVUB","UB",5,1.950985,0.155254453324071
"358","Telemark","notodden1","1NOUB","UB",5,2.75993,0.219628251043807
"359","Trøndelag","nsb_verdal","1NSUB","UB",5,0.38068,0.0302935518681114
"360","Trøndelag","sub_namdalseid","1SUB","UB",5,0.38068,0.0302935518681114
"361","Trøndelag","verdal_1vb","1VBUB","UB",5,0.333095,0.0265068578845974
"362","Trøndelag","steinkjer_2bbb","2BBUB","UB",5,4.044725,0.321868988598683
"363","Telemark","nome_cappelen2","2CAUB","UB",5,0.38068,0.0302935518681114
"364","Telemark","fritsoe2","2FRUB","UB",5,2.6409675,0.210161516085023
"365","Telemark","kviteseid2","2KVUB","UB",5,2.331665,0.185548005192182
"366","Trøndelag","verdal_2vb","2VBUB","UB",5,3.4974975,0.278322007788273
"367","Telemark","drangedal3","3DRUB","UB",5,0.19034,0.0151467759340557
"368","Telemark","kviteseid3","3KVUB","UB",5,4.94884,0.393816174285448
"369","Telemark","notodden3","3NOUB","UB",5,0.6899825,0.0549070627609518
"370","Telemark","drangedal4","4DRUB","UB",5,1.189625,0.094667349587848
"371","Telemark","notodden4","4NOUB","UB",5,1.2134175,0.096560696579605
"372","Telemark","notodden5","5NOUB","UB",5,13.60931,1.08299447928498
"373","Telemark","notodden6","6NOUB","UB",5,0.09517,0.00757338796702784
"374","Trøndelag","bratsberg","BRUB","UB",5,2.28408,0.181761311208668
"375","Hedmark","nes 1","DDUB","UB",5,17.844375,1.42001024381772
"376","Hedmark","didrik_holmsen","DHUB","UB",5,3.8781775,0.308615559656384
"377","Hedmark","fet_3","FKUB","UB",5,1.284795,0.102240737554876
"378","Trøndelag","selbu_flub","FLUB","UB",5,3.93369333333333,0.313033369303817
"379","Trøndelag","hi_tydal","HIUB","UB",5,2.5933825,0.206374822101509
"380","Hedmark","halvard_pramhus","HPUB","UB",5,0.09517,0.00757338796702784
"381","Hedmark","kongsvinger 1","IAAUB","UB",5,31.1523133333333,2.47902232787378
"382","Hedmark","kongsvinger 2","JCDUB","UB",5,3.20405666666667,0.254970728223271
"383","Trøndelag","selbu_kl","KLUB","UB",5,1.23721,0.0984540435713619
"384","Trøndelag","singsaas","LAUB","UB",5,3.949555,0.314295600631655
"385","Trøndelag","malvik","MAUB","UB",5,4.12403333333333,0.328180145237873
"386","Hedmark","nes 2","OLUB","UB",5,2.0699475,0.164721188282856
"387","Hedmark","stig_dahlen","SDUB","UB",5,2.7837225,0.221521598035564
"388","Trøndelag","sl_tydal","SEUB","UB",5,1.5465125,0.123067554464202
"389","Hedmark","sørum 1","SKUB","UB",5,1.1658325,0.092774002596091
"390","Trøndelag","selbu_sl","SLUB","UB",5,2.2127025,0.176081270233397
"391","Hedmark","stangeskovene_aurskog","SSAUB","UB",5,0.76136,0.0605871037362227
"392","Hedmark","stangeskovene_eidskog","SSBUB","UB",5,0.38068,0.0302935518681114
"393","Hedmark","eidskog","STSKNUB","UB",5,1.77650666666667,0.141369908717853
"394","Hedmark","truls_holm","THUB","UB",5,3.7830075,0.301042171689357
"395","Trøndelag","steinkjer_1bbb","1BBB","B",6,4.4211775,0.351826126705834
"396","Telemark","nome_cappelen1","1CAB","B",6,0.1890875,0.0150471051509444
"397","Telemark","drangedal1","1DRB","B",6,1.391904375,0.110764230796243
"398","Telemark","fritsoe1","1FRB","B",6,2.219823125,0.176647911566724
"399","Telemark","furesdal","1FYB","B",6,0.738958125,0.0588044191658343
"400","Trøndelag","namdalseid_1kub","1KB","B",6,1.270383125,0.10109387698214
"401","Telemark","kviteseid1","1KVB","B",6,0.508103333333333,0.0404335785507345
"402","Telemark","notodden1","1NOB","B",6,0.1738725,0.0138363339213728
"403","Trøndelag","nsb_verdal","1NSB","B",6,2.809006875,0.223533664667684
"404","Trøndelag","sub_namdalseid","1SB","B",6,0.390311875,0.031060032126858
"405","Trøndelag","verdal_1vb","1VBB","B",6,0.0579575,0.00461211130712426
"406","Trøndelag","steinkjer_2bbb","2BBB","B",6,12.358998125,0.983497821628608
"407","Telemark","nome_cappelen2","2CAB","B",6,0.31925,0.0254051077910438
"408","Telemark","fritsoe2","2FRB","B",6,2.3889675,0.190107993255444
"409","Telemark","kviteseid2","2KVB","B",6,1.88276375,0.149825578743367
"410","Trøndelag","verdal_2vb","2VBB","B",6,4.495075625,0.35770675264532
"411","Telemark","kviteseid3","3KVB","B",6,2.18070875,0.173535288503124
"412","Telemark","notodden3","3NOB","B",6,0.166990625,0.0132886917093775
"413","Telemark","drangedal4","4DRB","B",6,0.683001875,0.0543515622736414
"414","Telemark","notodden4","4NOB","B",6,0.39339,0.0313049815314604
"415","Telemark","notodden5","5NOB","B",6,5.618998125,0.447145663408921
"416","Telemark","notodden6","6NOB","B",6,0.2546525,0.0202646020728544
"417","Trøndelag","bratsberg","BRB","B",6,2.7563275,0.219341573202563
"418","Hedmark","nes 1","DDB","B",6,6.52972125,0.519618706974845
"419","Hedmark","didrik_holmsen","DHB","B",6,3.203145625,0.254898229830964
"420","Hedmark","fet_3","FKB","B",6,8.102754375,0.644796705720366
"421","Trøndelag","selbu_flub","FLB","B",6,8.6399475,0.687545176339732
"422","Trøndelag","hi_tydal","HIB","B",6,2.161315625,0.17199203265025
"423","Hedmark","halvard_pramhus","HPB","B",6,1.0765675,0.085670519598542
"424","Hedmark","kongsvinger 1","IAAB","B",6,27.339875,2.17563812488227
"425","Hedmark","kongsvinger 2","JCDB","B",6,1.66394875,0.13241283430704
"426","Trøndelag","selbu_kl","KLB","B",6,2.76828875,0.220293419234092
"427","Trøndelag","singsaas","LAB","B",6,1.427589375,0.11360395286836
"428","Hedmark","maarud 1","M1B","B",6,1.003395,0.0798476370618462
"429","Hedmark","maarud 2","M2B","B",6,0.98873,0.0786806334416248
"430","Hedmark","maarud 3","M3B","B",6,0.78062375,0.062120064253716
"431","Trøndelag","malvik","MAB","B",6,5.21286125,0.414826317794848
"432","Hedmark","nes 2","OLB","B",6,1.009375625,0.0803235600776107
"433","Hedmark","stig_dahlen","SDB","B",6,5.19779875,0.413627682129687
"434","Trøndelag","sl_tydal","SEB","B",6,1.700535,0.135324275575388
"435","Hedmark","sørum 1","SKB","B",6,2.63470916666667,0.209663493742264
"436","Trøndelag","selbu_sl","SLB","B",6,4.41467,0.351308276309749
"437","Hedmark","stangeskovene_aurskog","SSAB","B",6,0.0579575,0.00461211130712426
"438","Hedmark","stangeskovene_eidskog","SSBB","B",6,6.17656875,0.491515723954715
"439","Hedmark","eidskog","STSKNB","B",6,2.936485625,0.233678101268522
"440","Hedmark","truls_holm","THB","B",6,1.1877775,0.0945203302091669
"441","Trøndelag","steinkjer_1bbb","1BBUB","UB",6,3.58473666666667,0.285264280091382
"442","Telemark","nome_cappelen1","1CAUB","UB",6,1.2610025,0.100347390563119
"443","Telemark","drangedal1","1DRUB","UB",6,1.5465125,0.123067554464202
"444","Telemark","fritsoe1","1FRUB","UB",6,5.0202175,0.399496215260719
"445","Telemark","furesdal","1FYUB","UB",6,5.90054,0.469550053955726
"446","Trøndelag","namdalseid_1kub","1KUB","UB",6,6.709485,0.533923851675463
"447","Telemark","kviteseid1","1KVUB","UB",6,2.902685,0.230988332994349
"448","Telemark","notodden1","1NOUB","UB",6,0.66619,0.0530137157691949
"449","Trøndelag","nsb_verdal","1NSUB","UB",6,0.38068,0.0302935518681114
"450","Trøndelag","sub_namdalseid","1SUB","UB",6,0.904115,0.0719471856867645
"451","Trøndelag","verdal_1vb","1VBUB","UB",6,0.09517,0.00757338796702784
"452","Trøndelag","steinkjer_2bbb","2BBUB","UB",6,5.567445,0.443043196071129
"453","Telemark","nome_cappelen2","2CAUB","UB",6,0.348956666666667,0.0277690892124354
"454","Telemark","fritsoe2","2FRUB","UB",6,3.283365,0.26128188486246
"455","Telemark","kviteseid2","2KVUB","UB",6,2.807515,0.223414945027321
"456","Trøndelag","verdal_2vb","2VBUB","UB",6,4.47299,0.355949234450308
"457","Telemark","drangedal3","3DRUB","UB",6,0.19034,0.0151467759340557
"458","Telemark","kviteseid3","3KVUB","UB",6,5.42469,0.431683114120587
"459","Telemark","notodden3","3NOUB","UB",6,0.713775,0.0568004097527088
"460","Telemark","drangedal4","4DRUB","UB",6,1.6416825,0.13064094243123
"461","Telemark","notodden4","4NOUB","UB",6,1.52272,0.121174207472445
"462","Telemark","notodden5","5NOUB","UB",6,15.98856,1.27232917846068
"463","Telemark","notodden6","6NOUB","UB",6,0.09517,0.00757338796702784
"464","Trøndelag","bratsberg","BRUB","UB",6,2.66476,0.21205486307678
"465","Hedmark","nes 1","DDUB","UB",6,26.885525,2.13948210068537
"466","Hedmark","didrik_holmsen","DHUB","UB",6,6.899825,0.549070627609518
"467","Hedmark","fet_3","FKUB","UB",6,2.1175325,0.168507882266369
"468","Trøndelag","selbu_flub","FLUB","UB",6,5.01228666666667,0.3988650995968
"469","Trøndelag","hi_tydal","HIUB","UB",6,3.7830075,0.301042171689357
"470","Hedmark","halvard_pramhus","HPUB","UB",6,0.09517,0.00757338796702784
"471","Hedmark","kongsvinger 1","IAAUB","UB",6,38.16317,3.03692857477816
"472","Hedmark","kongsvinger 2","JCDUB","UB",6,5.86881666666667,0.46702559130005
"473","Trøndelag","selbu_kl","KLUB","UB",6,1.2610025,0.100347390563119
"474","Trøndelag","singsaas","LAUB","UB",6,2.66476,0.21205486307678
"475","Hedmark","maarud 1","M1UB","UB",6,0.28551,0.0227201639010835
"476","Hedmark","maarud 2","M2UB","UB",6,1.379965,0.109814125521904
"477","Hedmark","maarud 3","M3UB","UB",6,1.760645,0.140107677390015
"478","Trøndelag","malvik","MAUB","UB",6,3.55301333333333,0.282739817435706
"479","Hedmark","nes 2","OLUB","UB",6,2.5933825,0.206374822101509
"480","Hedmark","stig_dahlen","SDUB","UB",6,4.5919525,0.365415969409093
"481","Trøndelag","sl_tydal","SEUB","UB",6,2.3554575,0.187441352183939
"482","Hedmark","sørum 1","SKUB","UB",6,1.9034,0.151467759340557
"483","Trøndelag","selbu_sl","SLUB","UB",6,2.902685,0.230988332994349
"484","Hedmark","stangeskovene_aurskog","SSAUB","UB",6,0.888253333333333,0.0706849543589265
"485","Hedmark","stangeskovene_eidskog","SSBUB","UB",6,0.76136,0.0605871037362227
"486","Hedmark","eidskog","STSKNUB","UB",6,1.99857,0.159041147307585
"487","Hedmark","truls_holm","THUB","UB",6,5.7815775,0.460083318996941
"488","Trøndelag","steinkjer_1bbb","1BBB","B",7,7.12209875,0.566758610625554
"489","Telemark","nome_cappelen1","1CAB","B",7,0.269141875,0.0214176298996355
"490","Telemark","drangedal1","1DRB","B",7,1.44298,0.114828699891372
"491","Telemark","fritsoe1","1FRB","B",7,2.90772875,0.231389701866459
"492","Telemark","furesdal","1FYB","B",7,0.79003375,0.0628688882609633
"493","Trøndelag","namdalseid_1kub","1KB","B",7,2.131084375,0.169586306213576
"494","Telemark","kviteseid1","1KVB","B",7,0.508103333333333,0.0404335785507345
"495","Telemark","notodden1","1NOB","B",7,0.23183,0.018448445228497
"496","Trøndelag","nsb_verdal","1NSB","B",7,4.008043125,0.318949937734619
"497","Trøndelag","sub_namdalseid","1SB","B",7,0.4413875,0.035124501221987
"498","Trøndelag","verdal_1vb","1VBB","B",7,0.0579575,0.00461211130712426
"499","Trøndelag","steinkjer_2bbb","2BBB","B",7,7.5759975,0.602878725488421
"500","Telemark","nome_cappelen2","2CAB","B",7,0.659754166666667,0.0525015684252371
"501","Telemark","fritsoe2","2FRB","B",7,2.91784125,0.232194429047467
"502","Telemark","kviteseid2","2KVB","B",7,1.868274375,0.148672550916586
"503","Trøndelag","verdal_2vb","2VBB","B",7,5.53618,0.440555206423245
"504","Telemark","kviteseid3","3KVB","B",7,2.35368,0.187299903228266
"505","Telemark","notodden3","3NOB","B",7,0.15250125,0.0121356638825965
"506","Telemark","drangedal4","4DRB","B",7,0.75309625,0.0599294954057349
"507","Telemark","notodden4","4NOB","B",7,3.42755916666667,0.272756492057469
"508","Telemark","notodden5","5NOB","B",7,6.1784775,0.491667617453528
"509","Telemark","notodden6","6NOB","B",7,0.6989425,0.0556200769060035
"510","Trøndelag","bratsberg","BRB","B",7,2.7563275,0.219341573202563
"511","Hedmark","nes 1","DDB","B",7,11.801968125,0.939170782653369
"512","Hedmark","didrik_holmsen","DHB","B",7,4.304735625,0.342559976711265
"513","Hedmark","fet_3","FKB","B",7,11.53447625,0.917884455581784
"514","Trøndelag","selbu_flub","FLB","B",7,7.898590625,0.628549870714027
"515","Trøndelag","hi_tydal","HIB","B",7,2.763911875,0.219945118588319
"516","Hedmark","halvard_pramhus","HPB","B",7,0.40715375,0.0324002659554509
"517","Hedmark","kongsvinger 1","IAAB","B",7,51.1904775,4.07360876667972
"518","Hedmark","kongsvinger 2","JCDB","B",7,2.754303125,0.219180478558602
"519","Trøndelag","selbu_kl","KLB","B",7,2.608905625,0.2076101131395
"520","Trøndelag","singsaas","LAB","B",7,1.520681875,0.121012018638251
"521","Hedmark","maarud 1","M1B","B",7,1.0414325,0.0828745651357752
"522","Hedmark","maarud 2","M2B","B",7,1.923130625,0.153037872590078
"523","Hedmark","maarud 3","M3B","B",7,0.78062375,0.062120064253716
"524","Trøndelag","malvik","MAB","B",7,5.657876875,0.450239536030788
"525","Hedmark","nes 2","OLB","B",7,1.231795625,0.0980231812988603
"526","Hedmark","stig_dahlen","SDB","B",7,9.668799375,0.769418607147539
"527","Trøndelag","sl_tydal","SEB","B",7,2.073829375,0.165030098080213
"528","Hedmark","sørum 1","SKB","B",7,4.87435833333333,0.387889111575586
"529","Trøndelag","selbu_sl","SLB","B",7,4.994818125,0.397474997219371
"530","Hedmark","stangeskovene_aurskog","SSAB","B",7,0.0579575,0.00461211130712426
"531","Hedmark","stangeskovene_eidskog","SSBB","B",7,6.60038875,0.525242247945318
"532","Hedmark","eidskog","STSKNB","B",7,3.97684125,0.316466971414626
"533","Hedmark","truls_holm","THB","B",7,3.55106625,0.28258487346715
"534","Trøndelag","steinkjer_1bbb","1BBUB","UB",7,3.99714,0.318082294615169
"535","Telemark","nome_cappelen1","1CAUB","UB",7,1.2610025,0.100347390563119
"536","Telemark","drangedal1","1DRUB","UB",7,2.09374,0.166614535274612
"537","Telemark","fritsoe1","1FRUB","UB",7,6.138465,0.488483523873296
"538","Telemark","furesdal","1FYUB","UB",7,5.93226333333333,0.472074516611402
"539","Trøndelag","namdalseid_1kub","1KUB","UB",7,6.18605,0.49227021785681
"540","Telemark","kviteseid1","1KVUB","UB",7,3.52129,0.28021535478003
"541","Telemark","notodden1","1NOUB","UB",7,0.66619,0.0530137157691949
"542","Trøndelag","nsb_verdal","1NSUB","UB",7,0.38068,0.0302935518681114
"543","Trøndelag","sub_namdalseid","1SUB","UB",7,1.23721,0.0984540435713619
"544","Trøndelag","verdal_1vb","1VBUB","UB",7,0.09517,0.00757338796702784
"545","Trøndelag","steinkjer_2bbb","2BBUB","UB",7,4.09231,0.325655682582197
"546","Telemark","nome_cappelen2","2CAUB","UB",7,0.47585,0.0378669398351392
"547","Telemark","fritsoe2","2FRUB","UB",7,4.806085,0.382456092334906
"548","Telemark","kviteseid2","2KVUB","UB",7,3.04544,0.242348414944891
"549","Trøndelag","verdal_2vb","2VBUB","UB",7,5.3533125,0.426003073145316
"550","Telemark","drangedal3","3DRUB","UB",7,0.19034,0.0151467759340557
"551","Telemark","kviteseid3","3KVUB","UB",7,5.9719175,0.475230094930997
"552","Telemark","notodden3","3NOUB","UB",7,0.713775,0.0568004097527088
"553","Telemark","drangedal4","4DRUB","UB",7,2.3554575,0.187441352183939
"554","Telemark","notodden4","4NOUB","UB",7,2.1175325,0.168507882266369
"555","Telemark","notodden5","5NOUB","UB",7,15.1558225,1.20606203374918
"556","Telemark","notodden6","6NOUB","UB",7,0.09517,0.00757338796702784
"557","Trøndelag","bratsberg","BRUB","UB",7,3.093025,0.246135108928405
"558","Hedmark","nes 1","DDUB","UB",7,37.3304325,2.97066143006667
"559","Hedmark","didrik_holmsen","DHUB","UB",7,9.42183,0.749765408735756
"560","Hedmark","fet_3","FKUB","UB",7,3.5926675,0.285895395755301
"561","Trøndelag","selbu_flub","FLUB","UB",7,7.89911,0.628591201263311
"562","Trøndelag","hi_tydal","HIUB","UB",7,4.1161025,0.327549029573954
"563","Hedmark","halvard_pramhus","HPUB","UB",7,0.09517,0.00757338796702784
"564","Hedmark","kongsvinger 1","IAAUB","UB",7,52.5972866666667,4.18555908311072
"565","Hedmark","kongsvinger 2","JCDUB","UB",7,5.58330666666667,0.444305427398967
"566","Trøndelag","selbu_kl","KLUB","UB",7,1.23721,0.0984540435713619
"567","Trøndelag","singsaas","LAUB","UB",7,2.66476,0.21205486307678
"568","Hedmark","maarud 1","M1UB","UB",7,0.237925,0.0189334699175696
"569","Hedmark","maarud 2","M2UB","UB",7,1.665475,0.132534289422987
"570","Hedmark","maarud 3","M3UB","UB",7,1.45927333333333,0.116125282161094
"571","Trøndelag","malvik","MAUB","UB",7,6.37639,0.507416993790865
"572","Hedmark","nes 2","OLUB","UB",7,4.3064425,0.34269580550801
"573","Hedmark","stig_dahlen","SDUB","UB",7,8.27979,0.658884753131422
"574","Trøndelag","sl_tydal","SEUB","UB",7,2.331665,0.185548005192182
"575","Hedmark","sørum 1","SKUB","UB",7,2.3554575,0.187441352183939
"576","Trøndelag","selbu_sl","SLUB","UB",7,3.7354225,0.297255477705843
"577","Hedmark","stangeskovene_aurskog","SSAUB","UB",7,0.983423333333333,0.0782583423259544
"578","Hedmark","stangeskovene_eidskog","SSBUB","UB",7,0.824806666666667,0.0656360290475746
"579","Hedmark","eidskog","STSKNUB","UB",7,1.9034,0.151467759340557
"580","Hedmark","truls_holm","THUB","UB",7,5.04401,0.401389562252476
"581","Trøndelag","steinkjer_1bbb","1BBB","B",8,8.5323425,0.67898224251403
"582","Telemark","nome_cappelen1","1CAB","B",8,0.252116666666667,0.0200628068679258
"583","Telemark","drangedal1","1DRB","B",8,1.803411875,0.143510957168437
"584","Telemark","fritsoe1","1FRB","B",8,3.661199375,0.291348989088104
"585","Telemark","furesdal","1FYB","B",8,0.69549,0.0553453356854911
"586","Trøndelag","namdalseid_1kub","1KB","B",8,3.4938575,0.278032345791846
"587","Telemark","kviteseid1","1KVB","B",8,0.508103333333333,0.0404335785507345
"588","Telemark","notodden1","1NOB","B",8,0.23183,0.018448445228497
"589","Trøndelag","nsb_verdal","1NSB","B",8,5.880495625,0.467954973274507
"590","Trøndelag","sub_namdalseid","1SB","B",8,0.540460625,0.0430084900076426
"591","Trøndelag","verdal_1vb","1VBB","B",8,0.0579575,0.00461211130712426
"592","Trøndelag","steinkjer_2bbb","2BBB","B",8,6.77670625,0.539273148784621
"593","Telemark","nome_cappelen2","2CAB","B",8,0.280611666666667,0.0223303669196276
"594","Telemark","fritsoe2","2FRB","B",8,5.558429375,0.442325755429222
"595","Telemark","kviteseid2","2KVB","B",8,2.1341625,0.169831255618179
"596","Trøndelag","verdal_2vb","2VBB","B",8,8.426914375,0.6705925388967
"597","Telemark","kviteseid3","3KVB","B",8,2.512161875,0.199911490126627
"598","Telemark","notodden3","3NOB","B",8,0.184015833333333,0.0146435147410872
"599","Telemark","drangedal4","4DRB","B",8,1.013729375,0.0806700204943538
"600","Telemark","notodden4","4NOB","B",8,4.25831416666667,0.338865874431623
"601","Telemark","notodden5","5NOB","B",8,7.85003375,0.624685837375354
"602","Telemark","notodden6","6NOB","B",8,1.101215625,0.0876319550643905
"603","Trøndelag","bratsberg","BRB","B",8,2.925495,0.232803495120312
"604","Hedmark","didrik_holmsen","DHB","B",8,5.91925875,0.471039644751227
"605","Trøndelag","selbu_flub","FLB","B",8,9.213190625,0.733162414808329
"606","Trøndelag","hi_tydal","HIB","B",8,3.9674775,0.315721827865438
"607","Hedmark","halvard_pramhus","HPB","B",8,0.63427875,0.0504742991803242
"608","Trøndelag","selbu_kl","KLB","B",8,1.60999375,0.128119231829779
"609","Trøndelag","singsaas","LAB","B",8,2.3216,0.184747057941072
"610","Hedmark","maarud 1","M1B","B",8,1.682593125,0.133896506528095
"611","Hedmark","maarud 2","M2B","B",8,2.985781875,0.237600972200219
"612","Hedmark","maarud 3","M3B","B",8,0.8096025,0.0644261199072781
"613","Trøndelag","malvik","MAB","B",8,3.952988125,0.314568800038657
"614","Hedmark","stig_dahlen","SDB","B",8,12.883730625,1.02525470721659
"615","Trøndelag","sl_tydal","SEB","B",8,2.2688975,0.180553126246922
"616","Trøndelag","selbu_sl","SLB","B",8,5.890654375,0.468763380913575
"617","Hedmark","stangeskovene_aurskog","SSAB","B",8,0.0579575,0.00461211130712426
"618","Hedmark","stangeskovene_eidskog","SSBB","B",8,7.6719,0.610510403953356
"619","Hedmark","truls_holm","THB","B",8,1.7128475,0.136304073193798
"620","Trøndelag","steinkjer_1bbb","1BBUB","UB",8,3.99714,0.318082294615169
"621","Telemark","nome_cappelen1","1CAUB","UB",8,1.2610025,0.100347390563119
"622","Telemark","drangedal1","1DRUB","UB",8,2.8313075,0.225308292019078
"623","Telemark","fritsoe1","1FRUB","UB",8,7.851525,0.624804507279797
"624","Telemark","furesdal","1FYUB","UB",8,6.15432666666667,0.489745755201134
"625","Trøndelag","namdalseid_1kub","1KUB","UB",8,7.13775,0.568004097527088
"626","Telemark","kviteseid1","1KVUB","UB",8,4.044725,0.321868988598683
"627","Telemark","notodden1","1NOUB","UB",8,0.523435,0.0416536338186531
"628","Trøndelag","nsb_verdal","1NSUB","UB",8,0.85653,0.0681604917032506
"629","Trøndelag","sub_namdalseid","1SUB","UB",8,1.665475,0.132534289422987
"630","Trøndelag","verdal_1vb","1VBUB","UB",8,0.09517,0.00757338796702784
"631","Trøndelag","steinkjer_2bbb","2BBUB","UB",8,4.044725,0.321868988598683
"632","Telemark","nome_cappelen2","2CAUB","UB",8,0.634466666666667,0.0504892531135189
"633","Telemark","fritsoe2","2FRUB","UB",8,6.7332775,0.53581719866722
"634","Telemark","kviteseid2","2KVUB","UB",8,4.330235,0.344589152499767
"635","Trøndelag","verdal_2vb","2VBUB","UB",8,7.3994675,0.588830914436415
"636","Telemark","drangedal3","3DRUB","UB",8,0.57102,0.045440327802167
"637","Telemark","kviteseid3","3KVUB","UB",8,7.04258,0.56043070956006
"638","Telemark","notodden3","3NOUB","UB",8,0.7851525,0.0624804507279797
"639","Telemark","drangedal4","4DRUB","UB",8,3.33095,0.265068578845974
"640","Telemark","notodden4","4NOUB","UB",8,2.712345,0.215841557060293
"641","Telemark","notodden5","5NOUB","UB",8,16.5357875,1.31587615927109
"642","Telemark","notodden6","6NOUB","UB",8,0.09517,0.00757338796702784
"643","Trøndelag","bratsberg","BRUB","UB",8,5.0202175,0.399496215260719
"644","Hedmark","didrik_holmsen","DHUB","UB",8,10.2545675,0.81603255344725
"645","Trøndelag","selbu_flub","FLUB","UB",8,6.43983666666667,0.512465919102217
"646","Trøndelag","hi_tydal","HIUB","UB",8,6.09088,0.484696829889782
"647","Hedmark","halvard_pramhus","HPUB","UB",8,0.142755,0.0113600819505418
"648","Trøndelag","selbu_kl","KLUB","UB",8,1.3561725,0.107920778530147
"649","Trøndelag","singsaas","LAUB","UB",8,1.07859333333333,0.0858317302929822
"650","Hedmark","maarud 1","M1UB","UB",8,0.19034,0.0151467759340557
"651","Hedmark","maarud 2","M2UB","UB",8,2.5933825,0.206374822101509
"652","Hedmark","maarud 3","M3UB","UB",8,1.87167666666667,0.148943296684881
"653","Trøndelag","malvik","MAUB","UB",8,5.86881666666667,0.46702559130005
"654","Hedmark","stig_dahlen","SDUB","UB",8,8.47013,0.674031529065478
"655","Trøndelag","sl_tydal","SEUB","UB",8,3.42612,0.272641966813002
"656","Trøndelag","selbu_sl","SLUB","UB",8,4.37782,0.348375846483281
"657","Hedmark","stangeskovene_aurskog","SSAUB","UB",8,1.36410333333333,0.108551894194066
"658","Hedmark","stangeskovene_eidskog","SSBUB","UB",8,1.9034,0.151467759340557
"659","Hedmark","truls_holm","THUB","UB",8,4.8298775,0.384349439326663
"660","Trøndelag","steinkjer_1bbb","1BBB","B",9,4.130863125,0.328723642789892
"661","Telemark","nome_cappelen1","1CAB","B",9,0.39719375,0.0316076743388533
"662","Telemark","drangedal1","1DRB","B",9,1.953560625,0.155459415049221
"663","Telemark","fritsoe1","1FRB","B",9,4.377908125,0.348382859247961
"664","Telemark","furesdal","1FYB","B",9,0.659629375,0.0524916378199337
"665","Trøndelag","namdalseid_1kub","1KB","B",9,3.479368125,0.276879317965065
"666","Telemark","kviteseid1","1KVB","B",9,0.79452,0.0632258926926863
"667","Telemark","notodden1","1NOB","B",9,0.4361325,0.034706321609013
"668","Trøndelag","nsb_verdal","1NSB","B",9,7.7527725,0.616946033020956
"669","Trøndelag","sub_namdalseid","1SB","B",9,0.713431875,0.0567731047327846
"670","Trøndelag","verdal_1vb","1VBB","B",9,0.16010875,0.0127410494973822
"671","Trøndelag","steinkjer_2bbb","2BBB","B",9,8.544655,0.67996204013244
"672","Telemark","nome_cappelen2","2CAB","B",9,0.3487125,0.0277496590464663
"673","Telemark","fritsoe2","2FRB","B",9,6.317330625,0.502717198057281
"674","Telemark","kviteseid2","2KVB","B",9,2.588236875,0.205965346274485
"675","Trøndelag","verdal_2vb","2VBB","B",9,9.989285,0.794922042851862
"676","Telemark","kviteseid3","3KVB","B",9,3.4576225,0.275148856110378
"677","Telemark","notodden3","3NOB","B",9,0.08693625,0.00691816696068639
"678","Telemark","drangedal4","4DRB","B",9,1.559995,0.124140457724321
"679","Telemark","notodden4","4NOB","B",9,3.42755916666667,0.272756492057469
"680","Telemark","notodden5","5NOB","B",9,9.474868125,0.753986048618794
"681","Telemark","notodden6","6NOB","B",9,1.4417275,0.11472902910826
"682","Trøndelag","bratsberg","BRB","B",9,2.46857666666667,0.196443089450657
"683","Trøndelag","selbu_flub","FLB","B",9,7.952393125,0.632831337626877
"684","Trøndelag","hi_tydal","HIB","B",9,3.40056625,0.270608463999485
"685","Trøndelag","selbu_kl","KLB","B",9,1.624483125,0.12927225965656
