"","Region","LocalityName","LocalityCode","Treatment","Years_Since_Exclosure","Mean_Plot_Spruce_Biomass_kg","Mean_Plot_Spruce_Biomass_kg_m2"
"686","Trøndelag","singsaas","LAB","B",9,2.317070625,0.184386621730889
"687","Hedmark","maarud 1","M1B","B",9,2.50198,0.19910124225853
"688","Hedmark","maarud 2","M2B","B",9,4.636715625,0.368978105715088
"689","Hedmark","maarud 3","M3B","B",9,0.7136075,0.0567870805262248
"690","Trøndelag","malvik","MAB","B",9,5.22211875,0.415563006237685
"691","Trøndelag","sl_tydal","SEB","B",9,2.988134375,0.237788178202031
"692","Trøndelag","selbu_sl","SLB","B",9,7.038615,0.56011518488538
"693","Trøndelag","steinkjer_1bbb","1BBUB","UB",9,3.0216475,0.240455067953134
"694","Telemark","nome_cappelen1","1CAUB","UB",9,1.2610025,0.100347390563119
"695","Telemark","drangedal1","1DRUB","UB",9,3.71163,0.295362130714086
"696","Telemark","fritsoe1","1FRUB","UB",9,8.7318475,0.694858345974804
"697","Telemark","furesdal","1FYUB","UB",9,6.43983666666667,0.512465919102217
"698","Trøndelag","namdalseid_1kub","1KUB","UB",9,7.23292,0.575577485494116
"699","Telemark","kviteseid1","1KVUB","UB",9,4.66333,0.371096010384364
"700","Telemark","notodden1","1NOUB","UB",9,0.333095,0.0265068578845974
"701","Trøndelag","nsb_verdal","1NSUB","UB",9,0.618605,0.049227021785681
"702","Trøndelag","sub_namdalseid","1SUB","UB",9,2.18891,0.17418792324164
"703","Trøndelag","verdal_1vb","1VBUB","UB",9,0.09517,0.00757338796702784
"704","Trøndelag","steinkjer_2bbb","2BBUB","UB",9,3.23578,0.257495190878947
"705","Telemark","nome_cappelen2","2CAUB","UB",9,0.729636666666667,0.0580626410805468
"706","Telemark","fritsoe2","2FRUB","UB",9,6.9712025,0.554750668584789
"707","Telemark","kviteseid2","2KVUB","UB",9,4.66333,0.371096010384364
"708","Trøndelag","verdal_2vb","2VBUB","UB",9,6.2098425,0.494163564848567
"709","Telemark","drangedal3","3DRUB","UB",9,0.19034,0.0151467759340557
"710","Telemark","kviteseid3","3KVUB","UB",9,7.23292,0.575577485494116
"711","Telemark","notodden3","3NOUB","UB",9,0.7851525,0.0624804507279797
"712","Telemark","drangedal4","4DRUB","UB",9,3.378535,0.268855272829488
"713","Telemark","notodden4","4NOUB","UB",9,3.9733475,0.316188947623412
"714","Telemark","notodden5","5NOUB","UB",9,17.4874875,1.39161003894137
"715","Telemark","notodden6","6NOUB","UB",9,0.237925,0.0189334699175696
"716","Trøndelag","bratsberg","BRUB","UB",9,4.1636875,0.331335723557468
"717","Trøndelag","selbu_flub","FLUB","UB",9,6.21777333333333,0.494794680512486
"718","Trøndelag","hi_tydal","HIUB","UB",9,4.7822925,0.380562745343149
"719","Trøndelag","selbu_kl","KLUB","UB",9,1.2610025,0.100347390563119
"720","Trøndelag","singsaas","LAUB","UB",9,2.41097333333333,0.191859161831372
"721","Hedmark","maarud 1","M1UB","UB",9,0.19034,0.0151467759340557
"722","Hedmark","maarud 2","M2UB","UB",9,3.42612,0.272641966813002
"723","Hedmark","maarud 3","M3UB","UB",9,1.99857,0.159041147307585
"724","Trøndelag","malvik","MAUB","UB",9,7.01085666666667,0.557906246904384
"725","Trøndelag","sl_tydal","SEUB","UB",9,4.425405,0.352162540466795
"726","Trøndelag","selbu_sl","SLUB","UB",9,5.5912375,0.444936543062886
"727","Trøndelag","steinkjer_1bbb","1BBB","B",10,4.600878125,0.366126248078561
"728","Trøndelag","namdalseid_1kub","1KB","B",10,3.79090125,0.301670336355372
"729","Trøndelag","nsb_verdal","1NSB","B",10,8.399386875,0.668401970048719
"730","Trøndelag","sub_namdalseid","1SB","B",10,1.191955625,0.0948528148324698
"731","Trøndelag","verdal_1vb","1VBB","B",10,0.26226,0.0208699876876402
"732","Trøndelag","steinkjer_2bbb","2BBB","B",10,9.26136375,0.736995910292296
"733","Trøndelag","verdal_2vb","2VBB","B",10,11.207714375,0.891881571771671
"734","Trøndelag","bratsberg","BRB","B",10,2.46857666666667,0.196443089450657
"735","Trøndelag","selbu_flub","FLB","B",10,7.23816166666667,0.575994604074136
"736","Trøndelag","hi_tydal","HIB","B",10,4.117275,0.327642334159342
"737","Trøndelag","selbu_kl","KLB","B",10,0.541904166666667,0.0431233634035472
"738","Trøndelag","singsaas","LAB","B",10,1.53336875,0.12202160807257
"739","Hedmark","maarud 1","M1B","B",10,3.20762875,0.255254985583089
"740","Hedmark","maarud 2","M2B","B",10,6.6091425,0.525938849236864
"741","Hedmark","maarud 3","M3B","B",10,0.5824775,0.0463520866824047
"742","Trøndelag","malvik","MAB","B",10,5.04299125,0.401308492703338
"743","Trøndelag","sl_tydal","SEB","B",10,3.00878,0.239431104838016
"744","Trøndelag","selbu_sl","SLB","B",10,9.953073125,0.792040393399424
"745","Trøndelag","steinkjer_1bbb","1BBUB","UB",10,3.71163,0.295362130714086
"746","Trøndelag","namdalseid_1kub","1KUB","UB",10,8.6366775,0.687284958007776
"747","Trøndelag","nsb_verdal","1NSUB","UB",10,0.618605,0.049227021785681
"748","Trøndelag","sub_namdalseid","1SUB","UB",10,2.617175,0.208268169093266
"749","Trøndelag","verdal_1vb","1VBUB","UB",10,0.09517,0.00757338796702784
"750","Trøndelag","steinkjer_2bbb","2BBUB","UB",10,3.23578,0.257495190878947
"751","Trøndelag","verdal_2vb","2VBUB","UB",10,7.6849775,0.611551078337498
"752","Trøndelag","bratsberg","BRUB","UB",10,5.0202175,0.399496215260719
"753","Trøndelag","selbu_flub","FLUB","UB",10,8.27979,0.658884753131422
"754","Trøndelag","hi_tydal","HIUB","UB",10,5.51986,0.439256502087615
"755","Trøndelag","selbu_kl","KLUB","UB",10,1.61789,0.128747595439473
"756","Trøndelag","singsaas","LAUB","UB",10,1.52272,0.121174207472445
"757","Hedmark","maarud 1","M1UB","UB",10,0.19034,0.0151467759340557
"758","Hedmark","maarud 2","M2UB","UB",10,5.662615,0.450616584038156
"759","Hedmark","maarud 3","M3UB","UB",10,3.04544,0.242348414944891
"760","Trøndelag","malvik","MAUB","UB",10,6.02743333333333,0.47964790457843
"761","Trøndelag","sl_tydal","SEUB","UB",10,4.8298775,0.384349439326663
"762","Trøndelag","selbu_sl","SLUB","UB",10,5.377105,0.427896420137073
"763","Trøndelag","steinkjer_1bbb","1BBB","B",11,5.22376875,0.415694309065736
"764","Trøndelag","namdalseid_1kub","1KB","B",11,4.21056625,0.335066215951703
"765","Trøndelag","nsb_verdal","1NSB","B",11,9.96846375,0.793265140422436
"766","Trøndelag","sub_namdalseid","1SB","B",11,1.335948125,0.10631137390405
"767","Trøndelag","verdal_1vb","1VBB","B",11,0.26226,0.0208699876876402
"768","Trøndelag","steinkjer_2bbb","2BBB","B",11,10.0066691666667,0.796305430880129
"769","Trøndelag","verdal_2vb","2VBB","B",11,10.32927,0.821977189515411
"770","Trøndelag","bratsberg","BRB","B",11,2.82309416666667,0.224654695719447
"771","Trøndelag","selbu_flub","FLB","B",11,7.0215975,0.558760975263347
"772","Trøndelag","hi_tydal","HIB","B",11,4.542370625,0.361470369162086
"773","Trøndelag","selbu_kl","KLB","B",11,1.624483125,0.12927225965656
"774","Trøndelag","singsaas","LAB","B",11,2.091396875,0.166428075311596
"775","Hedmark","maarud 1","M1B","B",11,3.86963375,0.307935669633864
"776","Hedmark","maarud 2","M2B","B",11,9.679004375,0.770230695244665
"777","Hedmark","maarud 3","M3B","B",11,0.65565,0.0521749692191006
"778","Trøndelag","malvik","MAB","B",11,6.80478375,0.541507485241952
"779","Trøndelag","sl_tydal","SEB","B",11,3.86132375,0.307274380845317
"780","Trøndelag","selbu_sl","SLB","B",11,8.92773375,0.710446478460422
"781","Trøndelag","steinkjer_1bbb","1BBUB","UB",11,2.28408,0.181761311208668
"782","Trøndelag","namdalseid_1kub","1KUB","UB",11,5.80537,0.461976665988698
"783","Trøndelag","nsb_verdal","1NSUB","UB",11,0.618605,0.049227021785681
"784","Trøndelag","sub_namdalseid","1SUB","UB",11,2.9264775,0.232881679986106
"785","Trøndelag","verdal_1vb","1VBUB","UB",11,0.09517,0.00757338796702784
"786","Trøndelag","steinkjer_2bbb","2BBUB","UB",11,3.39439666666667,0.270117504157326
"787","Trøndelag","verdal_2vb","2VBUB","UB",11,5.662615,0.450616584038156
"788","Trøndelag","bratsberg","BRUB","UB",11,5.186765,0.412749644203017
"789","Trøndelag","selbu_flub","FLUB","UB",11,5.13918,0.408962950219503
"790","Trøndelag","hi_tydal","HIUB","UB",11,5.6388225,0.448723237046399
"791","Trøndelag","selbu_kl","KLUB","UB",11,1.61789,0.128747595439473
"792","Trøndelag","singsaas","LAUB","UB",11,1.42755,0.113600819505418
"793","Hedmark","maarud 1","M1UB","UB",11,0.237925,0.0189334699175696
"794","Hedmark","maarud 2","M2UB","UB",11,6.8284475,0.543390586634248
"795","Hedmark","maarud 3","M3UB","UB",11,2.8551,0.227201639010835
"796","Trøndelag","malvik","MAUB","UB",11,7.86738666666667,0.626066738607635
"797","Trøndelag","sl_tydal","SEUB","UB",11,7.2567125,0.577470832485873
"798","Trøndelag","selbu_sl","SLUB","UB",11,5.757785,0.458189972005184
