"","Region","LocalityName","LocalityCode","Treatment","Years_Since_Exclosure","Mean_Plot_Decid_Biomass_kg","Mean_Plot_Decid_Biomass_kg_m2"
"328","Trøndelag","malvik","MAUB","UB",5,1.031007225,0.082044948111104
"329","Hedmark","stig_dahlen","SDUB","UB",5,20.72124485,1.64894427244749
"330","Trøndelag","sl_tydal","SEUB","UB",5,3.2677137,0.260036393982053
"331","Trøndelag","selbu_sl","SLUB","UB",5,1.4375813,0.114399084995736
"332","Hedmark","stangeskovene_aurskog","SSAUB","UB",5,1.62889053333333,0.129622990067797
"333","Hedmark","stangeskovene_eidskog","SSBUB","UB",5,1.555642575,0.123794102747727
"334","Hedmark","eidskog","STSKNUB","UB",5,0.18407675,0.0146483623353955
"335","Hedmark","truls_holm","THUB","UB",5,5.048505925,0.401747336596236
"336","Trøndelag","steinkjer_1bbb","1BBB","B",6,1.78980492,0.142428150094097
"337","Telemark","nome_cappelen1","1CAB","B",6,0.430878613333333,0.0342882305922907
"338","Telemark","drangedal1","1DRB","B",6,1.61504698,0.128521355096319
"339","Telemark","fritsoe1","1FRB","B",6,0.03463915,0.00275649597350081
"340","Telemark","furesdal","1FYB","B",6,0.95982,0.0763800487392315
"341","Trøndelag","namdalseid_1kub","1KB","B",6,1.80277082,0.143459943632415
"342","Telemark","kviteseid1","1KVB","B",6,3.08641321,0.245608959397812
"343","Trøndelag","nsb_verdal","1NSB","B",6,1.85239969,0.147409283622697
"344","Trøndelag","sub_namdalseid","1SB","B",6,0.77112259,0.0613639859641625
"345","Trøndelag","verdal_1vb","1VBB","B",6,0.685570093333333,0.054555934594986
"346","Trøndelag","steinkjer_2bbb","2BBB","B",6,1.02536867,0.0815962461610312
"347","Telemark","nome_cappelen2","2CAB","B",6,1.104335,0.0878801870396941
"348","Telemark","fritsoe2","2FRB","B",6,0.77103174,0.0613567563508725
"349","Telemark","kviteseid2","2KVB","B",6,2.10200257,0.167272049703684
"350","Trøndelag","verdal_2vb","2VBB","B",6,5.35683547,0.426283422190248
"351","Telemark","drangedal3","3DRB","B",6,0.2190575,0.0174320419731764
"352","Telemark","kviteseid3","3KVB","B",6,1.10757272,0.0881378366108679
"353","Telemark","notodden3","3NOB","B",6,0.20614573,0.0164045559633936
"354","Telemark","drangedal4","4DRB","B",6,4.57410218,0.363995486077207
"355","Telemark","notodden5","5NOB","B",6,1.37637616,0.109528534708921
"356","Telemark","notodden6","6NOB","B",6,0.33806224,0.0269021382843593
"357","Trøndelag","bratsberg","BRB","B",6,1.35084032,0.107496457127919
"358","Hedmark","didrik_holmsen","DHB","B",6,3.73201421333333,0.296984254870606
"359","Hedmark","fet_3","FKB","B",6,0.65644976,0.0522386120977442
"360","Trøndelag","selbu_flub","FLB","B",6,4.00575396,0.318767771771967
"361","Trøndelag","hi_tydal","HIB","B",6,6.26136356,0.498263480534734
"362","Hedmark","halvard_pramhus","HPB","B",6,0.40453375,0.0321917729800005
"363","Trøndelag","selbu_kl","KLB","B",6,3.54258486666667,0.281909946426271
"364","Trøndelag","singsaas","LAB","B",6,0.25055542,0.019938566805733
"365","Trøndelag","malvik","MAB","B",6,0.58851393,0.0468324505189688
"366","Hedmark","stig_dahlen","SDB","B",6,2.15839205,0.171759381943875
"367","Trøndelag","sl_tydal","SEB","B",6,0.69027179,0.0549300837276954
"368","Trøndelag","selbu_sl","SLB","B",6,0.39482344,0.0314190510622732
"369","Hedmark","stangeskovene_aurskog","SSAB","B",6,0.994116666666667,0.079109290755019
"370","Hedmark","stangeskovene_eidskog","SSBB","B",6,0.442973333333333,0.0352506978289469
"371","Hedmark","eidskog","STSKNB","B",6,0.4943075,0.0393357410161985
"372","Hedmark","truls_holm","THB","B",6,0.90449599,0.0719775039076488
"373","Trøndelag","steinkjer_1bbb","1BBUB","UB",6,1.879803925,0.149590043353648
"374","Telemark","nome_cappelen1","1CAUB","UB",6,0.11931095,0.00949446372874499
"375","Telemark","drangedal1","1DRUB","UB",6,1.5400798,0.122555656462989
"376","Telemark","fritsoe1","1FRUB","UB",6,6.395025725,0.508899977666791
"377","Telemark","furesdal","1FYUB","UB",6,0.361133366666667,0.028738080210209
"378","Trøndelag","namdalseid_1kub","1KUB","UB",6,3.971013275,0.316003195899893
"379","Telemark","kviteseid1","1KVUB","UB",6,0.681574833333333,0.0542380019060174
"380","Trøndelag","nsb_verdal","1NSUB","UB",6,0.803205366666667,0.0639170522114691
"381","Trøndelag","sub_namdalseid","1SUB","UB",6,2.593548625,0.206388041908969
"382","Trøndelag","verdal_1vb","1VBUB","UB",6,0.6970725,0.0554712670342126
"383","Trøndelag","steinkjer_2bbb","2BBUB","UB",6,1.133906925,0.0902334460599405
"384","Telemark","nome_cappelen2","2CAUB","UB",6,3.41988955,0.272146163355409
"385","Telemark","fritsoe2","2FRUB","UB",6,2.932329275,0.233347349444662
"386","Telemark","kviteseid2","2KVUB","UB",6,0.828255375,0.0659104685368407
"387","Trøndelag","verdal_2vb","2VBUB","UB",6,5.7593803,0.458316921945542
"388","Telemark","drangedal3","3DRUB","UB",6,0.812564775,0.0646618502618019
"389","Telemark","kviteseid3","3KVUB","UB",6,2.541705375,0.202262487157245
"390","Telemark","notodden3","3NOUB","UB",6,1.0033733,0.0798459102307136
"391","Telemark","drangedal4","4DRUB","UB",6,6.650671525,0.529243624042132
"392","Telemark","notodden5","5NOUB","UB",6,1.511414825,0.120274570230561
"393","Telemark","notodden6","6NOUB","UB",6,1.23486036666667,0.0982670656916352
"394","Trøndelag","bratsberg","BRUB","UB",6,7.22741185,0.57513916084422
"395","Hedmark","didrik_holmsen","DHUB","UB",6,0.9038605,0.071926933220256
"396","Hedmark","fet_3","FKUB","UB",6,2.47858535,0.197239555163828
"397","Trøndelag","selbu_flub","FLUB","UB",6,4.43599245,0.353005062967914
"398","Trøndelag","hi_tydal","HIUB","UB",6,4.431832525,0.352674026654593
"399","Hedmark","halvard_pramhus","HPUB","UB",6,1.39491423333333,0.111003747712121
"400","Trøndelag","selbu_kl","KLUB","UB",6,0.4654864,0.0370422307510256
"401","Trøndelag","singsaas","LAUB","UB",6,0.1422524,0.0113200863133428
"402","Trøndelag","malvik","MAUB","UB",6,2.171323075,0.172788400217872
"403","Hedmark","stig_dahlen","SDUB","UB",6,34.116721175,2.71492240854459
"404","Trøndelag","sl_tydal","SEUB","UB",6,5.1547943,0.410205496733463
"405","Trøndelag","selbu_sl","SLUB","UB",6,2.37543463333333,0.189031081943342
"406","Hedmark","stangeskovene_aurskog","SSAUB","UB",6,2.14163823333333,0.170426155574797
"407","Hedmark","stangeskovene_eidskog","SSBUB","UB",6,2.562691625,0.203932519869476
"408","Hedmark","eidskog","STSKNUB","UB",6,0.18407675,0.0146483623353955
"409","Hedmark","truls_holm","THUB","UB",6,6.1602124,0.490214126977994
"410","Trøndelag","steinkjer_1bbb","1BBB","B",7,1.75061115,0.139309208977144
"411","Telemark","nome_cappelen1","1CAB","B",7,0.504104493333333,0.0401153609744177
"412","Telemark","drangedal1","1DRB","B",7,1.67679573,0.133435164492442
"413","Telemark","fritsoe1","1FRB","B",7,0.0735779,0.00585514324366058
"414","Telemark","furesdal","1FYB","B",7,1.294335,0.102999906633424
"415","Trøndelag","namdalseid_1kub","1KB","B",7,2.15208898,0.171257799570298
"416","Telemark","kviteseid1","1KVB","B",7,3.21261993,0.255652171067519
"417","Trøndelag","nsb_verdal","1NSB","B",7,1.96285936,0.156199384869097
"418","Trøndelag","sub_namdalseid","1SB","B",7,1.01299101,0.0806112632745758
"419","Trøndelag","verdal_1vb","1VBB","B",7,0.50819724,0.0404410514058291
"420","Trøndelag","steinkjer_2bbb","2BBB","B",7,1.15144933,0.0916294262946755
"421","Telemark","nome_cappelen2","2CAB","B",7,1.29895666666667,0.103367687181086
"422","Telemark","fritsoe2","2FRB","B",7,0.90088674,0.0716902889184716
"423","Telemark","kviteseid2","2KVB","B",7,1.97108698,0.156854118065538
"424","Trøndelag","verdal_2vb","2VBB","B",7,6.25865165,0.498047673593873
"425","Telemark","drangedal3","3DRB","B",7,0.272,0.0216450722604978
"426","Telemark","kviteseid3","3KVB","B",7,1.28833465,0.102522413952033
"427","Telemark","notodden3","3NOB","B",7,0.23297665,0.0185396927362452
"428","Telemark","drangedal4","4DRB","B",7,4.86181805,0.38689118753545
"429","Telemark","notodden5","5NOB","B",7,1.6295442,0.129675007208364
"430","Telemark","notodden6","6NOB","B",7,0.40947007,0.0325845928443422
"431","Trøndelag","bratsberg","BRB","B",7,1.19540516,0.095127320105779
"432","Hedmark","didrik_holmsen","DHB","B",7,5.05301676,0.402106297440097
"433","Hedmark","fet_3","FKB","B",7,0.74421832,0.059223012183773
"434","Trøndelag","selbu_flub","FLB","B",7,3.74945863,0.298372437441533
"435","Trøndelag","hi_tydal","HIB","B",7,8.59609231,0.684055291205365
"436","Hedmark","halvard_pramhus","HPB","B",7,0.47205125,0.037564644915104
"437","Trøndelag","selbu_kl","KLB","B",7,3.73448722666667,0.297181051018772
"438","Trøndelag","singsaas","LAB","B",7,0.26921844,0.0214237227487444
"439","Trøndelag","malvik","MAB","B",7,0.57529952,0.0457808811831974
"440","Hedmark","stig_dahlen","SDB","B",7,3.4717158,0.276270365290117
"441","Trøndelag","sl_tydal","SEB","B",7,0.74188962,0.0590377001257839
"442","Trøndelag","selbu_sl","SLB","B",7,0.43930186,0.0349585312642319
"443","Hedmark","stangeskovene_aurskog","SSAB","B",7,0.99743875,0.0793736537469506
"444","Hedmark","stangeskovene_eidskog","SSBB","B",7,0.47916125,0.0381304407377957
"445","Hedmark","eidskog","STSKNB","B",7,0.48184,0.0383436088896994
"446","Hedmark","truls_holm","THB","B",7,1.19185382,0.0948447134479791
"447","Trøndelag","steinkjer_1bbb","1BBUB","UB",7,2.564311025,0.204061387626897
"448","Telemark","nome_cappelen1","1CAUB","UB",7,0.11931095,0.00949446372874499
"449","Telemark","drangedal1","1DRUB","UB",7,1.794556575,0.142806274784656
"450","Telemark","fritsoe1","1FRUB","UB",7,6.9217584,0.550816032123924
"451","Telemark","furesdal","1FYUB","UB",7,0.4724996,0.0376003234744717
"452","Trøndelag","namdalseid_1kub","1KUB","UB",7,4.767826275,0.379411559734834
"453","Telemark","kviteseid1","1KVUB","UB",7,0.6226548,0.0495492946299477
"454","Trøndelag","nsb_verdal","1NSUB","UB",7,1.42973526666667,0.113774717501405
"455","Trøndelag","sub_namdalseid","1SUB","UB",7,3.44682275,0.27428943931205
"456","Trøndelag","verdal_1vb","1VBUB","UB",7,1.03133656666667,0.082071156288212
"457","Trøndelag","steinkjer_2bbb","2BBUB","UB",7,1.247232825,0.0992516346426094
"458","Telemark","nome_cappelen2","2CAUB","UB",7,4.100733475,0.326326001424328
"459","Telemark","fritsoe2","2FRUB","UB",7,3.32613545,0.264685449130343
"460","Telemark","kviteseid2","2KVUB","UB",7,0.773148325,0.0615251888334846
"461","Trøndelag","verdal_2vb","2VBUB","UB",7,7.18610053333333,0.571851710717653
"462","Telemark","drangedal3","3DRUB","UB",7,0.91311685,0.0726635301490004
"463","Telemark","kviteseid3","3KVUB","UB",7,3.26117705,0.259516223902673
"464","Telemark","notodden3","3NOUB","UB",7,1.18549505,0.0943386986092368
"465","Telemark","drangedal4","4DRUB","UB",7,7.0529819,0.561258466461334
"466","Telemark","notodden5","5NOUB","UB",7,2.1272501,0.169281184303864
"467","Telemark","notodden6","6NOUB","UB",7,1.151798325,0.0916571984343577
"468","Trøndelag","bratsberg","BRUB","UB",7,9.620222475,0.765552980269999
"469","Hedmark","didrik_holmsen","DHUB","UB",7,1.04095806666667,0.0828368109306914
"470","Hedmark","fet_3","FKUB","UB",7,3.24087165,0.257900371511944
"471","Trøndelag","selbu_flub","FLUB","UB",7,5.07145805,0.403573808670342
"472","Trøndelag","hi_tydal","HIUB","UB",7,6.189573125,0.49255057923625
"473","Hedmark","halvard_pramhus","HPUB","UB",7,1.5955513,0.12696993817585
"474","Trøndelag","selbu_kl","KLUB","UB",7,0.492190333333333,0.0391672622460238
"475","Trøndelag","singsaas","LAUB","UB",7,0.1172074,0.00932706853847451
"476","Trøndelag","malvik","MAUB","UB",7,2.8221782,0.224581805408094
"477","Hedmark","stig_dahlen","SDUB","UB",7,42.43275865,3.37669164408644
"478","Trøndelag","sl_tydal","SEUB","UB",7,7.7082358,0.613401915043955
"479","Trøndelag","selbu_sl","SLUB","UB",7,3.57175903333333,0.284231552844065
"480","Hedmark","stangeskovene_aurskog","SSAUB","UB",7,2.54836476666667,0.202792424708112
"481","Hedmark","stangeskovene_eidskog","SSBUB","UB",7,3.577758275,0.284708957327091
"482","Hedmark","eidskog","STSKNUB","UB",7,0.18407675,0.0146483623353955
"483","Hedmark","truls_holm","THUB","UB",7,8.52908475,0.678722999006101
"484","Trøndelag","steinkjer_1bbb","1BBB","B",8,2.54014204,0.202138080910765
"485","Telemark","nome_cappelen1","1CAB","B",8,0.60174264,0.0478851578125834
"486","Telemark","drangedal1","1DRB","B",8,1.86171823,0.148150829474397
"487","Telemark","fritsoe1","1FRB","B",8,0.07547382,0.00600601576351398
"488","Telemark","furesdal","1FYB","B",8,1.294335,0.102999906633424
"489","Trøndelag","namdalseid_1kub","1KB","B",8,2.58226638,0.205490229378507
"490","Telemark","kviteseid1","1KVB","B",8,3.50834137,0.279184935544646
"491","Trøndelag","nsb_verdal","1NSB","B",8,2.44682075,0.194711808611159
"492","Trøndelag","sub_namdalseid","1SB","B",8,1.29326839,0.102915028506499
"493","Trøndelag","verdal_1vb","1VBB","B",8,0.4566429,0.036338487381409
"494","Trøndelag","steinkjer_2bbb","2BBB","B",8,1.79650092,0.142961000843569
"495","Telemark","nome_cappelen2","2CAB","B",8,1.427085,0.113563815981149
"496","Telemark","fritsoe2","2FRB","B",8,1.0862849,0.0864438057205426
"497","Telemark","kviteseid2","2KVB","B",8,3.10654757,0.247211200857808
"498","Trøndelag","verdal_2vb","2VBB","B",8,7.71955797,0.614302904704969
"499","Telemark","drangedal3","3DRB","B",8,0.4204675,0.0334597405172457
"500","Telemark","kviteseid3","3KVB","B",8,1.39878262,0.111311584142016
"501","Telemark","notodden3","3NOB","B",8,0.2469522,0.0196518316687092
"502","Telemark","drangedal4","4DRB","B",8,5.73041463,0.456011907165307
"503","Telemark","notodden5","5NOB","B",8,1.74845335,0.139137496709042
"504","Telemark","notodden6","6NOB","B",8,0.39675599,0.0315728385049093
"505","Trøndelag","bratsberg","BRB","B",8,1.57984041,0.125719705273913
"506","Hedmark","didrik_holmsen","DHB","B",8,3.45390632,0.274853131902169
"507","Trøndelag","selbu_flub","FLB","B",8,4.58218535,0.364638724307883
"508","Trøndelag","hi_tydal","HIB","B",8,1.16757014,0.0929122795937481
"509","Hedmark","halvard_pramhus","HPB","B",8,0.8184625,0.0651311763051752
"510","Trøndelag","selbu_kl","KLB","B",8,3.54275143,0.28192320111519
"511","Trøndelag","singsaas","LAB","B",8,0.26482035,0.0210737338669129
"512","Trøndelag","malvik","MAB","B",8,0.58850487,0.0468317295470766
"513","Hedmark","stig_dahlen","SDB","B",8,3.53652047,0.281427357073086
"514","Trøndelag","sl_tydal","SEB","B",8,1.68965245,0.134458269762416
"515","Trøndelag","selbu_sl","SLB","B",8,0.69284518,0.055134867597197
"516","Hedmark","stangeskovene_aurskog","SSAB","B",8,0.91956125,0.0731763592066311
"517","Hedmark","stangeskovene_eidskog","SSBB","B",8,0.73044125,0.0581266677878614
"518","Hedmark","truls_holm","THB","B",8,1.15691849,0.0920646482189558
"519","Trøndelag","steinkjer_1bbb","1BBUB","UB",8,3.416471875,0.271874193420343
"520","Telemark","nome_cappelen1","1CAUB","UB",8,0.12470335,0.00992357728630935
"521","Telemark","drangedal1","1DRUB","UB",8,2.7330093,0.21748596980556
"522","Telemark","fritsoe1","1FRUB","UB",8,7.8876628,0.62768026203103
"523","Telemark","furesdal","1FYUB","UB",8,0.4724996,0.0376003234744717
"524","Trøndelag","namdalseid_1kub","1KUB","UB",8,7.830408125,0.623124079760345
"525","Telemark","kviteseid1","1KVUB","UB",8,0.7500236,0.0596849816877892
"526","Trøndelag","nsb_verdal","1NSUB","UB",8,1.50219773333333,0.11954109738072
"527","Trøndelag","sub_namdalseid","1SUB","UB",8,4.549671125,0.362051324493107
"528","Trøndelag","verdal_1vb","1VBUB","UB",8,2.12929443333333,0.169443867181528
"529","Trøndelag","steinkjer_2bbb","2BBUB","UB",8,2.132472,0.16969672990253
"530","Telemark","nome_cappelen2","2CAUB","UB",8,4.673007725,0.371866139270181
"531","Telemark","fritsoe2","2FRUB","UB",8,4.197303225,0.334010777957152
"532","Telemark","kviteseid2","2KVUB","UB",8,1.055251775,0.0839742680988733
"533","Trøndelag","verdal_2vb","2VBUB","UB",8,8.93289443333333,0.710857152591538
"534","Telemark","drangedal3","3DRUB","UB",8,1.462021275,0.116343956410883
"535","Telemark","kviteseid3","3KVUB","UB",8,3.869218575,0.307902631057115
"536","Telemark","notodden3","3NOUB","UB",8,0.9378363,0.0746306414780069
"537","Telemark","drangedal4","4DRUB","UB",8,8.535188475,0.679208718008613
"538","Telemark","notodden5","5NOUB","UB",8,2.285931025,0.181908611097936
"539","Telemark","notodden6","6NOUB","UB",8,1.2004517,0.0955289109990345
"540","Trøndelag","bratsberg","BRUB","UB",8,12.62195445,1.00442322109912
"541","Hedmark","didrik_holmsen","DHUB","UB",8,1.22967236666667,0.0978542177692548
"542","Trøndelag","selbu_flub","FLUB","UB",8,8.07237415,0.642379124229869
"543","Trøndelag","hi_tydal","HIUB","UB",8,7.3727366,0.586703737002267
"544","Hedmark","halvard_pramhus","HPUB","UB",8,1.44252193333333,0.114792248104239
"545","Trøndelag","selbu_kl","KLUB","UB",8,0.4185128,0.0333041904336149
"546","Trøndelag","singsaas","LAUB","UB",8,0.1172074,0.00932706853847451
"547","Trøndelag","malvik","MAUB","UB",8,2.94106405,0.234042440753685
"548","Hedmark","stig_dahlen","SDUB","UB",8,42.375227075,3.37211342681388
"549","Trøndelag","sl_tydal","SEUB","UB",8,10.5511457666667,0.839633502024063
"550","Trøndelag","selbu_sl","SLUB","UB",8,6.48369386666667,0.515955964187302
"551","Hedmark","stangeskovene_aurskog","SSAUB","UB",8,2.44785403333333,0.194794034686217
"552","Hedmark","stangeskovene_eidskog","SSBUB","UB",8,3.949424475,0.314285213782182
"553","Hedmark","truls_holm","THUB","UB",8,9.364471575,0.745200970302398
"554","Trøndelag","steinkjer_1bbb","1BBB","B",9,2.78290999,0.221456940544159
"555","Telemark","nome_cappelen1","1CAB","B",9,0.603539053333333,0.0480281118435015
"556","Telemark","drangedal1","1DRB","B",9,1.77290948,0.141083653698241
"557","Telemark","fritsoe1","1FRB","B",9,0.07547382,0.00600601576351398
"558","Telemark","furesdal","1FYB","B",9,0.6824625,0.0543086401749263
"559","Trøndelag","namdalseid_1kub","1KB","B",9,2.85604723,0.227277017179208
"560","Telemark","kviteseid1","1KVB","B",9,3.63427557,0.289206460761808
"561","Trøndelag","nsb_verdal","1NSB","B",9,3.34757273,0.266391373669565
"562","Trøndelag","sub_namdalseid","1SB","B",9,1.56467766,0.12451309196723
"563","Trøndelag","verdal_1vb","1VBB","B",9,0.64230132,0.0511127150162246
"564","Trøndelag","steinkjer_2bbb","2BBB","B",9,2.05423691,0.16347097925416
"565","Telemark","nome_cappelen2","2CAB","B",9,1.53859,0.12243710194588
"566","Telemark","fritsoe2","2FRB","B",9,1.0862849,0.0864438057205426
"567","Telemark","kviteseid2","2KVB","B",9,3.6204454,0.288105890802157
"568","Trøndelag","verdal_2vb","2VBB","B",9,8.67869363,0.690628495397322
"569","Telemark","drangedal3","3DRB","B",9,0.4204675,0.0334597405172457
"570","Telemark","kviteseid3","3KVB","B",9,1.39565833,0.11106296104344
"571","Telemark","notodden3","3NOB","B",9,0.1940379,0.0154410454660854
"572","Telemark","drangedal4","4DRB","B",9,6.30302661,0.501578920710626
"573","Telemark","notodden5","5NOB","B",9,1.82728217,0.145410494889593
"574","Telemark","notodden6","6NOB","B",9,0.41098882,0.0327054511292526
"575","Trøndelag","bratsberg","BRB","B",9,2.31579146,0.184284829014499
"576","Trøndelag","selbu_flub","FLB","B",9,1.13688877,0.0904707337455825
"577","Trøndelag","hi_tydal","HIB","B",9,3.45899823,0.275258333225308
"578","Trøndelag","selbu_kl","KLB","B",9,4.53214473,0.360656618293692
"579","Trøndelag","singsaas","LAB","B",9,0.60386311,0.0480538994536725
"580","Trøndelag","malvik","MAB","B",9,0.66611112,0.0530074386982393
"581","Trøndelag","sl_tydal","SEB","B",9,1.71064752,0.136129004347946
"582","Trøndelag","selbu_sl","SLB","B",9,0.92868077,0.0739020675499438
"583","Trøndelag","steinkjer_1bbb","1BBUB","UB",9,3.615330475,0.28769885800351
"584","Telemark","nome_cappelen1","1CAUB","UB",9,0.1665277,0.0132518533083621
"585","Telemark","drangedal1","1DRUB","UB",9,2.527456225,0.201128575828566
"586","Telemark","fritsoe1","1FRUB","UB",9,8.959592175,0.712981691369358
"587","Telemark","furesdal","1FYUB","UB",9,0.4724996,0.0376003234744717
"588","Trøndelag","namdalseid_1kub","1KUB","UB",9,9.043667675,0.719672207078319
"589","Telemark","kviteseid1","1KVUB","UB",9,0.7095521,0.0564643620481174
"590","Trøndelag","nsb_verdal","1NSUB","UB",9,1.708943875,0.135993432586434
"591","Trøndelag","sub_namdalseid","1SUB","UB",9,4.909842075,0.390712818018409
"592","Trøndelag","verdal_1vb","1VBUB","UB",9,2.54186213333333,0.202274961589055
"593","Trøndelag","steinkjer_2bbb","2BBUB","UB",9,2.3618105,0.18794690786067
"594","Telemark","nome_cappelen2","2CAUB","UB",9,4.78984305,0.38116359902093
"595","Telemark","fritsoe2","2FRUB","UB",9,4.4571724,0.354690509836383
"596","Telemark","kviteseid2","2KVUB","UB",9,1.204792325,0.0958743269614636
"597","Trøndelag","verdal_2vb","2VBUB","UB",9,7.710258,0.613562836606915
"598","Telemark","drangedal3","3DRUB","UB",9,1.762809325,0.140279908901119
"599","Telemark","kviteseid3","3KVUB","UB",9,4.336940425,0.345122753266908
"600","Telemark","notodden3","3NOUB","UB",9,0.955434866666667,0.076031090916173
"601","Telemark","drangedal4","4DRUB","UB",9,8.85068635,0.704315241179232
"602","Telemark","notodden5","5NOUB","UB",9,2.52093225,0.200609414393637
"603","Telemark","notodden6","6NOUB","UB",9,1.3831046,0.110063966951569
"604","Trøndelag","bratsberg","BRUB","UB",9,15.30044415,1.21757065898699
"605","Trøndelag","selbu_flub","FLUB","UB",9,8.71779335,0.693739952253077
"606","Trøndelag","hi_tydal","HIUB","UB",9,8.656927325,0.688896387880524
"607","Trøndelag","selbu_kl","KLUB","UB",9,0.610377075,0.0485722643181113
"608","Trøndelag","singsaas","LAUB","UB",9,0.109785725,0.00873647040733874
"609","Trøndelag","malvik","MAUB","UB",9,3.580768525,0.284948505410813
"610","Trøndelag","sl_tydal","SEUB","UB",9,8.568339825,0.681846818619948
"611","Trøndelag","selbu_sl","SLUB","UB",9,5.762104475,0.45853370490409
"612","Trøndelag","steinkjer_1bbb","1BBB","B",10,2.41277334,0.192002401810671
"613","Trøndelag","namdalseid_1kub","1KB","B",10,2.53125643,0.201430986533822
"614","Trøndelag","nsb_verdal","1NSB","B",10,3.69374193,0.293938643332649
"615","Trøndelag","sub_namdalseid","1SB","B",10,1.67866799,0.133584154209318
"616","Trøndelag","verdal_1vb","1VBB","B",10,0.52394882,0.0416945223150829
"617","Trøndelag","steinkjer_2bbb","2BBB","B",10,1.8499343,0.147213094120123
"618","Trøndelag","verdal_2vb","2VBB","B",10,7.86004896,0.625482822464156
"619","Trøndelag","bratsberg","BRB","B",10,1.76068466,0.140110833432537
"620","Trøndelag","selbu_flub","FLB","B",10,1.08502238,0.0863433375711664
"621","Trøndelag","hi_tydal","HIB","B",10,4.2495683,0.338169900475811
"622","Trøndelag","selbu_kl","KLB","B",10,4.23305624,0.336855912490996
"623","Trøndelag","singsaas","LAB","B",10,0.63950028,0.0508898153353256
"624","Trøndelag","malvik","MAB","B",10,0.68852645,0.0547911939835074
"625","Trøndelag","sl_tydal","SEB","B",10,1.69979726,0.13526556809153
"626","Trøndelag","selbu_sl","SLB","B",10,1.07301971,0.085388195440766
"627","Trøndelag","steinkjer_1bbb","1BBUB","UB",10,4.69934775,0.373962211860138
"628","Trøndelag","namdalseid_1kub","1KUB","UB",10,8.940029025,0.711424905356884
"629","Trøndelag","nsb_verdal","1NSUB","UB",10,2.3096665,0.183797420184379
"630","Trøndelag","sub_namdalseid","1SUB","UB",10,4.73265585,0.376612786240138
"631","Trøndelag","verdal_1vb","1VBUB","UB",10,1.65561586666667,0.131749724520686
"632","Trøndelag","steinkjer_2bbb","2BBUB","UB",10,2.875375,0.228815072246429
"633","Trøndelag","verdal_2vb","2VBUB","UB",10,7.981473875,0.635145510182537
"634","Trøndelag","bratsberg","BRUB","UB",10,14.4030756,1.14616033873313
"635","Trøndelag","selbu_flub","FLUB","UB",10,7.1088564,0.565704817895228
"636","Trøndelag","hi_tydal","HIUB","UB",10,9.545248575,0.75958674687606
"637","Trøndelag","selbu_kl","KLUB","UB",10,0.59836345,0.0476162504165101
"638","Trøndelag","singsaas","LAUB","UB",10,0.11315835,0.00900485537731139
"639","Trøndelag","malvik","MAUB","UB",10,3.89940895,0.310305104764639
"640","Trøndelag","sl_tydal","SEUB","UB",10,9.8689133,0.785343167320174
"641","Trøndelag","selbu_sl","SLUB","UB",10,5.28885445,0.420873664505534
"642","Trøndelag","steinkjer_1bbb","1BBB","B",11,2.70284492,0.215085564714409
"643","Trøndelag","namdalseid_1kub","1KB","B",11,3.00265636,0.238943801050159
"644","Trøndelag","nsb_verdal","1NSB","B",11,4.35133292,0.346268071628245
"645","Trøndelag","sub_namdalseid","1SB","B",11,2.14187799,0.170445234804117
"646","Trøndelag","verdal_1vb","1VBB","B",11,0.54144823,0.0430870811164287
"647","Trøndelag","steinkjer_2bbb","2BBB","B",11,2.2760389,0.18112142080222
"648","Trøndelag","verdal_2vb","2VBB","B",11,7.48293488,0.595473037493379
"649","Trøndelag","bratsberg","BRB","B",11,1.98160237,0.157690906214057
"650","Trøndelag","selbu_flub","FLB","B",11,1.76717679,0.140627460722884
"651","Trøndelag","hi_tydal","HIB","B",11,3.58069455,0.284942618667355
"652","Trøndelag","selbu_kl","KLB","B",11,3.52799787,0.280749150114089
"653","Trøndelag","singsaas","LAB","B",11,0.65234495,0.0519119616967677
"654","Trøndelag","malvik","MAB","B",11,0.632354,0.0503211324419662
"655","Trøndelag","sl_tydal","SEB","B",11,1.77283693,0.14107788035268
"656","Trøndelag","selbu_sl","SLB","B",11,1.10413273,0.0878640909045245
"657","Trøndelag","steinkjer_1bbb","1BBUB","UB",11,4.02724985,0.320478360346797
"658","Trøndelag","namdalseid_1kub","1KUB","UB",11,9.734740725,0.774666053050865
"659","Trøndelag","nsb_verdal","1NSUB","UB",11,1.84448505,0.146779456583301
"660","Trøndelag","sub_namdalseid","1SUB","UB",11,5.187960225,0.412844757186446
"661","Trøndelag","verdal_1vb","1VBUB","UB",11,1.10379903333333,0.0878375361675279
"662","Trøndelag","steinkjer_2bbb","2BBUB","UB",11,2.775092225,0.220834822572318
"663","Trøndelag","verdal_2vb","2VBUB","UB",11,7.684933175,0.611547551066072
"664","Trøndelag","bratsberg","BRUB","UB",11,12.530728075,0.99716365683832
"665","Trøndelag","selbu_flub","FLUB","UB",11,7.313795575,0.58201335926244
"666","Trøndelag","hi_tydal","HIUB","UB",11,10.7404077,0.854694488138627
"667","Trøndelag","selbu_kl","KLUB","UB",11,0.671686475,0.0534511113521104
"668","Trøndelag","singsaas","LAUB","UB",11,0.159115525,0.012662011163206
"669","Trøndelag","malvik","MAUB","UB",11,4.03562655,0.321144956952696
