"","Region","LocalityName","LocalityCode","Treatment","Years_Since_Exclosure","Month","Mean_Plot_Albedo","Delta_Albedo","Mean_Plot_Biomass_kg_m2","Mean_Plot_Biomass_kg_ha","Delta_Biomass_kg_m2","Delta_Biomass_kg_ha"
"1892","Telemark","kviteseid2","2KVUB","UB",8,3,0.432620360318869,-0.00388880962358473,0.424617527904425,4246.17527904425,0.168088319000109,1680.88319000109
"1893","Trøndelag","verdal_2vb","2VBUB","UB",8,3,0.406340436410203,-0.00426476670684528,1.12867322218662,11286.7322218662,0.507929490612552,5079.29490612552
"1894","Telemark","drangedal3","3DRUB","UB",8,3,0.454439933133619,-0.00420988796563404,0.107908121733297,1079.08121733297,0.0622301049760881,622.301049760881
"1895","Telemark","kviteseid3","3KVUB","UB",8,3,0.447735233578863,-0.00419319853462324,0.600045415371073,6000.45415371073,0.120027348889146,1200.27348889146
"1896","Telemark","notodden3","3NOUB","UB",8,3,0.436993041974798,-0.00419414272003799,0.24265174835093,2426.5174835093,0.0550622447987768,550.622447987768
"1897","Telemark","drangedal4","4DRUB","UB",8,3,0.451496519750526,-0.00456651375880124,0.577712557013441,5777.12557013441,0.112774853097254,1127.74853097254
"1898","Telemark","notodden5","5NOUB","UB",8,3,0.421831569877516,-0.00269003903072923,0.169580561714849,1695.80561714849,0.0107825076673429,107.825076673429
"1899","Telemark","notodden6","6NOUB","UB",8,3,0.441572911859638,-0.00452313151045475,0.24803449684497,2480.3449684497,0.00427225184164584,42.7225184164586
"1900","Trøndelag","bratsberg","BRUB","UB",8,3,0.420631125709007,-0.00507144163081524,1.40689696671831,14068.9696671831,0.959724459838798,9597.24459838798
"1901","Hedmark","didrik_holmsen","DHUB","UB",8,3,0.397148303877766,-0.00361636694737449,0.667633233768654,6676.33233768654,0.0590351500657081,590.351500657081
"1902","Trøndelag","selbu_flub","FLUB","UB",8,3,0.42767211633264,-0.00473566518427954,1.02672856355653,10267.2856355653,0.324025689274774,3240.25689274774
"1903","Trøndelag","hi_tydal","HIUB","UB",8,3,0.43145145998563,-0.00461490007661902,1.09001013163247,10900.1013163247,0.620018054663854,6200.18054663854
"1904","Hedmark","halvard_pramhus","HPUB","UB",8,3,0.442682937539676,-0.00446596728084575,0.225905655230014,2259.05655230014,0.00915941372670312,91.5941372670313
"1905","Trøndelag","selbu_kl","KLUB","UB",8,3,0.410706965388803,-0.00495309386423748,0.563289897276436,5632.89897276436,0.42692047804716,4269.2047804716
"1906","Trøndelag","singsaas","LAUB","UB",8,3,0.429035096029419,-0.00429954199972155,0.121242732627912,1212.42732627912,-0.0560362083938036,-560.362083938036
"1907","Trøndelag","malvik","MAUB","UB",8,3,0.44456951256776,-0.00446845772897125,0.755519629840565,7555.19629840565,0.157865983017656,1578.65983017656
"1908","Hedmark","stig_dahlen","SDUB","UB",8,3,0.428048344158421,-0.00455262674277751,1.20557499376064,12055.7499376064,0.0593624969685045,593.624969685045
"1909","Trøndelag","sl_tydal","SEUB","UB",8,3,0.420178728042576,-0.00425166937032301,0.964150848269236,9641.50848269236,0.708326678852605,7083.26678852605
"1910","Trøndelag","selbu_sl","SLUB","UB",8,3,0.430902761659525,-0.00408825235677829,0.735342819623757,7353.42819623757,0.320356801780137,3203.56801780137
"1911","Hedmark","stangeskovene_aurskog","SSAUB","UB",8,3,0.443010537554849,-0.00438333246563199,0.331895019890171,3318.95019890171,-0.00246783068490464,-24.6783068490467
"1912","Hedmark","stangeskovene_eidskog","SSBUB","UB",8,3,0.447004705238847,-0.00431023590252622,0.264597909932769,2645.97909932769,0.0379644958469442,379.644958469442
"1913","Hedmark","truls_holm","THUB","UB",8,3,0.446853931422196,-0.00432818355954151,0.668952022463383,6689.52022463383,0.0630612091047588,630.612091047587
"1914","Trøndelag","steinkjer_1bbb","1BBB","B",9,3,0.454427754592123,-0.00445143932875725,0.550180583334051,5501.80583334051,0.00308759196992525,30.8759196992523
"1915","Telemark","nome_cappelen1","1CAB","B",9,3,0.432472638024758,-0.00432953381025947,0.240354209078372,2403.54209078372,0.117219372923011,1172.19372923011
"1916","Telemark","drangedal1","1DRB","B",9,3,0.437053504101093,-0.004035555384241,0.517871861312429,5178.71861312429,0.0560109017631335,560.109017631336
"1917","Telemark","fritsoe1","1FRB","B",9,3,0.414493167516627,-0.00336704482535999,0.37061772909023,3706.1772909023,0.0420084498699086,420.084498699086
"1918","Telemark","furesdal","1FYB","B",9,3,0.423627616127122,-0.00310778843508774,0.1257705027571,1257.705027571,0.0312088917345686,312.088917345686
"1919","Trøndelag","namdalseid_1kub","1KB","B",9,3,0.456039739231865,-0.00447669034803999,0.504156335144272,5041.56335144272,0.0206337599739192,206.337599739192
"1920","Telemark","kviteseid1","1KVB","B",9,3,0.463607671215986,-0.00433911148645805,0.2411385003668,2411.385003668,0.0372304167493996,372.304167493995
"1921","Trøndelag","nsb_verdal","1NSB","B",9,3,0.438465571959293,-0.00435713908000174,0.913388247270417,9133.88247270417,0.234330097795716,2343.30097795716
"1922","Trøndelag","sub_namdalseid","1SB","B",9,3,0.459303158735947,-0.00424630637238754,0.192213775092704,1922.13775092704,0.0408264673822182,408.264673822182
"1923","Trøndelag","verdal_1vb","1VBB","B",9,3,0.451895060274749,-0.00441270830151147,0.0998276060365877,998.276060365877,0.0322852502485014,322.852502485014
"1924","Trøndelag","steinkjer_2bbb","2BBB","B",9,3,0.454202326131351,-0.00438565581800504,0.8434330193866,8434.330193866,0.16119886975841,1611.9886975841
"1925","Telemark","nome_cappelen2","2CAB","B",9,3,0.43239634438999,-0.00439477105198549,0.348185308174848,3481.85308174848,-0.0559755892601351,-559.75589260135
"1926","Telemark","fritsoe2","2FRB","B",9,3,0.420327453865518,-0.00341339935708074,0.410543182142419,4105.43182142419,0.045776492883529,457.76492883529
"1927","Telemark","kviteseid2","2KVB","B",9,3,0.444497644164326,-0.00399204651171703,0.410366330761205,4103.66330761205,0.112005118517808,1120.05118517808
"1928","Trøndelag","verdal_2vb","2VBB","B",9,3,0.419723953437123,-0.00475711889459723,1.49921001124005,14992.1001124005,0.144651255384982,1446.51255384982
"1929","Telemark","drangedal3","3DRB","B",9,3,0.445339688277859,-0.00452951288679648,0.0116610837366643,116.610837366643,-0.00409784189725858,-40.9784189725858
"1930","Telemark","kviteseid3","3KVB","B",9,3,0.464140139054367,-0.00419186292571821,0.26556470578599,2655.6470578599,0.059688092371152,596.88092371152
"1931","Telemark","notodden3","3NOB","B",9,3,0.42576795956906,-0.00448872835212127,0.418583421691342,4185.83421691342,-0.0356807320978571,-356.807320978571
"1932","Telemark","drangedal4","4DRB","B",9,3,0.463068862087503,-0.00439813763193447,0.242630890299863,2426.30890299863,0.0798853659347682,798.853659347682
"1933","Telemark","notodden5","5NOB","B",9,3,0.425665178658545,-0.00297022856484003,0.191288935665581,1912.88935665581,0.0684439892308445,684.439892308445
"1934","Telemark","notodden6","6NOB","B",9,3,0.421851415694106,-0.0043166841504485,0.500114572684874,5001.14572684874,0.107454630015212,1074.54630015212
"1935","Trøndelag","bratsberg","BRB","B",9,3,0.45964195595131,-0.00447456818771624,0.339812829897009,3398.12829897009,0.0908616405675082,908.616405675082
"1936","Trøndelag","selbu_flub","FLB","B",9,3,0.452034097326218,-0.00425865995534996,0.72330207137246,7233.0207137246,-0.374499067743753,-3744.99067743753
"1937","Trøndelag","hi_tydal","HIB","B",9,3,0.450720760273638,-0.00443900461821028,0.547232744523879,5472.3274452388,0.137232689765608,1372.32689765608
"1938","Trøndelag","selbu_kl","KLB","B",9,3,0.424836696040039,-0.00478447384266978,0.761752390468403,7617.52390468404,0.108571338286092,1085.71338286092
"1939","Trøndelag","singsaas","LAB","B",9,3,0.431193164665318,-0.00414557947810273,0.35127793620506,3512.7793620506,0.0266197293765762,266.197293765762
"1940","Trøndelag","malvik","MAB","B",9,3,0.445957833690455,-0.0040886625751595,0.468570444935924,4685.70444935924,0.107169915350191,1071.69915350191
"1941","Trøndelag","sl_tydal","SEB","B",9,3,0.449366349401357,-0.00418026937348798,0.428555074513424,4285.55074513424,0.0739312068305871,739.312068305871
"1942","Trøndelag","selbu_sl","SLB","B",9,3,0.43899205284784,-0.0040992310520615,0.63538319973441,6353.8319973441,0.111484951223639,1114.84951223639
"1943","Trøndelag","steinkjer_1bbb","1BBUB","UB",9,3,0.450442762898477,-0.004432819111167,0.528153925956644,5281.53925956644,0.0177180115749239,177.180115749239
"1944","Telemark","nome_cappelen1","1CAUB","UB",9,3,0.425799523339639,-0.00447455286901299,0.194810462792072,1948.10462792072,-0.00801283565399083,-80.1283565399083
"1945","Telemark","drangedal1","1DRUB","UB",9,3,0.451833632712773,-0.00403727057813402,0.312647651662497,3126.47651662497,0.0134484524359716,134.484524359716
"1946","Telemark","fritsoe1","1FRUB","UB",9,3,0.44054820225171,-0.00421390334486849,0.757930568601625,7579.30568601625,0.0808229634210731,808.229634210731
"1947","Telemark","furesdal","1FYUB","UB",9,3,0.419071398972296,-0.00370923466647799,0.283704315622065,2837.04315622065,0.0119101214338674,119.101214338673
"1948","Trøndelag","namdalseid_1kub","1KUB","UB",9,3,0.421527225097249,-0.00475303641330443,1.29524969257244,12952.4969257244,0.104121515285002,1041.21515285002
"1949","Telemark","kviteseid1","1KVUB","UB",9,3,0.452929261139287,-0.00431889045252276,0.321747372338356,3217.47372338356,0.0558775796567423,558.775796567423
"1950","Trøndelag","nsb_verdal","1NSUB","UB",9,3,0.456299752877773,-0.00426251419179474,0.172517064913142,1725.17064913142,0.030255803631338,302.558036313379
"1951","Trøndelag","sub_namdalseid","1SUB","UB",9,3,0.445958956518626,-0.00455695036804377,0.56490074126005,5649.00741260049,0.0703151273439551,703.15127343955
"1952","Trøndelag","verdal_1vb","1VBUB","UB",9,3,0.439731621185342,-0.00445513158988098,0.180057540632657,1800.57540632657,0.0347048762831861,347.048762831861
"1953","Trøndelag","steinkjer_2bbb","2BBUB","UB",9,3,0.458155262464041,-0.00443557133696676,0.38106830101988,3810.6830101988,0.0504370768180086,504.370768180087
"1954","Telemark","nome_cappelen2","2CAUB","UB",9,3,0.434894981235273,-0.00443275172882973,0.487040838028961,4870.40838028961,-0.0129524410822337,-129.524410822337
"1955","Telemark","fritsoe2","2FRUB","UB",9,3,0.423866711351209,-0.00394133737632452,0.65552898309295,6555.2898309295,0.0107494879902433,107.494879902432
"1956","Telemark","kviteseid2","2KVUB","UB",9,3,0.431180594783847,-0.00389815023513479,0.468906459217978,4689.06459217977,0.0442889313135527,442.889313135527
"1957","Trøndelag","verdal_2vb","2VBUB","UB",9,3,0.430133753600261,-0.00463003696659947,1.12261405324782,11226.1405324782,-0.00605916893880187,-60.5916893880203
"1958","Telemark","drangedal3","3DRUB","UB",9,3,0.452309664149409,-0.00419555133292798,0.116322560018221,1163.22560018221,0.00841443828492337,84.1443828492338
"1959","Telemark","kviteseid3","3KVUB","UB",9,3,0.446646702721776,-0.00419460448834302,0.625312468185606,6253.12468185606,0.0252670528145322,252.670528145322
"1960","Telemark","notodden3","3NOUB","UB",9,3,0.436725376731128,-0.00420919431600747,0.253196742133668,2531.96742133668,0.010544993782738,105.449937827381
"1961","Telemark","drangedal4","4DRUB","UB",9,3,0.453034659256881,-0.00452002171194221,0.545364229284231,5453.64229284231,-0.0323483277292097,-323.483277292097
"1962","Telemark","notodden5","5NOUB","UB",9,3,0.420135778234033,-0.00272893971354399,0.214068332261835,2140.68332261835,0.0444877705469861,444.877705469861
"1963","Telemark","notodden6","6NOUB","UB",9,3,0.442064169139786,-0.00451478106354325,0.238491103913127,2384.91103913127,-0.00954339293184339,-95.4339293184344
"1964","Trøndelag","bratsberg","BRUB","UB",9,3,0.414278782799518,-0.00519546871636822,1.55635020844062,15563.5020844062,0.149453241722314,1494.53241722314
"1965","Trøndelag","selbu_flub","FLUB","UB",9,3,0.425053005432,-0.00473218331006831,1.06483596263744,10648.3596263744,0.0381073990809098,381.073990809098
"1966","Trøndelag","hi_tydal","HIUB","UB",9,3,0.429428736075448,-0.00470329309844175,1.08806869796409,10880.6869796409,-0.0019414336683754,-19.4143366837525
"1967","Trøndelag","selbu_kl","KLUB","UB",9,3,0.4064934132834,-0.00506868186550052,0.66254364171676,6625.4364171676,0.0992537444403238,992.537444403238
"1968","Trøndelag","singsaas","LAUB","UB",9,3,0.428283910312785,-0.00435882474888299,0.211437066360588,2114.37066360588,0.0901943337326757,901.943337326757
"1969","Trøndelag","malvik","MAUB","UB",9,3,0.441246775138023,-0.00451991947657526,0.91627161121948,9162.7161121948,0.160751981378914,1607.51981378914
"1970","Trøndelag","sl_tydal","SEUB","UB",9,3,0.420556821857399,-0.00451284852801825,1.10993638322765,11099.3638322765,0.14578553495841,1457.8553495841
"1971","Trøndelag","selbu_sl","SLUB","UB",9,3,0.434852748251964,-0.00445013032630226,0.903470247966976,9034.70247966976,0.168127428343219,1681.27428343219
"1972","Trøndelag","steinkjer_1bbb","1BBB","B",10,3,0.455489315966252,-0.00440919966005449,0.558128649889232,5581.28649889232,0.00794806655518121,79.4806655518123
"1973","Trøndelag","namdalseid_1kub","1KB","B",10,3,0.456926507736492,-0.00444314842367349,0.503101322889195,5031.01322889194,-0.00105501225507787,-10.5501225507796
"1974","Trøndelag","nsb_verdal","1NSB","B",10,3,0.434483579389461,-0.00435212034348625,0.992391453961264,9923.91453961264,0.0790032066908467,790.032066908467
"1975","Trøndelag","sub_namdalseid","1SB","B",10,3,0.458440641851153,-0.004269661330497,0.235266705537219,2352.66705537219,0.0430529304445148,430.529304445148
"1976","Trøndelag","verdal_1vb","1VBB","B",10,3,0.453824329199564,-0.00442933986754901,0.0796947544150615,796.947544150615,-0.0201328516215262,-201.328516215262
"1977","Trøndelag","steinkjer_2bbb","2BBB","B",10,3,0.449945781672148,-0.00433677043372027,0.884209004412419,8842.09004412419,0.0407759850258188,407.759850258188
"1978","Trøndelag","verdal_2vb","2VBB","B",10,3,0.420375143683964,-0.00473257300680746,1.52419413073126,15241.9413073126,0.0249841194912117,249.841194912116
"1979","Trøndelag","bratsberg","BRB","B",10,3,0.461496089461043,-0.004414999250693,0.295638834315046,2956.38834315046,-0.0441739955819621,-441.739955819621
"1980","Trøndelag","selbu_flub","FLB","B",10,3,0.401809479124855,-0.00377909831280276,0.518339290626768,5183.39290626768,-0.204962780745692,-2049.62780745691
"1981","Trøndelag","hi_tydal","HIB","B",10,3,0.449118364574163,-0.00452072129404246,0.667178181934239,6671.78181934239,0.11994543741036,1199.4543741036
"1982","Trøndelag","selbu_kl","KLB","B",10,3,0.4296712377877,-0.00471967966012105,0.589115950196534,5891.15950196534,-0.17263644027187,-1726.3644027187
"1983","Trøndelag","singsaas","LAB","B",10,3,0.433880716180283,-0.00425492361289748,0.302676416821084,3026.76416821084,-0.0486015193839757,-486.015193839757
"1984","Trøndelag","malvik","MAB","B",10,3,0.451973056223574,-0.00414242197797221,0.456099686686845,4560.99686686845,-0.0124707582490787,-124.707582490788
"1985","Trøndelag","sl_tydal","SEB","B",10,3,0.448025456732282,-0.00412521707913094,0.437530248687511,4375.30248687511,0.00897517417408683,89.7517417408681
"1986","Trøndelag","selbu_sl","SLB","B",10,3,0.432759308774862,-0.00412731845202302,0.882892378036535,8828.92378036535,0.247509178302124,2475.09178302124
"1987","Trøndelag","steinkjer_1bbb","1BBUB","UB",10,3,0.445789628111918,-0.0045087050016685,0.669324342574224,6693.24342574224,0.14117041661758,1411.7041661758
"1988","Trøndelag","namdalseid_1kub","1KUB","UB",10,3,0.421023746709509,-0.004738699484239,1.39870986336466,13987.0986336466,0.103460170792225,1034.60170792225
"1989","Trøndelag","nsb_verdal","1NSUB","UB",10,3,0.453858452077532,-0.00430808002528704,0.220321052511086,2203.21052511086,0.0478039875979445,478.039875979445
"1990","Trøndelag","sub_namdalseid","1SUB","UB",10,3,0.446773296599299,-0.00456105422925296,0.584880955333403,5848.80955333403,0.0199802140733538,199.802140733539
"1991","Trøndelag","verdal_1vb","1VBUB","UB",10,3,0.44058338479882,-0.00441937800728803,0.133118673548314,1331.18673548314,-0.0469388670843431,-469.388670843431
"1992","Trøndelag","steinkjer_2bbb","2BBUB","UB",10,3,0.455430240615159,-0.00447091896052271,0.421936465405639,4219.36465405639,0.0408681643857589,408.681643857588
"1993","Trøndelag","verdal_2vb","2VBUB","UB",10,3,0.424842331413899,-0.00464208138831351,1.26158424031237,12615.8424031237,0.138970187064553,1389.70187064553
"1994","Trøndelag","bratsberg","BRUB","UB",10,3,0.415898191808939,-0.00515155802236744,1.55756667542772,15575.6667542772,0.00121646698709732,12.1646698709756
"1995","Trøndelag","selbu_flub","FLUB","UB",10,3,0.425087911863813,-0.00460547282128299,1.05986838274379,10598.6838274379,-0.0049675798936466,-49.6757989364651
"1996","Trøndelag","hi_tydal","HIUB","UB",10,3,0.424598725163988,-0.00472456428485124,1.22564102218988,12256.4102218988,0.137572324225785,1375.72324225785
"1997","Trøndelag","selbu_kl","KLUB","UB",10,3,0.409662713523878,-0.00502975812489975,0.637702603911993,6377.02603911993,-0.0248410378047663,-248.410378047663
"1998","Trøndelag","singsaas","LAUB","UB",10,3,0.430279457505553,-0.00424927380951556,0.163902413688682,1639.02413688682,-0.0475346526719052,-475.346526719052
"1999","Trøndelag","malvik","MAUB","UB",10,3,0.440528042179545,-0.00454929407517679,0.900055253390024,9000.55253390024,-0.0162163578294553,-162.163578294554
"2000","Trøndelag","sl_tydal","SEUB","UB",10,3,0.416187379655222,-0.00451520760722851,1.29995955982976,12999.5955982976,0.190023176602115,1900.23176602115
"2001","Trøndelag","selbu_sl","SLUB","UB",10,3,0.436312378857349,-0.00442052347342226,0.848770084642607,8487.70084642607,-0.0547001633243692,-547.001633243692
"2002","Trøndelag","steinkjer_1bbb","1BBB","B",11,3,0.454277104946909,-0.00445377822476178,0.630779873780145,6307.79873780145,0.0726512238909132,726.512238909131
"2003","Trøndelag","namdalseid_1kub","1KB","B",11,3,0.454274353658566,-0.00446556964404249,0.574010017001861,5740.10017001861,0.0709086941126669,709.086941126669
"2004","Trøndelag","nsb_verdal","1NSB","B",11,3,0.431659862299143,-0.00441164027031204,1.16958405263058,11695.8405263058,0.177192598669314,1771.92598669314
"2005","Trøndelag","sub_namdalseid","1SB","B",11,3,0.457231066244806,-0.00433216905121925,0.283586345203597,2835.86345203597,0.0483196396663782,483.196396663783
"2006","Trøndelag","verdal_1vb","1VBB","B",11,3,0.453574082775783,-0.00443181898889494,0.0824532605154936,824.532605154936,0.00275850610043207,27.5850610043207
"2007","Trøndelag","steinkjer_2bbb","2BBB","B",11,3,0.429763924818783,-0.00420179223295797,0.778350493962316,7783.50493962316,-0.105858510450102,-1058.58510450102
"2008","Trøndelag","verdal_2vb","2VBB","B",11,3,0.424277465212196,-0.00471512100652249,1.42291401620514,14229.1401620513,-0.101280114526123,-1012.80114526123
"2009","Trøndelag","bratsberg","BRB","B",11,3,0.460861414340659,-0.00444083521233701,0.33437761179816,3343.7761179816,0.0387387774831138,387.387774831138
"2010","Trøndelag","selbu_flub","FLB","B",11,3,0.442251167580704,-0.00417155672598896,0.699388435986231,6993.88435986232,0.181049145359463,1810.49145359463
"2011","Trøndelag","hi_tydal","HIB","B",11,3,0.449238619914644,-0.0044555306725455,0.647778935128527,6477.78935128527,-0.0193992468057121,-193.99246805712
"2012","Trøndelag","selbu_kl","KLB","B",11,3,0.430641340570288,-0.00464131284652075,0.608083768138146,6080.83768138146,0.018967817941613,189.67817941613
"2013","Trøndelag","singsaas","LAB","B",11,3,0.429579254940056,-0.00420374455056671,0.375423976403276,3754.23976403276,0.072747559582192,727.475595821919
"2014","Trøndelag","malvik","MAB","B",11,3,0.444868017454991,-0.00413088780677928,0.591828617683918,5918.28617683918,0.135728930997073,1357.28930997073
"2015","Trøndelag","sl_tydal","SEB","B",11,3,0.444664918854261,-0.00407478927928878,0.507087995058703,5070.87995058703,0.0695577463711923,695.577463711924
"2016","Trøndelag","selbu_sl","SLB","B",11,3,0.433771626625163,-0.00404631689388552,0.803774358561291,8037.74358561291,-0.0791180194752438,-791.180194752437
"2017","Trøndelag","steinkjer_1bbb","1BBUB","UB",11,3,0.448888608961613,-0.00447481147870354,0.502239671555465,5022.39671555465,-0.167084671018759,-1670.84671018759
"2018","Trøndelag","namdalseid_1kub","1KUB","UB",11,3,0.425790300693351,-0.00480417451948678,1.23664271903956,12366.4271903956,-0.162067144325097,-1620.67144325096
"2019","Trøndelag","nsb_verdal","1NSUB","UB",11,3,0.455286962858321,-0.0042709526822175,0.190002532216559,1900.02532216559,-0.0303185202945273,-303.185202945273
"2020","Trøndelag","sub_namdalseid","1SUB","UB",11,3,0.445004908635994,-0.00460110508574874,0.645726437172552,6457.26437172552,0.0608454818391485,608.454818391485
"2021","Trøndelag","verdal_1vb","1VBUB","UB",11,3,0.44187557924731,-0.00439823388084726,0.0986957671042115,986.957671042115,-0.0344229064441021,-344.229064441021
"2022","Trøndelag","steinkjer_2bbb","2BBUB","UB",11,3,0.45563375046885,-0.00445267729712623,0.423422950690313,4234.22950690313,0.0014864852846736,14.8648528467356
"2023","Trøndelag","verdal_2vb","2VBUB","UB",11,3,0.427395411821411,-0.00461081566301375,1.0874731431512,10874.731431512,-0.174111097161173,-1741.11097161173
"2024","Trøndelag","bratsberg","BRUB","UB",11,3,0.420241547921066,-0.00505080329466401,1.42628971801291,14262.8971801291,-0.131276957414814,-1312.76957414814
"2025","Trøndelag","selbu_flub","FLUB","UB",11,3,0.431653168119241,-0.00463441114443852,0.888735571927068,8887.35571927068,-0.171132810816726,-1711.32810816727
"2026","Trøndelag","hi_tydal","HIUB","UB",11,3,0.421088026693144,-0.0048078194850022,1.37636721896746,13763.6721896746,0.150726196777588,1507.26196777588
"2027","Trøndelag","selbu_kl","KLUB","UB",11,3,0.404352439403549,-0.00511679362680223,0.738818436318533,7388.18436318532,0.101115832406539,1011.15832406539
"2028","Trøndelag","singsaas","LAUB","UB",11,3,0.428270247840283,-0.00429280719224651,0.191654832083975,1916.54832083975,0.0277524183952921,277.524183952921
"2029","Trøndelag","malvik","MAUB","UB",11,3,0.438677476211321,-0.00459531262684676,1.03410811771309,10341.0811771309,0.134052864323062,1340.52864323062
"2030","Trøndelag","sl_tydal","SEUB","UB",11,3,0.413136391979677,-0.00456771019712698,1.57093663264576,15709.3663264576,0.270977072815996,2709.77072815996
"2031","Trøndelag","selbu_sl","SLUB","UB",11,3,0.434028825734522,-0.00437023177804324,0.867728525970747,8677.28525970747,0.0189584413281407,189.584413281407
"2032","Trøndelag","steinkjer_1bbb","1BBB","B",1,4,0.318833875431684,-0.151013378793386,0.0193721960358094,193.721960358094,NA,NA
"2033","Telemark","nome_cappelen1","1CAB","B",1,4,0.303404165630481,-0.133650058648598,0.0127337148418299,127.337148418299,NA,NA
"2034","Telemark","drangedal1","1DRB","B",1,4,0.301741379913562,-0.131087485163818,0.025133028834842,251.33028834842,NA,NA
"2035","Telemark","fritsoe1","1FRB","B",1,4,0.302446249592663,-0.130564732770021,0.0167010027350449,167.010027350449,NA,NA
"2036","Telemark","furesdal","1FYB","B",1,4,0.298359944352566,-0.12582345790934,0.0124723760590752,124.723760590752,NA,NA
"2037","Trøndelag","namdalseid_1kub","1KB","B",1,4,0.316707984404127,-0.149522896864447,0.0453864196356177,453.864196356177,NA,NA
"2038","Telemark","kviteseid1","1KVB","B",1,4,0.314220540696322,-0.146998161577459,0.0252838862349758,252.838862349758,NA,NA
"2039","Trøndelag","nsb_verdal","1NSB","B",1,4,0.312150312665089,-0.142510671190919,0.0104406430485252,104.406430485252,NA,NA
"2040","Trøndelag","sub_namdalseid","1SB","B",1,4,0.316130793589808,-0.147601327116817,0.015072329617875,150.72329617875,NA,NA
"2041","Trøndelag","verdal_1vb","1VBB","B",1,4,0.310863065550207,-0.14307086338744,0.0144752784169425,144.752784169425,NA,NA
"2042","Trøndelag","steinkjer_2bbb","2BBB","B",1,4,0.316692366706147,-0.149801183751568,0.198431904606624,1984.31904606624,NA,NA
"2043","Telemark","nome_cappelen2","2CAB","B",1,4,0.308008287861948,-0.140237817702624,0.0385400657725785,385.400657725785,NA,NA
"2044","Telemark","fritsoe2","2FRB","B",1,4,0.306628069122693,-0.135556494135011,0.0206364126889333,206.364126889333,NA,NA
"2045","Telemark","kviteseid2","2KVB","B",1,4,0.312015688712277,-0.144258259450169,0.0548982429245222,548.982429245222,NA,NA
"2046","Trøndelag","verdal_2vb","2VBB","B",1,4,0.310148667070884,-0.142380798414176,0.0688076817511636,688.076817511636,NA,NA
"2047","Telemark","kviteseid3","3KVB","B",1,4,0.317764498615333,-0.150500137731066,0.0868322567816964,868.322567816964,NA,NA
"2048","Telemark","notodden3","3NOB","B",1,4,0.304852044512481,-0.136808121694823,0.0363836185507342,363.836185507342,NA,NA
"2049","Telemark","drangedal4","4DRB","B",1,4,0.316172168812644,-0.150722708573122,0.0792622357374897,792.622357374897,NA,NA
"2050","Telemark","notodden5","5NOB","B",1,4,0.302400724219609,-0.129813395513163,0.0139475545787043,139.475545787043,NA,NA
"2051","Telemark","notodden6","6NOB","B",1,4,0.304301945582514,-0.136446704762971,0.0446947394149127,446.947394149127,NA,NA
"2052","Trøndelag","bratsberg","BRB","B",1,4,0.319599889113934,-0.152010836399274,0.108555317749521,1085.55317749521,NA,NA
"2053","Trøndelag","selbu_flub","FLB","B",1,4,0.307684703878563,-0.137313073811895,0.029510114445953,295.10114445953,NA,NA
"2054","Trøndelag","hi_tydal","HIB","B",1,4,0.317491035504572,-0.149524531488915,0.0309144578750601,309.144578750601,NA,NA
"2055","Trøndelag","selbu_kl","KLB","B",1,4,0.31017142824374,-0.142465841954779,0.111850665011735,1118.50665011735,NA,NA
"2056","Trøndelag","singsaas","LAB","B",1,4,0.302451468715802,-0.132788225834364,0.0545459386035269,545.459386035269,NA,NA
"2057","Trøndelag","malvik","MAB","B",1,4,0.311916152191914,-0.143080173270037,0.0585370790480631,585.370790480631,NA,NA
"2058","Trøndelag","sl_tydal","SEB","B",1,4,0.313099812797569,-0.143593462679609,0.0109819190627968,109.819190627968,NA,NA
"2059","Trøndelag","selbu_sl","SLB","B",1,4,0.302421276842858,-0.130916840701989,0.0209163443500273,209.163443500273,NA,NA
"2060","Trøndelag","steinkjer_1bbb","1BBUB","UB",1,4,0.318484909840625,-0.150533398664106,0.0222961393228245,222.961393228245,NA,NA
"2061","Telemark","nome_cappelen1","1CAUB","UB",1,4,0.296797063408282,-0.130312796211951,0.103516552425534,1035.16552425534,NA,NA
"2062","Telemark","drangedal1","1DRUB","UB",1,4,0.312103202306007,-0.142317134001727,0.0130111742298266,130.111742298266,NA,NA
"2063","Telemark","fritsoe1","1FRUB","UB",1,4,0.313305786160741,-0.144537010942584,0.0530424939670611,530.424939670611,NA,NA
"2064","Telemark","furesdal","1FYUB","UB",1,4,0.291637440420731,-0.128354124968318,0.199121237092974,1991.21237092974,NA,NA
"2065","Trøndelag","namdalseid_1kub","1KUB","UB",1,4,0.304195338196997,-0.134729173700634,0.125295911669265,1252.95911669265,NA,NA
"2066","Telemark","kviteseid1","1KVUB","UB",1,4,0.312667722441353,-0.144686990111225,0.0338270382949132,338.270382949132,NA,NA
"2067","Trøndelag","nsb_verdal","1NSUB","UB",1,4,0.31245041430413,-0.142653120857019,0.0102439044613968,102.439044613968,NA,NA
"2068","Trøndelag","sub_namdalseid","1SUB","UB",1,4,0.313752832273875,-0.1442439524915,0.00837854287694579,83.785428769458,NA,NA
"2069","Trøndelag","verdal_1vb","1VBUB","UB",1,4,0.309981161317686,-0.142213514561563,0.0294273142857531,294.273142857531,NA,NA
"2070","Trøndelag","steinkjer_2bbb","2BBUB","UB",1,4,0.318877063356679,-0.151780467573254,0.105914930877428,1059.14930877428,NA,NA
