"","Region","LocalityName","Month","Years_Since_Exclosure","Delta_Biomass_kg_m2","Delta_tonC_ha","Delta_Albedo","Latitude","Longitude"
"163","Hedmark","didrik_holmsen",7,5,-0.014306352686636,-0.0788501781500284,-0.00515751358410299,"59.852391","11.427864"
"164","Hedmark","didrik_holmsen",8,5,-0.014306352686636,-0.0788501781500284,-0.00515751358410699,"59.852391","11.427864"
"165","Hedmark","didrik_holmsen",9,5,-0.014306352686636,-0.0788501781500284,-0.005157513592216,"59.852391","11.427864"
"166","Hedmark","didrik_holmsen",10,5,-0.014306352686636,-0.0788501781500284,-0.005127985862245,"59.852391","11.427864"
"167","Hedmark","didrik_holmsen",11,5,-0.014306352686636,-0.0788501781500284,-0.00524450901869902,"59.852391","11.427864"
"168","Hedmark","didrik_holmsen",12,5,-0.014306352686636,-0.0788501781500284,-0.010949858358155,"59.852391","11.427864"
"169","Hedmark","didrik_holmsen",1,6,0.0857669348672929,0.472708749867825,-0.019775926579643,"59.852391","11.427864"
"170","Hedmark","didrik_holmsen",2,6,0.0857669348672929,0.472708749867825,-0.035162512494265,"59.852391","11.427864"
"171","Hedmark","didrik_holmsen",3,6,0.0857669348672929,0.472708749867825,-0.032302286098581,"59.852391","11.427864"
"172","Hedmark","didrik_holmsen",4,6,0.0857669348672929,0.472708749867825,-0.00979153779953601,"59.852391","11.427864"
"173","Hedmark","didrik_holmsen",5,6,0.0857669348672929,0.472708749867825,-0.00883591568250899,"59.852391","11.427864"
"174","Hedmark","didrik_holmsen",6,6,0.0857669348672929,0.472708749867825,-0.00883591565764499,"59.852391","11.427864"
"175","Hedmark","didrik_holmsen",7,6,0.0857669348672929,0.472708749867825,-0.008835915657633,"59.852391","11.427864"
"176","Hedmark","didrik_holmsen",8,6,0.0857669348672929,0.472708749867825,-0.008835915657638,"59.852391","11.427864"
"177","Hedmark","didrik_holmsen",9,6,0.0857669348672929,0.472708749867825,-0.00883591566688599,"59.852391","11.427864"
"178","Hedmark","didrik_holmsen",10,6,0.0857669348672929,0.472708749867825,-0.00882626822286198,"59.852391","11.427864"
"179","Hedmark","didrik_holmsen",11,6,0.0857669348672929,0.472708749867825,-0.00930250933944501,"59.852391","11.427864"
"180","Hedmark","didrik_holmsen",12,6,0.0857669348672929,0.472708749867825,-0.016618786498995,"59.852391","11.427864"
"181","Hedmark","didrik_holmsen",1,7,0.114481372478076,0.630969808481539,-0.021774273382564,"59.852391","11.427864"
"182","Hedmark","didrik_holmsen",2,7,0.114481372478076,0.630969808481539,-0.037631150441021,"59.852391","11.427864"
"183","Hedmark","didrik_holmsen",3,7,0.114481372478076,0.630969808481539,-0.034747942530049,"59.852391","11.427864"
"184","Hedmark","didrik_holmsen",4,7,0.114481372478076,0.630969808481539,-0.011094422354311,"59.852391","11.427864"
"185","Hedmark","didrik_holmsen",5,7,0.114481372478076,0.630969808481539,-0.00946929486602802,"59.852391","11.427864"
"186","Hedmark","didrik_holmsen",6,7,0.114481372478076,0.630969808481539,-0.00946929483853801,"59.852391","11.427864"
"187","Hedmark","didrik_holmsen",7,7,0.114481372478076,0.630969808481539,-0.00946929483852399,"59.852391","11.427864"
"188","Hedmark","didrik_holmsen",8,7,0.114481372478076,0.630969808481539,-0.00946929483852998,"59.852391","11.427864"
"189","Hedmark","didrik_holmsen",9,7,0.114481372478076,0.630969808481539,-0.009469294848749,"59.852391","11.427864"
"190","Hedmark","didrik_holmsen",10,7,0.114481372478076,0.630969808481539,-0.00946918084051099,"59.852391","11.427864"
"191","Hedmark","didrik_holmsen",11,7,0.114481372478076,0.630969808481539,-0.010127206784678,"59.852391","11.427864"
"192","Hedmark","didrik_holmsen",12,7,0.114481372478076,0.630969808481539,-0.01807542972027,"59.852391","11.427864"
"193","Hedmark","didrik_holmsen",1,8,0.092990390054606,0.512521184305465,-0.026325140156953,"59.852391","11.427864"
"194","Hedmark","didrik_holmsen",2,8,0.092990390054606,0.512521184305465,-0.045400803681255,"59.852391","11.427864"
"195","Hedmark","didrik_holmsen",3,8,0.092990390054606,0.512521184305465,-0.041867689087475,"59.852391","11.427864"
"196","Hedmark","didrik_holmsen",4,8,0.092990390054606,0.512521184305465,-0.01358526069688,"59.852391","11.427864"
"197","Hedmark","didrik_holmsen",5,8,0.092990390054606,0.512521184305465,-0.012067829005568,"59.852391","11.427864"
"198","Hedmark","didrik_holmsen",6,8,0.092990390054606,0.512521184305465,-0.012067828969991,"59.852391","11.427864"
"199","Hedmark","didrik_holmsen",7,8,0.092990390054606,0.512521184305465,-0.012067828969973,"59.852391","11.427864"
"200","Hedmark","didrik_holmsen",8,8,0.092990390054606,0.512521184305465,-0.012067828969979,"59.852391","11.427864"
"201","Hedmark","didrik_holmsen",9,8,0.092990390054606,0.512521184305465,-0.012067828983202,"59.852391","11.427864"
"202","Hedmark","didrik_holmsen",10,8,0.092990390054606,0.512521184305465,-0.012060402546559,"59.852391","11.427864"
"203","Hedmark","didrik_holmsen",11,8,0.092990390054606,0.512521184305465,-0.012780277916501,"59.852391","11.427864"
"204","Hedmark","didrik_holmsen",12,8,0.092990390054606,0.512521184305465,-0.022111869364223,"59.852391","11.427864"
"205","Telemark","drangedal1",1,1,-0.0113373102602279,-0.0624861523647588,0.023943472063738,"59.129363","9.146759"
"206","Telemark","drangedal1",2,1,-0.0113373102602279,-0.0624861523647588,0.020834762671603,"59.129363","9.146759"
"207","Telemark","drangedal1",3,1,-0.0113373102602279,-0.0624861523647588,0.014995796830428,"59.129363","9.146759"
"208","Telemark","drangedal1",4,1,-0.0113373102602279,-0.0624861523647588,0.00681882563205799,"59.129363","9.146759"
"209","Telemark","drangedal1",5,1,-0.0113373102602279,-0.0624861523647588,0.005976537774254,"59.129363","9.146759"
"210","Telemark","drangedal1",6,1,-0.0113373102602279,-0.0624861523647588,0.00613801584933199,"59.129363","9.146759"
"211","Telemark","drangedal1",7,1,-0.0113373102602279,-0.0624861523647588,0.00613801584936999,"59.129363","9.146759"
"212","Telemark","drangedal1",8,1,-0.0113373102602279,-0.0624861523647588,0.00613801584934801,"59.129363","9.146759"
"213","Telemark","drangedal1",9,1,-0.0113373102602279,-0.0624861523647588,0.00613801582952,"59.129363","9.146759"
"214","Telemark","drangedal1",10,1,-0.0113373102602279,-0.0624861523647588,0.00604636102758602,"59.129363","9.146759"
"215","Telemark","drangedal1",11,1,-0.0113373102602279,-0.0624861523647588,0.00244467948471799,"59.129363","9.146759"
"216","Telemark","drangedal1",12,1,-0.0113373102602279,-0.0624861523647588,0.00431851092804902,"59.129363","9.146759"
"217","Telemark","drangedal1",1,2,-0.0498169647952818,-0.274568692317438,0.013316944776814,"59.129363","9.146759"
"218","Telemark","drangedal1",2,2,-0.0498169647952818,-0.274568692317438,0.011711313979778,"59.129363","9.146759"
"219","Telemark","drangedal1",3,2,-0.0498169647952818,-0.274568692317438,0.008564882589782,"59.129363","9.146759"
"220","Telemark","drangedal1",4,2,-0.0498169647952818,-0.274568692317438,0.00406582223041702,"59.129363","9.146759"
"221","Telemark","drangedal1",5,2,-0.0498169647952818,-0.274568692317438,0.00354775248234998,"59.129363","9.146759"
"222","Telemark","drangedal1",6,2,-0.0498169647952818,-0.274568692317438,0.003631032272785,"59.129363","9.146759"
"223","Telemark","drangedal1",7,2,-0.0498169647952818,-0.274568692317438,0.00363103227280701,"59.129363","9.146759"
"224","Telemark","drangedal1",8,2,-0.0498169647952818,-0.274568692317438,0.00363103227279499,"59.129363","9.146759"
"225","Telemark","drangedal1",9,2,-0.0498169647952818,-0.274568692317438,0.003631032260829,"59.129363","9.146759"
"226","Telemark","drangedal1",10,2,-0.0498169647952818,-0.274568692317438,0.00358371954016901,"59.129363","9.146759"
"227","Telemark","drangedal1",11,2,-0.0498169647952818,-0.274568692317438,0.001595077517445,"59.129363","9.146759"
"228","Telemark","drangedal1",12,2,-0.0498169647952818,-0.274568692317438,0.00244335523463696,"59.129363","9.146759"
"229","Telemark","drangedal1",1,3,-0.064567232648134,-0.355865531101822,0.014126749119478,"59.129363","9.146759"
"230","Telemark","drangedal1",2,3,-0.064567232648134,-0.355865531101822,0.012367281567509,"59.129363","9.146759"
"231","Telemark","drangedal1",3,3,-0.064567232648134,-0.355865531101822,0.009002803898225,"59.129363","9.146759"
"232","Telemark","drangedal1",4,3,-0.064567232648134,-0.355865531101822,0.00429274383183903,"59.129363","9.146759"
"233","Telemark","drangedal1",5,3,-0.064567232648134,-0.355865531101822,0.00390847206287301,"59.129363","9.146759"
"234","Telemark","drangedal1",6,3,-0.064567232648134,-0.355865531101822,0.00399721658955302,"59.129363","9.146759"
"235","Telemark","drangedal1",7,3,-0.064567232648134,-0.355865531101822,0.00399721658958002,"59.129363","9.146759"
