"","Region","LocalityName","Month","Temperature_K","Temperature_SE","SWE_mm","SWE_SE"
"349","Hedmark","stangeskovene_eidskog",1,267.868010752688,0.318419245992713,26.0575268817204,1.1269881231386
"350","Hedmark","stangeskovene_eidskog",2,269.010471976401,0.290800671418874,43.9156342182891,2.06110175231345
"351","Hedmark","stangeskovene_eidskog",3,272.588172043011,0.223190309871211,46.3091397849462,2.55126820025828
"352","Hedmark","stangeskovene_eidskog",4,277.686111111111,0.185549418702507,9.36916666666667,1.43818516498633
"353","Hedmark","stangeskovene_eidskog",5,283.187096774194,0.226152031838051,0,0
"354","Hedmark","stangeskovene_eidskog",6,286.928055555556,0.162180968852913,0,0
"355","Hedmark","stangeskovene_eidskog",7,289.420161290323,0.15727069761841,0,0
"356","Hedmark","stangeskovene_eidskog",8,287.459408602151,0.118918050331473,0,0
"357","Hedmark","stangeskovene_eidskog",9,283.680277777778,0.154543285667863,0,0
"358","Hedmark","stangeskovene_eidskog",10,278.184946236559,0.191092729249719,0.114516129032258,0.0531437564874871
"359","Hedmark","stangeskovene_eidskog",11,274.236666666667,0.23426984100172,2.42194444444444,0.280661616067441
"360","Hedmark","stangeskovene_eidskog",12,269.499462365591,0.324071802990124,13.9427419354839,0.598987581648572
"361","Trøndelag","steinkjer_1bbb",1,269.076075268817,0.283894881472761,79.2239247311828,2.78060805009164
"362","Trøndelag","steinkjer_1bbb",2,269.642625368732,0.280999103368352,115.41592920354,4.11621205381968
"363","Trøndelag","steinkjer_1bbb",3,271.550268817204,0.236222082357112,140.152956989247,5.48279754700549
"364","Trøndelag","steinkjer_1bbb",4,275.953611111111,0.164412455351598,70.3866666666667,5.08143212692431
"365","Trøndelag","steinkjer_1bbb",5,280.926344086021,0.220562982749722,2.79677419354839,0.872547660987946
"366","Trøndelag","steinkjer_1bbb",6,284.140833333333,0.202815980150468,0,0
"367","Trøndelag","steinkjer_1bbb",7,287.661827956989,0.206581840544626,0,0
"368","Trøndelag","steinkjer_1bbb",8,286.338709677419,0.159872817858684,0,0
"369","Trøndelag","steinkjer_1bbb",9,282.7375,0.160784158343183,0,0
"370","Trøndelag","steinkjer_1bbb",10,277.371774193548,0.169266743745362,0.984139784946237,0.265056917085604
"371","Trøndelag","steinkjer_1bbb",11,273.129722222222,0.254427856758076,6.205,0.783586512553352
"372","Trøndelag","steinkjer_1bbb",12,270.304838709677,0.279723755368005,41.4295698924731,1.91617719126897
"373","Trøndelag","steinkjer_2bbb",1,269.102419354839,0.282634465057497,79.1282258064516,2.76475384451269
"374","Trøndelag","steinkjer_2bbb",2,269.670353982301,0.279266887703148,115.761061946903,4.12153118453644
"375","Trøndelag","steinkjer_2bbb",3,271.55564516129,0.23433500098025,141.682258064516,5.54278801093584
"376","Trøndelag","steinkjer_2bbb",4,275.938333333333,0.165282342864841,72.1316666666667,5.23779125977998
"377","Trøndelag","steinkjer_2bbb",5,280.881451612903,0.221028488114324,3.41290322580645,1.02003520968843
"378","Trøndelag","steinkjer_2bbb",6,284.075,0.202863190738507,0,0
"379","Trøndelag","steinkjer_2bbb",7,287.602688172043,0.207012795590267,0,0
"380","Trøndelag","steinkjer_2bbb",8,286.306182795699,0.160328632527544,0,0
"381","Trøndelag","steinkjer_2bbb",9,282.723055555556,0.160784516597641,0,0
"382","Trøndelag","steinkjer_2bbb",10,277.372580645161,0.168807161489667,0.979838709677419,0.261431658043543
"383","Trøndelag","steinkjer_2bbb",11,273.1575,0.253082661832474,6.09166666666667,0.776904689139812
"384","Trøndelag","steinkjer_2bbb",12,270.338172043011,0.278099136314886,41.108064516129,1.89513587392254
"385","Hedmark","stig_dahlen",1,268.303494623656,0.297938086309136,26.6045698924731,1.15724489047856
"386","Hedmark","stig_dahlen",2,269.337315634218,0.276620921831337,46.8029498525074,2.12639750832052
"387","Hedmark","stig_dahlen",3,272.844623655914,0.216687609997847,49.1354838709677,2.69891175347069
"388","Hedmark","stig_dahlen",4,277.900833333333,0.181633883858155,9.99416666666667,1.5018018110218
"389","Hedmark","stig_dahlen",5,283.37876344086,0.222693445019422,0,0
"390","Hedmark","stig_dahlen",6,287.100277777778,0.159371443430066,0,0
"391","Hedmark","stig_dahlen",7,289.604301075269,0.153724757387416,0,0
"392","Hedmark","stig_dahlen",8,287.629301075269,0.11343568076149,0,0
"393","Hedmark","stig_dahlen",9,283.913055555556,0.150113921427843,0,0
"394","Hedmark","stig_dahlen",10,278.395698924731,0.184596194812515,0.14489247311828,0.0625840475195868
"395","Hedmark","stig_dahlen",11,274.397222222222,0.225815644313726,2.47888888888889,0.279825347267449
"396","Hedmark","stig_dahlen",12,269.847580645161,0.306847433629015,13.3217741935484,0.606108549720691
"397","Trøndelag","sub_namdalseid",1,269.805107526882,0.259386021468665,84.7454301075269,3.36823185284252
"398","Trøndelag","sub_namdalseid",2,270.305162241888,0.257458575169757,127.524483775811,5.26771253320323
"399","Trøndelag","sub_namdalseid",3,271.930107526882,0.214242886603801,163.505913978495,6.8885381715748
"400","Trøndelag","sub_namdalseid",4,276.001388888889,0.173305996200541,93.3013888888889,6.54289035406217
"401","Trøndelag","sub_namdalseid",5,280.645430107527,0.223916725054911,9.52043010752688,2.09028625245127
"402","Trøndelag","sub_namdalseid",6,283.560277777778,0.202212919420164,0,0
"403","Trøndelag","sub_namdalseid",7,287.121505376344,0.21245624110637,0,0
"404","Trøndelag","sub_namdalseid",8,286.157795698925,0.161820556409087,0,0
"405","Trøndelag","sub_namdalseid",9,282.833333333333,0.160499645422503,0,0
"406","Trøndelag","sub_namdalseid",10,277.668817204301,0.166068724505257,1.26290322580645,0.301085478677585
"407","Trøndelag","sub_namdalseid",11,273.746388888889,0.235893654755116,6.14861111111111,1.06675711702142
"408","Trøndelag","sub_namdalseid",12,271.023387096774,0.255126644553007,44.6255376344086,2.57144965480415
"409","Hedmark","truls_holm",1,267.679838709677,0.306062353933443,41.3685483870968,1.66511250179263
"410","Hedmark","truls_holm",2,268.784218289086,0.281597450360545,68.8014749262537,2.7161423968593
"411","Hedmark","truls_holm",3,272.208870967742,0.222637124629517,67.3362903225807,3.51813098141841
"412","Hedmark","truls_holm",4,277.192777777778,0.18400865790084,19.5702777777778,2.49735860456304
"413","Hedmark","truls_holm",5,282.640053763441,0.230212523508375,0.0408602150537634,0.0309543172861678
"414","Hedmark","truls_holm",6,286.348611111111,0.165745114844068,0,0
"415","Hedmark","truls_holm",7,288.851344086021,0.158628802207587,0,0
"416","Hedmark","truls_holm",8,286.892204301075,0.11777283917009,0,0
"417","Hedmark","truls_holm",9,283.166388888889,0.151855166298976,0,0
"418","Hedmark","truls_holm",10,277.750268817204,0.185545745100496,0.238709677419355,0.0826017468348029
"419","Hedmark","truls_holm",11,273.875,0.229783903300541,3.84611111111111,0.422271995103416
"420","Hedmark","truls_holm",12,269.310483870968,0.311305644329954,22.0779569892473,0.900889174414491
"421","Trøndelag","verdal_1vb",1,269.202150537634,0.290578322032179,34.3368279569892,1.3890348866196
"422","Trøndelag","verdal_1vb",2,269.949705014749,0.283529502546581,47.6085545722714,1.82556494773515
"423","Trøndelag","verdal_1vb",3,271.837096774194,0.228519992590506,47.4747311827957,2.26700810071939
"424","Trøndelag","verdal_1vb",4,276.120555555556,0.172570635780574,12.6758333333333,1.49723235786623
"425","Trøndelag","verdal_1vb",5,281.035215053763,0.225126059724912,0.060752688172043,0.032214693718435
"426","Trøndelag","verdal_1vb",6,284.109166666667,0.204136838629861,0,0
"427","Trøndelag","verdal_1vb",7,287.645430107527,0.207834659205166,0,0
"428","Trøndelag","verdal_1vb",8,286.362365591398,0.160265515603617,0,0
"429","Trøndelag","verdal_1vb",9,282.845,0.15911856307623,0,0
"430","Trøndelag","verdal_1vb",10,277.505376344086,0.174980575089457,0.826075268817204,0.219662093143717
"431","Trøndelag","verdal_1vb",11,273.269722222222,0.25807284576033,4.03472222222222,0.502792080272141
"432","Trøndelag","verdal_1vb",12,270.382258064516,0.287693976015827,19.2556451612903,1.05288332681992
"433","Trøndelag","verdal_2vb",1,269.438709677419,0.285628642760348,26.9379032258065,1.2006041901665
"434","Trøndelag","verdal_2vb",2,270.17005899705,0.279323353227905,37.6672566371681,1.61676836405178
"435","Trøndelag","verdal_2vb",3,272.038978494624,0.225156893194426,36.3118279569892,1.87957317544017
"436","Trøndelag","verdal_2vb",4,276.286111111111,0.172612837144763,8.49277777777778,1.0175006139547
"437","Trøndelag","verdal_2vb",5,281.165322580645,0.224754559947031,0.0510752688172043,0.0278505668304921
"438","Trøndelag","verdal_2vb",6,284.178888888889,0.20266102598752,0,0
"439","Trøndelag","verdal_2vb",7,287.701075268817,0.207367445958819,0,0
"440","Trøndelag","verdal_2vb",8,286.461559139785,0.160298000347178,0,0
"441","Trøndelag","verdal_2vb",9,282.975833333333,0.158495366193845,0,0
"442","Trøndelag","verdal_2vb",10,277.656989247312,0.174342597168366,0.810215053763441,0.212787875571224
"443","Trøndelag","verdal_2vb",11,273.46,0.254963479218233,3.40111111111111,0.476940396074697
"444","Trøndelag","verdal_2vb",12,270.601344086021,0.28310810560739,15.9247311827957,1.00072283700971
