"","LocalityName","LocalityCode","Plot","Year","Prop_spruce","Prop_pine","Prop_birch"
"289","Fritsøe1","1FRUB","NV",2015,0.173913043478261,0.0869565217391304,0.739130434782609
"290","Fritsøe1","1FRUB","ØH",2015,0.0493827160493827,0.111111111111111,0.839506172839506
"291","Fritsøe1","1FRUB","ØV",2015,0.272727272727273,0,0.727272727272727
"292","Fritsøe1","1FRUB","NH",2016,0.34,0.06,0.6
"293","Fritsøe1","1FRUB","NV",2016,0.166666666666667,0.104166666666667,0.729166666666667
"294","Fritsøe1","1FRUB","ØH",2016,0.0506329113924051,0.0886075949367089,0.860759493670886
"295","Fritsøe1","1FRUB","ØV",2016,0.333333333333333,0,0.666666666666667
"296","Fritsøe1","1FRUB","NH",2017,0.304347826086957,0.0652173913043478,0.630434782608696
"297","Fritsøe1","1FRUB","NV",2017,0.152173913043478,0.108695652173913,0.739130434782609
"298","Fritsøe1","1FRUB","ØH",2017,0.0540540540540541,0.108108108108108,0.837837837837838
"299","Fritsøe1","1FRUB","ØV",2017,0.333333333333333,0,0.666666666666667
"300","Fritsøe1","1FRUB","NH",2018,0.304347826086957,0.0652173913043478,0.630434782608696
"301","Fritsøe1","1FRUB","NV",2018,0.148936170212766,0.106382978723404,0.74468085106383
"302","Fritsøe1","1FRUB","ØH",2018,0.0512820512820513,0.102564102564103,0.846153846153846
"303","Fritsøe1","1FRUB","ØV",2018,0.307692307692308,0,0.692307692307692
"304","Furesdal","1FYB","NH",2010,0.714285714285714,0.142857142857143,0.142857142857143
"305","Furesdal","1FYB","NV",2010,0.826086956521739,0.173913043478261,0
"306","Furesdal","1FYB","ØH",2010,0.666666666666667,0.333333333333333,0
"307","Furesdal","1FYB","ØV",2010,0.8,0.2,0
"308","Furesdal","1FYB","NH",2011,0.75,0.125,0.125
"309","Furesdal","1FYB","NV",2011,0.789473684210526,0.210526315789474,0
"310","Furesdal","1FYB","ØH",2011,0.75,0.25,0
"311","Furesdal","1FYB","ØV",2011,0.864864864864865,0.135135135135135,0
"312","Furesdal","1FYB","NH",2012,0.666666666666667,0.166666666666667,0.166666666666667
"313","Furesdal","1FYB","NV",2012,0.75,0.25,0
"314","Furesdal","1FYB","ØH",2012,0.75,0.25,0
"315","Furesdal","1FYB","ØV",2012,0.852941176470588,0.147058823529412,0
"316","Furesdal","1FYB","NH",2013,0.75,0.125,0.125
"317","Furesdal","1FYB","NV",2013,0.733333333333333,0.266666666666667,0
"318","Furesdal","1FYB","ØH",2013,0.8,0.2,0
"319","Furesdal","1FYB","ØV",2013,0.675675675675676,0.324324324324324,0
"320","Furesdal","1FYB","NH",2014,0.777777777777778,0.111111111111111,0.111111111111111
"321","Furesdal","1FYB","NV",2014,0.666666666666667,0.333333333333333,0
"322","Furesdal","1FYB","ØH",2014,0.833333333333333,0.166666666666667,0
"323","Furesdal","1FYB","ØV",2014,0.714285714285714,0.285714285714286,0
"324","Furesdal","1FYB","NH",2015,0.555555555555556,0.333333333333333,0.111111111111111
"325","Furesdal","1FYB","NV",2015,0.75,0.25,0
"326","Furesdal","1FYB","ØH",2015,0.625,0.375,0
"327","Furesdal","1FYB","ØV",2015,0.674418604651163,0.325581395348837,0
"328","Furesdal","1FYB","NH",2016,0.636363636363636,0.272727272727273,0.0909090909090909
"329","Furesdal","1FYB","NV",2016,0.8,0.2,0
"330","Furesdal","1FYB","ØH",2016,0.625,0.375,0
"331","Furesdal","1FYB","ØV",2016,0.658536585365854,0.341463414634146,0
"332","Furesdal","1FYB","NH",2017,0.666666666666667,0.25,0.0833333333333333
"333","Furesdal","1FYB","NV",2017,0.714285714285714,0.285714285714286,0
"334","Furesdal","1FYB","ØH",2017,0.571428571428571,0.428571428571429,0
