ExperimentGisID,FieldSheetID,Region,LocalityName,LocalityCode,Treatment,_Date,Plot,Taxa,CervidaeFunction,Height_cm,Height_class_50cm,Diameter_at_base_mm,Diameter_at_150cm_mm,Quantity
109,1778,Hedmark,Eidskog,STSKNB,B,5/15/14,NW,Picea abies (Gran),Bad tree,,1,,,7
109,1778,Hedmark,Eidskog,STSKNB,B,5/15/14,NW,Pinus sylvestris (Furu),Resten,,2,,,1
109,1779,Hedmark,Eidskog,STSKNB,B,5/15/14,SE,Betula pubescens (Bjørk),Resten,,2,,,7
109,1779,Hedmark,Eidskog,STSKNB,B,5/15/14,SE,Betula pubescens (Bjørk),Resten,,1,,,13
109,1779,Hedmark,Eidskog,STSKNB,B,5/15/14,SE,Picea abies (Gran),Bad tree,,3,,,2
109,1779,Hedmark,Eidskog,STSKNB,B,5/15/14,SE,Picea abies (Gran),Bad tree,,2,,,21
109,1779,Hedmark,Eidskog,STSKNB,B,5/15/14,SE,Picea abies (Gran),Bad tree,,1,,,11
109,1779,Hedmark,Eidskog,STSKNB,B,5/15/14,SE,Pinus sylvestris (Furu),Resten,,2,,,1
109,1779,Hedmark,Eidskog,STSKNB,B,5/15/14,SE,Pinus sylvestris (Furu),Resten,,5,,,1
109,1779,Hedmark,Eidskog,STSKNB,B,5/15/14,SE,Pinus sylvestris (Furu),Resten,,1,,,1
109,1779,Hedmark,Eidskog,STSKNB,B,5/15/14,SE,Pinus sylvestris (Furu),Resten,,3,,,1
109,1779,Hedmark,Eidskog,STSKNB,B,5/15/14,SE,Pinus sylvestris (Furu),Resten,,4,,,1
109,1780,Hedmark,Eidskog,STSKNB,B,5/15/14,SW,Betula pubescens (Bjørk),Resten,,3,,,1
109,1780,Hedmark,Eidskog,STSKNB,B,5/15/14,SW,Picea abies (Gran),Bad tree,,1,,,5
109,1780,Hedmark,Eidskog,STSKNB,B,5/15/14,SW,Pinus sylvestris (Furu),Resten,,1,,,3
109,1780,Hedmark,Eidskog,STSKNB,B,5/15/14,SW,Pinus sylvestris (Furu),Resten,,3,,,1
109,1780,Hedmark,Eidskog,STSKNB,B,5/15/14,SW,Pinus sylvestris (Furu),Resten,,2,,,1
109,1780,Hedmark,Eidskog,STSKNB,B,5/15/14,SW,Pinus sylvestris (Furu),Resten,,4,,,1
109,2449,Hedmark,Eidskog,STSKNB,B,4/13/15,NE,Betula pubescens (Bjørk),Resten,,1,,,1
109,2449,Hedmark,Eidskog,STSKNB,B,4/13/15,NE,Picea abies (Gran),Bad tree,,2,,,1
109,2449,Hedmark,Eidskog,STSKNB,B,4/13/15,NE,Pinus sylvestris (Furu),Resten,,3,,,3
109,2449,Hedmark,Eidskog,STSKNB,B,4/13/15,NE,Pinus sylvestris (Furu),Resten,,1,,,2
109,2450,Hedmark,Eidskog,STSKNB,B,4/13/15,NW,Betula pubescens (Bjørk),Resten,,2,,,1
109,2450,Hedmark,Eidskog,STSKNB,B,4/13/15,NW,Picea abies (Gran),Bad tree,,1,,,5
109,2450,Hedmark,Eidskog,STSKNB,B,4/13/15,NW,Pinus sylvestris (Furu),Resten,,3,,,1
109,2451,Hedmark,Eidskog,STSKNB,B,4/13/15,SE,Betula pubescens (Bjørk),Resten,,2,,,7
109,2451,Hedmark,Eidskog,STSKNB,B,4/13/15,SE,Betula pubescens (Bjørk),Resten,,1,,,11
109,2451,Hedmark,Eidskog,STSKNB,B,4/13/15,SE,Picea abies (Gran),Bad tree,,4,,,1
109,2451,Hedmark,Eidskog,STSKNB,B,4/13/15,SE,Picea abies (Gran),Bad tree,,2,,,19
109,2451,Hedmark,Eidskog,STSKNB,B,4/13/15,SE,Picea abies (Gran),Bad tree,,1,,,13
109,2451,Hedmark,Eidskog,STSKNB,B,4/13/15,SE,Picea abies (Gran),Bad tree,,3,,,3
109,2451,Hedmark,Eidskog,STSKNB,B,4/13/15,SE,Pinus sylvestris (Furu),Resten,,6,,,1
109,2451,Hedmark,Eidskog,STSKNB,B,4/13/15,SE,Pinus sylvestris (Furu),Resten,,1,,,1
109,2451,Hedmark,Eidskog,STSKNB,B,4/13/15,SE,Pinus sylvestris (Furu),Resten,,4,,,2
109,2451,Hedmark,Eidskog,STSKNB,B,4/13/15,SE,Pinus sylvestris (Furu),Resten,,2,,,4
109,2452,Hedmark,Eidskog,STSKNB,B,4/13/15,SW,Betula pubescens (Bjørk),Resten,,3,,,1
109,2452,Hedmark,Eidskog,STSKNB,B,4/13/15,SW,Picea abies (Gran),Bad tree,,1,,,8
109,2452,Hedmark,Eidskog,STSKNB,B,4/13/15,SW,Pinus sylvestris (Furu),Resten,,5,,,1
109,2452,Hedmark,Eidskog,STSKNB,B,4/13/15,SW,Pinus sylvestris (Furu),Resten,,4,,,1
109,2452,Hedmark,Eidskog,STSKNB,B,4/13/15,SW,Pinus sylvestris (Furu),Resten,,2,,,2
109,2452,Hedmark,Eidskog,STSKNB,B,4/13/15,SW,Pinus sylvestris (Furu),Resten,,1,,,4
109,2649,Hedmark,Eidskog,STSKNB,B,1/1/16,NE,Betula pubescens (Bjørk),Resten,,1,,,1
109,1452,Hedmark,Eidskog,STSKNB,B,5/15/13,SW,Pinus sylvestris (Furu),Resten,,4,,,1
109,1777,Hedmark,Eidskog,STSKNB,B,5/15/14,NE,Betula pubescens (Bjørk),Resten,,1,,,1
109,1777,Hedmark,Eidskog,STSKNB,B,5/15/14,NE,Picea abies (Gran),Bad tree,,2,,,1
109,1777,Hedmark,Eidskog,STSKNB,B,5/15/14,NE,Pinus sylvestris (Furu),Resten,,5,,,1
109,1777,Hedmark,Eidskog,STSKNB,B,5/15/14,NE,Pinus sylvestris (Furu),Resten,,2,,,2
109,1777,Hedmark,Eidskog,STSKNB,B,5/15/14,NE,Pinus sylvestris (Furu),Resten,,1,,,3
109,1778,Hedmark,Eidskog,STSKNB,B,5/15/14,NW,Betula pubescens (Bjørk),Resten,,1,,,1
109,2649,Hedmark,Eidskog,STSKNB,B,1/1/16,NE,Picea abies (Gran),Bad tree,,2,,,1
109,2649,Hedmark,Eidskog,STSKNB,B,1/1/16,NE,Pinus sylvestris (Furu),Resten,,5,,,1
109,2649,Hedmark,Eidskog,STSKNB,B,1/1/16,NE,Pinus sylvestris (Furu),Resten,,1,,,2
109,2649,Hedmark,Eidskog,STSKNB,B,1/1/16,NE,Pinus sylvestris (Furu),Resten,,4,,,1
109,2649,Hedmark,Eidskog,STSKNB,B,1/1/16,NE,Pinus sylvestris (Furu),Resten,,3,,,1
109,2650,Hedmark,Eidskog,STSKNB,B,1/1/16,NW,Betula pubescens (Bjørk),Resten,,2,,,1
109,2650,Hedmark,Eidskog,STSKNB,B,1/1/16,NW,Picea abies (Gran),Bad tree,,1,,,8
109,2650,Hedmark,Eidskog,STSKNB,B,1/1/16,NW,Pinus sylvestris (Furu),Resten,,3,,,1
109,2651,Hedmark,Eidskog,STSKNB,B,1/1/16,SE,Betula pubescens (Bjørk),Resten,,2,,,9
109,2651,Hedmark,Eidskog,STSKNB,B,1/1/16,SE,Betula pubescens (Bjørk),Resten,,1,,,8
109,2651,Hedmark,Eidskog,STSKNB,B,1/1/16,SE,Picea abies (Gran),Bad tree,,4,,,1
109,2651,Hedmark,Eidskog,STSKNB,B,1/1/16,SE,Picea abies (Gran),Bad tree,,2,,,17
109,2651,Hedmark,Eidskog,STSKNB,B,1/1/16,SE,Picea abies (Gran),Bad tree,,1,,,12
109,2651,Hedmark,Eidskog,STSKNB,B,1/1/16,SE,Picea abies (Gran),Bad tree,,3,,,6
109,2651,Hedmark,Eidskog,STSKNB,B,1/1/16,SE,Pinus sylvestris (Furu),Resten,,7,,,1
109,2651,Hedmark,Eidskog,STSKNB,B,1/1/16,SE,Pinus sylvestris (Furu),Resten,,5,,,2
109,2651,Hedmark,Eidskog,STSKNB,B,1/1/16,SE,Pinus sylvestris (Furu),Resten,,1,,,1
109,2651,Hedmark,Eidskog,STSKNB,B,1/1/16,SE,Pinus sylvestris (Furu),Resten,,3,,,3
109,2652,Hedmark,Eidskog,STSKNB,B,1/1/16,SW,Betula pubescens (Bjørk),Resten,,3,,,1
109,2652,Hedmark,Eidskog,STSKNB,B,1/1/16,SW,Picea abies (Gran),Bad tree,,1,,,8
109,2652,Hedmark,Eidskog,STSKNB,B,1/1/16,SW,Pinus sylvestris (Furu),Resten,,6,,,1
109,2652,Hedmark,Eidskog,STSKNB,B,1/1/16,SW,Pinus sylvestris (Furu),Resten,,1,,,2
109,2652,Hedmark,Eidskog,STSKNB,B,1/1/16,SW,Pinus sylvestris (Furu),Resten,,5,,,1
109,2652,Hedmark,Eidskog,STSKNB,B,1/1/16,SW,Pinus sylvestris (Furu),Resten,,2,,,2
109,3146,Hedmark,Eidskog,STSKNB,B,4/18/17,NE,Betula pubescens (Bjørk),Resten,,1,,,1
109,3146,Hedmark,Eidskog,STSKNB,B,4/18/17,NE,Picea abies (Gran),Bad tree,,2,,,1
109,3146,Hedmark,Eidskog,STSKNB,B,4/18/17,NE,Pinus sylvestris (Furu),Resten,,4,,,2
109,3146,Hedmark,Eidskog,STSKNB,B,4/18/17,NE,Pinus sylvestris (Furu),Resten,,7,,,1
109,3146,Hedmark,Eidskog,STSKNB,B,4/18/17,NE,Pinus sylvestris (Furu),Resten,,2,,,2
109,3145,Hedmark,Eidskog,STSKNB,B,4/18/17,NW,Betula pubescens (Bjørk),Resten,,2,,,1
109,3145,Hedmark,Eidskog,STSKNB,B,4/18/17,NW,Picea abies (Gran),Bad tree,,1,,,9
109,3145,Hedmark,Eidskog,STSKNB,B,4/18/17,NW,Pinus sylvestris (Furu),Resten,,4,,,1
109,3144,Hedmark,Eidskog,STSKNB,B,4/18/17,SE,Betula pubescens (Bjørk),Resten,,2,,,10
109,3144,Hedmark,Eidskog,STSKNB,B,4/18/17,SE,Betula pubescens (Bjørk),Resten,,3,,,1
109,3144,Hedmark,Eidskog,STSKNB,B,4/18/17,SE,Betula pubescens (Bjørk),Resten,,1,,,3
109,3144,Hedmark,Eidskog,STSKNB,B,4/18/17,SE,Picea abies (Gran),Bad tree,,2,,,15
109,3144,Hedmark,Eidskog,STSKNB,B,4/18/17,SE,Picea abies (Gran),Bad tree,,1,,,11
109,3144,Hedmark,Eidskog,STSKNB,B,4/18/17,SE,Picea abies (Gran),Bad tree,,3,,,9
109,3144,Hedmark,Eidskog,STSKNB,B,4/18/17,SE,Pinus sylvestris (Furu),Resten,,2,,,1
109,3144,Hedmark,Eidskog,STSKNB,B,4/18/17,SE,Pinus sylvestris (Furu),Resten,,3,,,2
109,3144,Hedmark,Eidskog,STSKNB,B,4/18/17,SE,Pinus sylvestris (Furu),Resten,,5,,,1
109,3144,Hedmark,Eidskog,STSKNB,B,4/18/17,SE,Pinus sylvestris (Furu),Resten,,1,,,1
109,3144,Hedmark,Eidskog,STSKNB,B,4/18/17,SE,Pinus sylvestris (Furu),Resten,,7,,,3
109,3144,Hedmark,Eidskog,STSKNB,B,4/18/17,SE,Populus tremula (Osp),ROS,,1,,,2
109,3143,Hedmark,Eidskog,STSKNB,B,4/18/17,SW,Betula pubescens (Bjørk),Resten,,3,,,1
109,3143,Hedmark,Eidskog,STSKNB,B,4/18/17,SW,Picea abies (Gran),Bad tree,,1,,,8
109,3143,Hedmark,Eidskog,STSKNB,B,4/18/17,SW,Pinus sylvestris (Furu),Resten,,1,,,2
109,3143,Hedmark,Eidskog,STSKNB,B,4/18/17,SW,Pinus sylvestris (Furu),Resten,,6,,,1
109,3143,Hedmark,Eidskog,STSKNB,B,4/18/17,SW,Pinus sylvestris (Furu),Resten,,2,,,3
113,1465,Hedmark,Didrik Holmsen,DHB,B,5/28/13,NE,Betula pubescens (Bjørk),Resten,,1,,,27
113,1465,Hedmark,Didrik Holmsen,DHB,B,5/28/13,NE,Betula pubescens (Bjørk),Resten,,2,,,2
113,1465,Hedmark,Didrik Holmsen,DHB,B,5/28/13,NE,Picea abies (Gran),Bad tree,,3,,,1
113,1465,Hedmark,Didrik Holmsen,DHB,B,5/28/13,NE,Pinus sylvestris (Furu),Resten,,2,,,1
113,1465,Hedmark,Didrik Holmsen,DHB,B,5/28/13,NE,Sorbus aucuparia (Rogn),ROS,,1,,,1
113,1466,Hedmark,Didrik Holmsen,DHB,B,5/28/13,NW,Betula pubescens (Bjørk),Resten,,2,,,6
113,1466,Hedmark,Didrik Holmsen,DHB,B,5/28/13,NW,Betula pubescens (Bjørk),Resten,,1,,,48
113,1466,Hedmark,Didrik Holmsen,DHB,B,5/28/13,NW,Picea abies (Gran),Bad tree,,1,,,1
113,1466,Hedmark,Didrik Holmsen,DHB,B,5/28/13,NW,Picea abies (Gran),Bad tree,,2,,,1
113,1466,Hedmark,Didrik Holmsen,DHB,B,5/28/13,NW,Picea abies (Gran),Bad tree,,3,,,1
113,1466,Hedmark,Didrik Holmsen,DHB,B,5/28/13,NW,Pinus sylvestris (Furu),Resten,,1,,,2
113,1467,Hedmark,Didrik Holmsen,DHB,B,5/28/13,SE,Picea abies (Gran),Bad tree,,1,,,1
113,1468,Hedmark,Didrik Holmsen,DHB,B,5/28/13,SW,Betula pubescens (Bjørk),Resten,,1,,,21
113,1468,Hedmark,Didrik Holmsen,DHB,B,5/28/13,SW,Betula pubescens (Bjørk),Resten,,2,,,3
113,1468,Hedmark,Didrik Holmsen,DHB,B,5/28/13,SW,Picea abies (Gran),Bad tree,,3,,,1
113,1468,Hedmark,Didrik Holmsen,DHB,B,5/28/13,SW,Picea abies (Gran),Bad tree,,1,,,1
113,1468,Hedmark,Didrik Holmsen,DHB,B,5/28/13,SW,Picea abies (Gran),Bad tree,,4,,,1
113,1468,Hedmark,Didrik Holmsen,DHB,B,5/28/13,SW,Pinus sylvestris (Furu),Resten,,1,,,2
113,1793,Hedmark,Didrik Holmsen,DHB,B,5/5/14,NE,Betula pubescens (Bjørk),Resten,,2,,,11
113,1793,Hedmark,Didrik Holmsen,DHB,B,5/5/14,NE,Betula pubescens (Bjørk),Resten,,1,,,6
113,1793,Hedmark,Didrik Holmsen,DHB,B,5/5/14,NE,Picea abies (Gran),Bad tree,,3,,,1
113,1793,Hedmark,Didrik Holmsen,DHB,B,5/5/14,NE,Pinus sylvestris (Furu),Resten,,2,,,1
113,1793,Hedmark,Didrik Holmsen,DHB,B,5/5/14,NE,Sorbus aucuparia (Rogn),ROS,,1,,,2
113,1794,Hedmark,Didrik Holmsen,DHB,B,5/5/14,NW,Betula pubescens (Bjørk),Resten,,1,,,22
113,1794,Hedmark,Didrik Holmsen,DHB,B,5/5/14,NW,Betula pubescens (Bjørk),Resten,,2,,,7
113,1794,Hedmark,Didrik Holmsen,DHB,B,5/5/14,NW,Picea abies (Gran),Bad tree,,1,,,1
113,1794,Hedmark,Didrik Holmsen,DHB,B,5/5/14,NW,Picea abies (Gran),Bad tree,,3,,,1
113,1794,Hedmark,Didrik Holmsen,DHB,B,5/5/14,NW,Picea abies (Gran),Bad tree,,2,,,1
113,1794,Hedmark,Didrik Holmsen,DHB,B,5/5/14,NW,Pinus sylvestris (Furu),Resten,,1,,,2
113,1795,Hedmark,Didrik Holmsen,DHB,B,5/5/14,SE,Picea abies (Gran),Bad tree,,1,,,1
113,1795,Hedmark,Didrik Holmsen,DHB,B,5/5/14,SE,Picea abies (Gran),Bad tree,,2,,,1
113,1796,Hedmark,Didrik Holmsen,DHB,B,5/5/14,SW,Betula pubescens (Bjørk),Resten,,1,,,17
113,1796,Hedmark,Didrik Holmsen,DHB,B,5/5/14,SW,Betula pubescens (Bjørk),Resten,,2,,,7
113,1796,Hedmark,Didrik Holmsen,DHB,B,5/5/14,SW,Picea abies (Gran),Bad tree,,3,,,1
113,1796,Hedmark,Didrik Holmsen,DHB,B,5/5/14,SW,Picea abies (Gran),Bad tree,,5,,,1
113,1796,Hedmark,Didrik Holmsen,DHB,B,5/5/14,SW,Picea abies (Gran),Bad tree,,2,,,2
113,1796,Hedmark,Didrik Holmsen,DHB,B,5/5/14,SW,Pinus sylvestris (Furu),Resten,,1,,,2
113,2409,Hedmark,Didrik Holmsen,DHB,B,4/27/15,NE,Betula pubescens (Bjørk),Resten,,1,,,10
113,2409,Hedmark,Didrik Holmsen,DHB,B,4/27/15,NE,Betula pubescens (Bjørk),Resten,,2,,,20
113,2409,Hedmark,Didrik Holmsen,DHB,B,4/27/15,NE,Picea abies (Gran),Bad tree,,3,,,1
113,2409,Hedmark,Didrik Holmsen,DHB,B,4/27/15,NE,Pinus sylvestris (Furu),Resten,,3,,,1
113,2409,Hedmark,Didrik Holmsen,DHB,B,4/27/15,NE,Pinus sylvestris (Furu),Resten,,1,,,1
113,2409,Hedmark,Didrik Holmsen,DHB,B,4/27/15,NE,Sorbus aucuparia (Rogn),ROS,,1,,,1
113,2410,Hedmark,Didrik Holmsen,DHB,B,4/27/15,NW,Betula pubescens (Bjørk),Resten,,1,,,17
113,2410,Hedmark,Didrik Holmsen,DHB,B,4/27/15,NW,Betula pubescens (Bjørk),Resten,,2,,,23
113,2410,Hedmark,Didrik Holmsen,DHB,B,4/27/15,NW,Betula pubescens (Bjørk),Resten,,3,,,1
113,2410,Hedmark,Didrik Holmsen,DHB,B,4/27/15,NW,Picea abies (Gran),Bad tree,,1,,,1
113,2410,Hedmark,Didrik Holmsen,DHB,B,4/27/15,NW,Picea abies (Gran),Bad tree,,6,,,1
113,2410,Hedmark,Didrik Holmsen,DHB,B,4/27/15,NW,Picea abies (Gran),Bad tree,,3,,,1
113,2410,Hedmark,Didrik Holmsen,DHB,B,4/27/15,NW,Pinus sylvestris (Furu),Resten,,1,,,3
113,2411,Hedmark,Didrik Holmsen,DHB,B,4/27/15,SE,Picea abies (Gran),Bad tree,,2,,,1
113,2411,Hedmark,Didrik Holmsen,DHB,B,4/27/15,SE,Picea abies (Gran),Bad tree,,1,,,1
113,2412,Hedmark,Didrik Holmsen,DHB,B,4/27/15,SW,Betula pubescens (Bjørk),Resten,,2,,,17
113,2412,Hedmark,Didrik Holmsen,DHB,B,4/27/15,SW,Betula pubescens (Bjørk),Resten,,1,,,9
113,2412,Hedmark,Didrik Holmsen,DHB,B,4/27/15,SW,Picea abies (Gran),Bad tree,,2,,,1
113,2412,Hedmark,Didrik Holmsen,DHB,B,4/27/15,SW,Picea abies (Gran),Bad tree,,4,,,1
113,2412,Hedmark,Didrik Holmsen,DHB,B,4/27/15,SW,Picea abies (Gran),Bad tree,,3,,,2
113,2412,Hedmark,Didrik Holmsen,DHB,B,4/27/15,SW,Pinus sylvestris (Furu),Resten,,2,,,2
113,2561,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NE,Betula pubescens (Bjørk),Resten,,1,,,16
113,2561,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NE,Betula pubescens (Bjørk),Resten,,3,,,3
113,2561,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NE,Betula pubescens (Bjørk),Resten,,2,,,14
113,2561,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NE,Betula pubescens (Bjørk),Resten,,4,,,1
113,2561,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NE,Picea abies (Gran),Bad tree,,4,,,1
113,2561,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NE,Pinus sylvestris (Furu),Resten,,1,,,2
113,2561,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NE,Pinus sylvestris (Furu),Resten,,4,,,1
113,2561,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NE,Populus tremula (Osp),ROS,,1,,,1
113,2561,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NE,Sorbus aucuparia (Rogn),ROS,,1,,,1
113,2562,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NW,Betula pubescens (Bjørk),Resten,,3,,,9
113,2562,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NW,Betula pubescens (Bjørk),Resten,,2,,,22
113,2562,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NW,Betula pubescens (Bjørk),Resten,,1,,,9
113,2562,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NW,Picea abies (Gran),Bad tree,,4,,,1
113,2562,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NW,Picea abies (Gran),Bad tree,,1,,,1
113,2562,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NW,Picea abies (Gran),Bad tree,,6,,,1
113,2562,Hedmark,Didrik Holmsen,DHB,B,1/1/16,NW,Pinus sylvestris (Furu),Resten,,1,,,2
113,2563,Hedmark,Didrik Holmsen,DHB,B,1/1/16,SE,Picea abies (Gran),Bad tree,,2,,,1
113,2563,Hedmark,Didrik Holmsen,DHB,B,1/1/16,SE,Picea abies (Gran),Bad tree,,1,,,1
113,2564,Hedmark,Didrik Holmsen,DHB,B,1/1/16,SW,Betula pubescens (Bjørk),Resten,,1,,,10
113,2564,Hedmark,Didrik Holmsen,DHB,B,1/1/16,SW,Betula pubescens (Bjørk),Resten,,2,,,15
113,2564,Hedmark,Didrik Holmsen,DHB,B,1/1/16,SW,Betula pubescens (Bjørk),Resten,,3,,,1
113,2564,Hedmark,Didrik Holmsen,DHB,B,1/1/16,SW,Picea abies (Gran),Bad tree,,3,,,2
113,2564,Hedmark,Didrik Holmsen,DHB,B,1/1/16,SW,Picea abies (Gran),Bad tree,,7,,,1
113,2564,Hedmark,Didrik Holmsen,DHB,B,1/1/16,SW,Pinus sylvestris (Furu),Resten,,1,,,1
113,2564,Hedmark,Didrik Holmsen,DHB,B,1/1/16,SW,Pinus sylvestris (Furu),Resten,,2,,,2
113,2564,Hedmark,Didrik Holmsen,DHB,B,1/1/16,SW,Sorbus aucuparia (Rogn),ROS,,1,,,1
113,3138,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NE,Betula pubescens (Bjørk),Resten,,2,,,13
113,3138,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NE,Betula pubescens (Bjørk),Resten,,4,,,3
113,3138,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NE,Betula pubescens (Bjørk),Resten,,1,,,9
113,3138,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NE,Betula pubescens (Bjørk),Resten,,3,,,4
113,3138,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NE,Picea abies (Gran),Bad tree,,4,,,1
113,3138,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NE,Pinus sylvestris (Furu),Resten,,3,,,1
113,3138,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NE,Pinus sylvestris (Furu),Resten,,1,,,2
113,3138,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NE,Sorbus aucuparia (Rogn),ROS,,1,,,2
113,3137,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NW,Betula pubescens (Bjørk),Resten,,4,,,1
113,3137,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NW,Betula pubescens (Bjørk),Resten,,3,,,16
113,3137,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NW,Betula pubescens (Bjørk),Resten,,2,,,20
113,3137,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NW,Betula pubescens (Bjørk),Resten,,1,,,9
113,3137,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NW,Picea abies (Gran),Bad tree,,5,,,1
113,3137,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NW,Picea abies (Gran),Bad tree,,7,,,1
113,3137,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NW,Picea abies (Gran),Bad tree,,1,,,1
113,3137,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NW,Pinus sylvestris (Furu),Resten,,1,,,1
113,3137,Hedmark,Didrik Holmsen,DHB,B,5/13/17,NW,Pinus sylvestris (Furu),Resten,,2,,,2
113,3136,Hedmark,Didrik Holmsen,DHB,B,5/13/17,SE,Picea abies (Gran),Bad tree,,3,,,1
113,3135,Hedmark,Didrik Holmsen,DHB,B,5/13/17,SW,Betula pubescens (Bjørk),Resten,,2,,,16
113,3135,Hedmark,Didrik Holmsen,DHB,B,5/13/17,SW,Betula pubescens (Bjørk),Resten,,3,,,6
113,3135,Hedmark,Didrik Holmsen,DHB,B,5/13/17,SW,Betula pubescens (Bjørk),Resten,,1,,,3
113,3135,Hedmark,Didrik Holmsen,DHB,B,5/13/17,SW,Picea abies (Gran),Bad tree,,4,,,2
113,3135,Hedmark,Didrik Holmsen,DHB,B,5/13/17,SW,Picea abies (Gran),Bad tree,,7,,,1
113,3135,Hedmark,Didrik Holmsen,DHB,B,5/13/17,SW,Picea abies (Gran),Bad tree,,2,,,1
113,3135,Hedmark,Didrik Holmsen,DHB,B,5/13/17,SW,Pinus sylvestris (Furu),Resten,,1,,,1
113,3135,Hedmark,Didrik Holmsen,DHB,B,5/13/17,SW,Pinus sylvestris (Furu),Resten,,3,,,2
113,3135,Hedmark,Didrik Holmsen,DHB,B,5/13/17,SW,Sorbus aucuparia (Rogn),ROS,,1,,,2
113,3785,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NE,Betula pubescens (Bjørk),Resten,,5,,,1
113,3785,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NE,Betula pubescens (Bjørk),Resten,,4,,,1
113,3785,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NE,Betula pubescens (Bjørk),Resten,,3,,,6
113,3785,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NE,Betula pubescens (Bjørk),Resten,,1,,,4
113,3785,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NE,Betula pubescens (Bjørk),Resten,,2,,,13
113,3785,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NE,Picea abies (Gran),Bad tree,,5,,,1
113,3785,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NE,Pinus sylvestris (Furu),Resten,,1,,,3
113,3785,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NE,Pinus sylvestris (Furu),Resten,,3,,,1
113,3785,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NE,Sorbus aucuparia (Rogn),ROS,,1,,,1
113,3783,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NW,Betula pubescens (Bjørk),Resten,,3,,,16
113,3783,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NW,Betula pubescens (Bjørk),Resten,,2,,,8
113,3783,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NW,Betula pubescens (Bjørk),Resten,,4,,,1
113,3783,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NW,Betula pubescens (Bjørk),Resten,,1,,,8
113,3783,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NW,Picea abies (Gran),Bad tree,,7,,,1
113,3783,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NW,Picea abies (Gran),Bad tree,,5,,,1
113,3783,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NW,Picea abies (Gran),Bad tree,,2,,,1
113,3783,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NW,Pinus sylvestris (Furu),Resten,,1,,,1
113,3783,Hedmark,Didrik Holmsen,DHB,B,11/5/18,NW,Pinus sylvestris (Furu),Resten,,2,,,1
113,3786,Hedmark,Didrik Holmsen,DHB,B,11/5/18,SE,Betula pubescens (Bjørk),Resten,,2,,,1
113,3786,Hedmark,Didrik Holmsen,DHB,B,11/5/18,SE,Picea abies (Gran),Bad tree,,3,,,1
113,3784,Hedmark,Didrik Holmsen,DHB,B,11/5/18,SW,Betula pubescens (Bjørk),Resten,,2,,,13
113,3784,Hedmark,Didrik Holmsen,DHB,B,11/5/18,SW,Betula pubescens (Bjørk),Resten,,3,,,7
113,3784,Hedmark,Didrik Holmsen,DHB,B,11/5/18,SW,Betula pubescens (Bjørk),Resten,,1,,,2
113,3784,Hedmark,Didrik Holmsen,DHB,B,11/5/18,SW,Picea abies (Gran),Bad tree,,4,,,1
