LocalityName,LocalityCode,ExperimentID,Region,DistrictID,Treatment,Longitude,Latitude,Clear.cut,Year.initiated,LiDAR.data.from.year,Point.density...m.2.,Resolution..m.,Mean,Median,SD,Min,Max,X1st.Qu.,X3rd.Qu.,IQR,ClearCutToLidar,CV,IQR_med,MAD,MAD_med,productivity,diff_median_ex_op
Stangeskovene Eidskog,SSBB,{DAD88203-F15E-44EF-B6D7-420E15477D61},Hedmark,420,Open plot,11884357,59950178,2008,2010,2016,5,0.5,0.207524706087459,0.104999996721745,0.341936991268046,-0.0309999994933605,3.08500003814697,0.0570000000298023,0.217999994754791,0.160999994724989,8,1.6476929311922,1.53333333096806,0.0889560145810246,0.847200165317741,NA,
Stangeskovene Eidskog,SSBUB,{91D4F204-343C-4696-A137-3B280BE596E5},Hedmark,420,Exclosure,11885225,59949846,2008,2010,2016,5,0.5,1.01280825379422,0.608999997377396,1.00082692958993,-0.00999999977648258,4.18599987030029,0.133250001817942,1.77899998426437,1.64574998244643,8,0.988170194941239,2.70238093519492,0.808758298630267,1.32801034829739,NA,
steinkjer_1BBb,1BBB,{D6B2FD7A-15C4-4670-B026-3602BBEA1089},Trondelag,1702,Open plot,11891657,64213491,2005,2008,2011,2,0.5,0.105052757969716,0.0649999976158142,0.136033180233822,-0.123000003397465,0.819000005722046,0.0179999992251396,0.145999997854233,0.127999998629093,6,1.29490346434348,1.96923082037086,0.0830256025627255,1.27731700935518,0.115979123017114,
steinkjer_1BBb,1BBUB,{38DA5D4B-31DA-44A6-A087-D602E9C69D3E},Trondelag,1702,Exclosure,11892633,64213433,2005,2008,2011,2,0.5,0.15554822394258,0.0944999977946281,0.20051225624833,-0.209000006318092,1.1360000371933,0.0219999998807907,0.218249998986721,0.19624999910593,6,1.28906811769415,2.07671961572349,0.125279703965597,1.32571118401358,0.115979123017114,
steinkjer_2BBb,2BBB,{F14CE361-4908-4F0F-BD55-6DB6409E770C},Trondelag,1702,Open plot,1186149,64199944,2004,2008,2011,2,0.5,0.291672679005472,0.0740000009536743,0.613744173662136,-0.100000001490116,4.92999982833862,0.0217499998398125,0.234749998897314,0.212999999057501,7,2.10422236239213,2.87837832854684,0.103782001132239,1.4024594566858,0.0870407514943544,
steinkjer_2BBb,2BBUB,{1EEE9DB5-04D1-4E73-90B6-A852830DAADE},Trondelag,1702,Exclosure,11860742,64199657,2004,2008,2011,2,0.5,0.540061009660257,0.0780000016093254,1.27757181961354,-0.160999998450279,8.75699996948242,0.0270000007003546,0.337999999523163,0.310999998822808,7,2.36560647178962,3.9871793898223,0.112677602245146,1.44458461436332,0.0870407514943544,
Stig Dahlen,SDB,{03B88C45-067F-4AEF-BC66-077159CD936F},Hedmark,221,Open plot,11511604,59958474,2008,2010,2017,2,0.5,0.478016786027155,0.356000006198883,0.475207116555835,-0.0790000036358833,2.9539999961853,0.101999998092651,0.694999992847443,0.592999994754792,9,0.994122236805382,1.66573029334024,0.424023619794846,1.19107756295364,1,
Stig Dahlen,SDUB,{ED0CE7FA-1B39-4F39-A7F2-CADBF94D7BF7},Hedmark,221,Exclosure,11510852,59957798,2008,2010,2017,2,0.5,2.86041246752123,2.94600009918213,1.01684511786523,-0.0799999982118607,6.61899995803833,2.29200005531311,3.57800006866455,1.28600001335144,9,0.355488982589425,0.436524090310947,0.962207648849487,0.326614941091351,1,
Sub_Namdalseid,1SB,{8DB1F626-7072-4F7F-BF3E-E55BEA21899C},Trondelag,1725,Open plot,11314401,64181582,2004,2008,2010,2,0.5,0.186951220505757,0.123500000685453,0.368099973995342,-0.0790000036358833,4.07800006866455,0.0710000023245811,0.194000005722046,0.123000003397465,6,1.96896266844113,0.99595143898613,0.0896972995139658,0.726293919158911,0.0774373445233693,
Sub_Namdalseid,1SUB,{A646BDBC-873B-44BB-B67B-39EA64394AD4},Trondelag,1725,Exclosure,11313697,64181336,2004,2008,2010,2,0.5,0.152450494683465,0.0989999994635582,0.266581005503802,-0.105999998748302,4.34299993515015,0.0370000004768372,0.193250004202127,0.15625000372529,6,1.74863981948571,1.57828287446411,0.106747202308662,1.078254574617,0.0774373445233693,
Truls Holm,THB,{75ED6522-F97E-4551-BBE9-DFE7265F359D},Hedmark,221,Open plot,11801503,59850496,2008,2010,2017,2,0.5,0.445465000593686,0.165500000119209,0.596209028747786,-0.0570000000298023,3.37199997901917,0.0549999997019768,0.709999978542328,0.654999978840351,9,1.33839701874041,3.95770379678887,0.212753100353479,1.28551722175368,0.29477737362203,
