"","Region","LocalityName","LocalityCode","Treatment","Subplot","Years_Since_Exclosure","Group","Volume_m3","Volume_m3ha"
"2185","Telemark","kviteseid1","1KVUB","UB","NV",8,"Deciduous",0.000795229473684211,0.632823508146042
"2186","Telemark","notodden1","1NOUB","UB","NV",8,"Deciduous",0.0319150530526316,25.397192261832
"2187","Trøndelag","nsb_verdal","1NSUB","UB","NV",8,"Deciduous",0.000113604210526316,0.0904033583065776
"2188","Trøndelag","sub_namdalseid","1SUB","UB","NV",8,"Deciduous",0.0141153231578948,11.2326172695923
"2189","Trøndelag","verdal_1vb","1VBUB","UB","NV",8,"Deciduous",0.00271114336842105,2.15745934257511
"2190","Trøndelag","steinkjer_2bbb","2BBUB","UB","NV",8,"Deciduous",0.00621983052631579,4.94958386728512
"2191","Telemark","nome_cappelen2","2CAUB","UB","NV",8,"Deciduous",0.00218949642105263,1.7423458914627
"2192","Telemark","fritsoe2","2FRUB","UB","NV",8,"Deciduous",0.0178629397894737,14.2148758282382
"2193","Telemark","kviteseid2","2KVUB","UB","NV",8,"Deciduous",0.00299374294736842,2.38234494210092
"2194","Telemark","drangedal3","3DRUB","UB","NV",8,"Deciduous",0.00190336947368421,1.51465330133531
"2195","Telemark","kviteseid3","3KVUB","UB","NV",8,"Deciduous",0.00249043557894737,1.981825664207
"2196","Telemark","notodden3","3NOUB","UB","NV",8,"Deciduous",0.00423674757894737,3.37149659911047
"2197","Telemark","drangedal4","4DRUB","UB","NV",8,"Deciduous",0.0137583570526316,10.9485526687478
"2198","Telemark","notodden4","4NOUB","UB","NV",8,"Deciduous",0.00767299705263157,6.10597704627929
"2199","Telemark","notodden5","5NOUB","UB","NV",8,"Deciduous",0.00724268736842105,5.76354747976721
"2200","Telemark","notodden6","6NOUB","UB","NV",8,"Deciduous",7.06498947368421e-05,0.0562213998814525
"2201","Trøndelag","bratsberg","BRUB","UB","NV",8,"Deciduous",0.0310046355789474,24.6727050557616
"2202","Trøndelag","selbu_flub","FLUB","UB","NV",8,"Deciduous",0.0160677096842105,12.7862771020381
"2203","Trøndelag","hi_tydal","HIUB","UB","NV",8,"Deciduous",0.0157567408421052,12.538815960195
"2204","Trøndelag","selbu_kl","KLUB","UB","NV",8,"Deciduous",0.000141299789473684,0.112442799762905
"2205","Trøndelag","singsaas","LAUB","UB","NV",8,"Deciduous",0.000528307578947368,0.420413813311927
"2206","Trøndelag","malvik","MAUB","UB","NV",8,"Deciduous",0.00349856021052631,2.78406575604942
"2207","Trøndelag","sl_tydal","SEUB","UB","NV",8,"Deciduous",0.0123802581052632,9.85189637103067
"2208","Hedmark","didrik_holmsen","DHB","B","NW",8,"Deciduous",0.0121565473684211,9.67387302307491
"2209","Hedmark","halvard_pramhus","HPB","B","NW",8,"Deciduous",0.000791484210526316,0.629843122422248
"2210","Hedmark","maarud_1","M1B","B","NW",8,"Deciduous",0.0413169052631579,32.8789485294556
"2211","Hedmark","maarud_2","M2B","B","NW",8,"Deciduous",0.00516405263157894,4.1094225135125
"2212","Hedmark","maarud_3","M3B","B","NW",8,"Deciduous",5.83396210526316e-05,0.0464251953431716
"2213","Hedmark","stig_dahlen","SDB","B","NW",8,"Deciduous",0.00338555351578948,2.6941378857002
"2214","Hedmark","stangeskovene_aurskog","SSAB","B","NW",8,"Deciduous",0.00159590526315789,1.26998105668975
"2215","Hedmark","stangeskovene eidskog ","SSBB","B","NW",8,"Deciduous",0.00172676842105263,1.37411864892757
"2216","Hedmark","truls_holm","THB","B","NW",8,"Deciduous",0.00307278450526316,2.44524421534408
"2217","Hedmark","didrik_holmsen","DHUB","UB","NW",8,"Deciduous",0.00327592357894736,2.60689715390383
"2218","Hedmark","halvard_pramhus","HPUB","UB","NW",8,"Deciduous",0.00289996926315789,2.3077222152307
"2219","Hedmark","maarud_1","M1UB","UB","NW",8,"Deciduous",0.0253683928421052,20.1875255955905
"2220","Hedmark","maarud_2","M2UB","UB","NW",8,"Deciduous",0.0173899475789474,13.8384805864921
"2221","Hedmark","maarud_3","M3UB","UB","NW",8,"Deciduous",0.0107697458947368,8.57029147495508
"2222","Hedmark","stig_dahlen","SDUB","UB","NW",8,"Deciduous",0.0902928894736842,71.852798428935
"2223","Hedmark","stangeskovene_aurskog","SSAUB","UB","NW",8,"Deciduous",0.00155012,1.23354630192805
"2224","Hedmark","stangeskovene eidskog ","SSBUB","UB","NW",8,"Deciduous",0.00672147663157895,5.34878115396226
"2225","Hedmark","truls_holm","THUB","UB","NW",8,"Deciduous",0.0214392612631579,17.0608220313509
"2226","Trøndelag","steinkjer_1bbb","1BBB","B","ØH",8,"Deciduous",0.00565717793684211,4.50183916299416
"2227","Telemark","nome_cappelen1","1CAB","B","ØH",8,"Deciduous",0.00174216901052631,1.3863740486339
"2228","Telemark","drangedal1","1DRB","B","ØH",8,"Deciduous",0.00283803157894737,2.25843377220185
"2229","Telemark","fritsoe1","1FRB","B","ØH",8,"Deciduous",0.000327905263157895,0.260938717487138
"2230","Trøndelag","namdalseid_1kub","1KB","B","ØH",8,"Deciduous",0.00707283612631579,5.62838415591045
"2231","Telemark","kviteseid1","1KVB","B","ØH",8,"Deciduous",0.00229567225263157,1.82683793362611
"2232","Telemark","notodden1","1NOB","B","ØH",8,"Deciduous",0.00454054694736842,3.6132524550725
"2233","Trøndelag","nsb_verdal","1NSB","B","ØH",8,"Deciduous",0.0105838820210526,8.42238570375983
"2234","Trøndelag","sub_namdalseid","1SB","B","ØH",8,"Deciduous",0.00247213743157895,1.96726446119146
"2235","Trøndelag","verdal_1vb","1VBB","B","ØH",8,"Deciduous",0.00119932690526316,0.954394026778684
"2236","Trøndelag","steinkjer_2bbb","2BBB","B","ØH",8,"Deciduous",0.00513919637894736,4.08964253614721
"2237","Telemark","nome_cappelen2","2CAB","B","ØH",8,"Deciduous",0.000148610526315789,0.11826049929323
"2238","Telemark","fritsoe2","2FRB","B","ØH",8,"Deciduous",0.0019593052631579,1.55916558828773
"2239","Telemark","kviteseid2","2KVB","B","ØH",8,"Deciduous",0.00171864210526316,1.36765193229247
"2240","Trøndelag","verdal_2vb","2VBB","B","ØH",8,"Deciduous",0.00479252631578947,3.81377126527942
"2241","Telemark","kviteseid3","3KVB","B","ØH",8,"Deciduous",0.00282571115789473,2.24862949264435
"2242","Telemark","notodden3","3NOB","B","ØH",8,"Deciduous",0.000311939621052632,0.248233663183695
"2243","Telemark","drangedal4","4DRB","B","ØH",8,"Deciduous",0.0282761104,22.5014137078607
"2244","Telemark","notodden4","4NOB","B","ØH",8,"Deciduous",0.00120663157894737,0.960206901401262
"2245","Telemark","notodden5","5NOB","B","ØH",8,"Deciduous",0.0017566172631579,1.39787160276068
"2246","Telemark","notodden6","6NOB","B","ØH",8,"Deciduous",0.00153934736842105,1.22497371409856
"2247","Trøndelag","bratsberg","BRB","B","ØH",8,"Deciduous",0.00420589086315789,3.34694160488309
"2248","Trøndelag","selbu_flub","FLB","B","ØH",8,"Deciduous",0.0109115002947368,8.6830960422802
"2249","Trøndelag","hi_tydal","HIB","B","ØH",8,"Deciduous",0.00170955570526316,1.36042120491791
"2250","Trøndelag","selbu_kl","KLB","B","ØH",8,"Deciduous",0.0100379514947368,7.98794799452024
"2251","Trøndelag","singsaas","LAB","B","ØH",8,"Deciduous",0.000547374568421052,0.435586841435016
"2252","Trøndelag","malvik","MAB","B","ØH",8,"Deciduous",0.00171844286315789,1.36749338046284
"2253","Trøndelag","sl_tydal","SEB","B","ØH",8,"Deciduous",0.00294687149473684,2.34504582521985
"2254","Trøndelag","selbu_sl","SLB","B","ØH",8,"Deciduous",0.00312706071578947,2.48843585133188
"2255","Trøndelag","steinkjer_1bbb","1BBUB","UB","ØH",8,"Deciduous",0.0104231863157895,8.29450812462848
"2256","Telemark","nome_cappelen1","1CAUB","UB","ØH",8,"Deciduous",7.06498947368421e-05,0.0562213998814525
"2257","Telemark","drangedal1","1DRUB","UB","ØH",8,"Deciduous",0.00788321578947368,6.27326380177407
"2258","Telemark","fritsoe1","1FRUB","UB","ØH",8,"Deciduous",0.0309379755789474,24.6196587132291
"2259","Telemark","furesdal","1FYUB","UB","ØH",8,"Deciduous",2.8401052631579e-05,0.0226008395766444
"2260","Trøndelag","namdalseid_1kub","1KUB","UB","ØH",8,"Deciduous",0.00916087768421052,7.28999483251169
"2261","Telemark","kviteseid1","1KVUB","UB","ØH",8,"Deciduous",0.00136325052631579,1.08484029967893
"2262","Telemark","notodden1","1NOUB","UB","ØH",8,"Deciduous",0.000454416842105263,0.36161343322631
"2263","Trøndelag","nsb_verdal","1NSUB","UB","ØH",8,"Deciduous",0.000246752421052632,0.196359337652095
"2264","Trøndelag","sub_namdalseid","1SUB","UB","ØH",8,"Deciduous",0.00139165157894737,1.10744113925557
"2265","Trøndelag","steinkjer_2bbb","2BBUB","UB","ØH",8,"Deciduous",0.00728764021052631,5.79931981490262
"2266","Telemark","nome_cappelen2","2CAUB","UB","ØH",8,"Deciduous",0.0134439976842105,10.6983934317905
"2267","Telemark","fritsoe2","2FRUB","UB","ØH",8,"Deciduous",0.0054407252631579,4.32959159818266
"2268","Telemark","kviteseid2","2KVUB","UB","ØH",8,"Deciduous",0.00323981747368421,2.57816482826169
"2269","Trøndelag","verdal_2vb","2VBUB","UB","ØH",8,"Deciduous",0.00743299389473684,5.91498860159624
"2270","Telemark","drangedal3","3DRUB","UB","ØH",8,"Deciduous",0.00334375157894736,2.66087296130401
"2271","Telemark","kviteseid3","3KVUB","UB","ØH",8,"Deciduous",0.0117703547368421,9.36655069156763
"2272","Telemark","notodden3","3NOUB","UB","ØH",8,"Deciduous",0.000317402315789474,0.252580737533548
"2273","Telemark","drangedal4","4DRUB","UB","ØH",8,"Deciduous",0.0120827052631579,9.61511134277019
"2274","Telemark","notodden4","4NOUB","UB","ØH",8,"Deciduous",0.00609076968421052,4.84688051238183
"2275","Telemark","notodden5","5NOUB","UB","ØH",8,"Deciduous",0.00170202673684211,1.35442984221495
"2276","Telemark","notodden6","6NOUB","UB","ØH",8,"Deciduous",0.00588584715789474,4.68380834731166
"2277","Trøndelag","bratsberg","BRUB","UB","ØH",8,"Deciduous",0.0186808448421053,14.8657439887689
"2278","Trøndelag","selbu_flub","FLUB","UB","ØH",8,"Deciduous",0.00667292505263158,5.31014503504031
"2279","Trøndelag","hi_tydal","HIUB","UB","ØH",8,"Deciduous",0.0198590892631579,15.8033611076738
"2280","Trøndelag","selbu_kl","KLUB","UB","ØH",8,"Deciduous",0.000557753052631579,0.44384577675455
"2281","Trøndelag","malvik","MAUB","UB","ØH",8,"Deciduous",0.00226978884210526,1.80624056997941
"2282","Trøndelag","sl_tydal","SEUB","UB","ØH",8,"Deciduous",0.0451697869473684,35.9449743554072
"2283","Trøndelag","selbu_sl","SLUB","UB","ØH",8,"Deciduous",0.0161211806315789,12.8288279299656
"2284","Trøndelag","steinkjer_1bbb","1BBB","B","ØV",8,"Deciduous",0.00224997473684211,1.79047300600154
"2285","Telemark","nome_cappelen1","1CAB","B","ØV",8,"Deciduous",0.000791484210526316,0.629843122422248
"2286","Telemark","drangedal1","1DRB","B","ØV",8,"Deciduous",0.000547374568421053,0.435586841435017
"2287","Telemark","fritsoe1","1FRB","B","ØV",8,"Deciduous",5.83396210526316e-05,0.0464251953431716
"2288","Trøndelag","namdalseid_1kub","1KB","B","ØV",8,"Deciduous",0.00546868757894737,4.35184330207362
"2289","Telemark","kviteseid1","1KVB","B","ØV",8,"Deciduous",0.0174663792842105,13.8993030049999
"2290","Telemark","notodden1","1NOB","B","ØV",8,"Deciduous",0.00124900555789474,0.993927042440989
"2291","Trøndelag","nsb_verdal","1NSB","B","ØV",8,"Deciduous",0.00154566155789474,1.22999838643034
"2292","Trøndelag","sub_namdalseid","1SB","B","ØV",8,"Deciduous",0.00305761010526316,2.43316881150181
"2293","Trøndelag","verdal_1vb","1VBB","B","ØV",8,"Deciduous",0.00203692631578947,1.62093445935929
"2294","Trøndelag","steinkjer_2bbb","2BBB","B","ØV",8,"Deciduous",0.00224231494736842,1.78437753921263
"2295","Telemark","nome_cappelen2","2CAB","B","ØV",8,"Deciduous",0.00238738947368421,1.899824179112
"2296","Telemark","fritsoe2","2FRB","B","ØV",8,"Deciduous",0.00552626214736842,4.39765968787658
"2297","Telemark","kviteseid2","2KVB","B","ØV",8,"Deciduous",0.00714332134736842,5.68447451263771
"2298","Trøndelag","verdal_2vb","2VBB","B","ØV",8,"Deciduous",0.0292928643368421,23.3105207826436
"2299","Telemark","drangedal3","3DRB","B","ØV",8,"Deciduous",0.000773736842105263,0.61572021536683
"2300","Telemark","kviteseid3","3KVB","B","ØV",8,"Deciduous",0.00494068101052632,3.93166902532762
"2301","Telemark","notodden3","3NOB","B","ØV",8,"Deciduous",0.0007608,0.60542540352157
"2302","Telemark","drangedal4","4DRB","B","ØV",8,"Deciduous",0.00710945498947368,5.65752452132037
"2303","Telemark","notodden4","4NOB","B","ØV",8,"Deciduous",0.000222915789473684,0.177390748939845
"2304","Telemark","notodden5","5NOB","B","ØV",8,"Deciduous",0.00841462610526317,6.69614669461368
"2305","Telemark","notodden6","6NOB","B","ØV",8,"Deciduous",0.00131162105263158,1.04375486994855
"2306","Trøndelag","bratsberg","BRB","B","ØV",8,"Deciduous",0.00229438703157895,1.82581518720865
"2307","Trøndelag","selbu_flub","FLB","B","ØV",8,"Deciduous",0.00106917018947368,0.850818603306174
"2308","Trøndelag","hi_tydal","HIB","B","ØV",8,"Deciduous",0.00131162105263158,1.04375486994855
"2309","Trøndelag","selbu_kl","KLB","B","ØV",8,"Deciduous",0.0065241052631579,5.19171800941715
"2310","Trøndelag","singsaas","LAB","B","ØV",8,"Deciduous",0.000550821052631579,0.438329466426984
"2311","Trøndelag","malvik","MAB","B","ØV",8,"Deciduous",0.00029487427368421,0.234653491237372
"2312","Trøndelag","sl_tydal","SEB","B","ØV",8,"Deciduous",0.000937065936842105,0.745693379257294
"2313","Trøndelag","selbu_sl","SLB","B","ØV",8,"Deciduous",0.000832758484210526,0.662688145819097
"2314","Trøndelag","steinkjer_1bbb","1BBUB","UB","ØV",8,"Deciduous",0.00226751242105264,1.80442905166399
"2315","Telemark","drangedal1","1DRUB","UB","ØV",8,"Deciduous",0.00890748357894737,7.0883502104968
"2316","Telemark","fritsoe1","1FRUB","UB","ØV",8,"Deciduous",0.00632166547368421,5.03062154355105
"2317","Trøndelag","namdalseid_1kub","1KUB","UB","ØV",8,"Deciduous",0.0267366547368421,21.2763538155488
"2318","Telemark","kviteseid1","1KVUB","UB","ØV",8,"Deciduous",2.8401052631579e-05,0.0226008395766444
"2319","Telemark","notodden1","1NOUB","UB","ØV",8,"Deciduous",0.0037627867368421,2.99433054484521
"2320","Trøndelag","nsb_verdal","1NSUB","UB","ØV",8,"Deciduous",0.00912720799999999,7.26320134913945
"2321","Trøndelag","sub_namdalseid","1SUB","UB","ØV",8,"Deciduous",0.0207611694736842,16.521213730527
"2322","Trøndelag","verdal_1vb","1VBUB","UB","ØV",8,"Deciduous",0.0103489797894737,8.23545644726429
"2323","Trøndelag","steinkjer_2bbb","2BBUB","UB","ØV",8,"Deciduous",0.00305924210526316,2.43446751583744
"2324","Telemark","nome_cappelen2","2CAUB","UB","ØV",8,"Deciduous",0.0180860023157894,14.3923833466468
"2325","Telemark","fritsoe2","2FRUB","UB","ØV",8,"Deciduous",0.00414655368421052,3.29972257819007
"2326","Telemark","kviteseid2","2KVUB","UB","ØV",8,"Deciduous",7.06498947368421e-05,0.0562213998814525
"2327","Trøndelag","verdal_2vb","2VBUB","UB","ØV",8,"Deciduous",0.0218494945263158,17.3872752896123
"2328","Telemark","drangedal3","3DRUB","UB","ØV",8,"Deciduous",0.00103628568421053,0.824649945487361
"2329","Telemark","kviteseid3","3KVUB","UB","ØV",8,"Deciduous",0.0159906812631579,12.7249798321927
"2330","Telemark","notodden3","3NOUB","UB","ØV",8,"Deciduous",0.00136902673684211,1.08943686196694
"2331","Telemark","drangedal4","4DRUB","UB","ØV",8,"Deciduous",0.0218144345263158,17.3593754280883
"2332","Telemark","notodden4","4NOUB","UB","ØV",8,"Deciduous",0.0187210658947368,14.8977508854823
"2333","Telemark","notodden5","5NOUB","UB","ØV",8,"Deciduous",0.000946510736842105,0.753209312289866
"2334","Telemark","notodden6","6NOUB","UB","ØV",8,"Deciduous",0.0025318,2.0147424246003
"2335","Trøndelag","bratsberg","BRUB","UB","ØV",8,"Deciduous",0.0107166328421053,8.52802545061001
"2336","Trøndelag","selbu_flub","FLUB","UB","ØV",8,"Deciduous",0.0174784294736842,13.9088922410996
"2337","Trøndelag","hi_tydal","HIUB","UB","ØV",8,"Deciduous",0.00525388926315789,4.18091223344507
"2338","Trøndelag","selbu_kl","KLUB","UB","ØV",8,"Deciduous",0.00234385852631579,1.86518335185622
"2339","Trøndelag","singsaas","LAUB","UB","ØV",8,"Deciduous",7.06498947368421e-05,0.0562213998814525
"2340","Trøndelag","malvik","MAUB","UB","ØV",8,"Deciduous",0.00358595978947368,2.85361613111754
"2341","Trøndelag","selbu_sl","SLUB","UB","ØV",8,"Deciduous",0.00941818463157895,7.49475319533956
"2342","Hedmark","didrik_holmsen","DHB","B","SE",8,"Deciduous",0.0002536,0.201808467840523
"2343","Hedmark","halvard_pramhus","HPB","B","SE",8,"Deciduous",0.00207723157894737,1.65300836868028
"2344","Hedmark","maarud_1","M1B","B","SE",8,"Deciduous",0.0121824210526316,9.69446264676543
"2345","Hedmark","maarud_2","M2B","B","SE",8,"Deciduous",0.00186725263157895,1.4859124315857
"2346","Hedmark","maarud_3","M3B","B","SE",8,"Deciduous",0.000190984505263158,0.151980640332958
"2347","Hedmark","stig_dahlen","SDB","B","SE",8,"Deciduous",0.0141146055578947,11.2320462216564
"2348","Hedmark","stangeskovene_aurskog","SSAB","B","SE",8,"Deciduous",0.00238738947368421,1.899824179112
"2349","Hedmark","stangeskovene eidskog ","SSBB","B","SE",8,"Deciduous",7.43052631578947e-05,0.0591302496466152
"2350","Hedmark","truls_holm","THB","B","SE",8,"Deciduous",0.00317887368421053,2.52966730153425
"2351","Hedmark","didrik_holmsen","DHUB","UB","SE",8,"Deciduous",0.0030281267368421,2.40970669238576
"2352","Hedmark","halvard_pramhus","HPUB","UB","SE",8,"Deciduous",0.004819044,3.8348733678867
"2353","Hedmark","maarud_1","M1UB","UB","SE",8,"Deciduous",0.0687617530526315,54.7188644699526
"2354","Hedmark","maarud_2","M2UB","UB","SE",8,"Deciduous",0.00922067031578947,7.33757629689301
"2355","Hedmark","maarud_3","M3UB","UB","SE",8,"Deciduous",0.010100764,8.03793259802332
"2356","Hedmark","stig_dahlen","SDUB","UB","SE",8,"Deciduous",0.0669156511578948,53.2497832599594
"2357","Hedmark","stangeskovene_aurskog","SSAUB","UB","SE",8,"Deciduous",0.0109162677894737,8.68688989404786
"2358","Hedmark","stangeskovene eidskog ","SSBUB","UB","SE",8,"Deciduous",0.0165073461052632,13.1361286499069
"2359","Hedmark","truls_holm","THUB","UB","SE",8,"Deciduous",0.0323875926315789,25.7732273108122
"2360","Hedmark","didrik_holmsen","DHB","B","SW",8,"Deciduous",0.00744713465263158,5.9262414591863
"2361","Hedmark","halvard_pramhus","HPB","B","SW",8,"Deciduous",0.00260217894736842,2.07074821141675
"2362","Hedmark","maarud_1","M1B","B","SW",8,"Deciduous",0.0112519473684211,8.95401521547027
"2363","Hedmark","maarud_2","M2B","B","SW",8,"Deciduous",0.0100411872842105,7.99052295396794
"2364","Hedmark","maarud_3","M3B","B","SW",8,"Deciduous",0.000938995031578947,0.747228504072599
"2365","Hedmark","stig_dahlen","SDB","B","SW",8,"Deciduous",0.00667930804210526,5.31522445667251
"2366","Hedmark","stangeskovene_aurskog","SSAB","B","SW",8,"Deciduous",7.43052631578947e-05,0.0591302496466152
"2367","Hedmark","stangeskovene eidskog ","SSBB","B","SW",8,"Deciduous",0.00365057894736842,2.90503842310446
"2368","Hedmark","truls_holm","THB","B","SW",8,"Deciduous",0.000148610526315789,0.11826049929323
"2369","Hedmark","didrik_holmsen","DHUB","UB","SW",8,"Deciduous",0.00146230147368421,1.16366253913703
"2370","Hedmark","maarud_1","M1UB","UB","SW",8,"Deciduous",0.0150856149473684,12.0047509422733
"2371","Hedmark","maarud_2","M2UB","UB","SW",8,"Deciduous",0.00588098884210527,4.67994222244668
"2372","Hedmark","maarud_3","M3UB","UB","SW",8,"Deciduous",0.000952206947368421,0.757742212600642
"2373","Hedmark","stig_dahlen","SDUB","UB","SW",8,"Deciduous",0.094557286105263,75.246297445036
"2374","Hedmark","stangeskovene eidskog ","SSBUB","UB","SW",8,"Deciduous",0.00253399642105263,2.01649028093849
"2375","Hedmark","truls_holm","THUB","UB","SW",8,"Deciduous",0.00334699242105263,2.66345194150818
"2376","Hedmark","maarud_1","M1B","B","NE",9,"Deciduous",0.0149557684210526,11.901422359741
"2377","Hedmark","maarud_2","M2B","B","NE",9,"Deciduous",0.0136301108210526,10.8464975603043
"2378","Hedmark","maarud_3","M3B","B","NE",9,"Deciduous",0.000909410526315789,0.7236859028148
"2379","Hedmark","maarud_1","M1UB","UB","NE",9,"Deciduous",0.0491719221052631,39.1297723219113
"2380","Hedmark","maarud_2","M2UB","UB","NE",9,"Deciduous",0.0140144189473684,11.152320250172
"2381","Hedmark","maarud_3","M3UB","UB","NE",9,"Deciduous",0.00887055410526316,7.05896266908369
"2382","Trøndelag","steinkjer_1bbb","1BBB","B","NH",9,"Deciduous",0.00337670703157895,2.68709807724475
"2383","Telemark","nome_cappelen1","1CAB","B","NH",9,"Deciduous",0.000829459368421053,0.660062792890461
"2384","Telemark","drangedal1","1DRB","B","NH",9,"Deciduous",0.00906491578947369,7.21363078303254
"2385","Telemark","fritsoe1","1FRB","B","NH",9,"Deciduous",0.000190984505263158,0.151980640332958
"2386","Telemark","furesdal","1FYB","B","NH",9,"Deciduous",0.00279922105263157,2.22754933666607
"2387","Trøndelag","namdalseid_1kub","1KB","B","NH",9,"Deciduous",0.00728116404210527,5.79416624382009
"2388","Telemark","kviteseid1","1KVB","B","NH",9,"Deciduous",0.000599361852631579,0.476957007735159
"2389","Telemark","notodden1","1NOB","B","NH",9,"Deciduous",0.00127730484210526,1.01644689728133
"2390","Trøndelag","nsb_verdal","1NSB","B","NH",9,"Deciduous",0.0059219408,4.71253075508787
"2391","Trøndelag","sub_namdalseid","1SB","B","NH",9,"Deciduous",0.00070987427368421,0.564899998153055
"2392","Trøndelag","verdal_1vb","1VBB","B","NH",9,"Deciduous",0.000132644884210526,0.105555444989787
"2393","Trøndelag","steinkjer_2bbb","2BBB","B","NH",9,"Deciduous",0.00492191275789474,3.91673372443006
"2394","Telemark","fritsoe2","2FRB","B","NH",9,"Deciduous",0.000178195031578947,0.141803100551029
"2395","Telemark","kviteseid2","2KVB","B","NH",9,"Deciduous",0.0196093052631579,15.6045893161475
"2396","Trøndelag","verdal_2vb","2VBB","B","NH",9,"Deciduous",0.00210378728421053,1.6741407274799
"2397","Telemark","drangedal3","3DRB","B","NH",9,"Deciduous",0.000996652631578947,0.793110964306675
"2398","Telemark","kviteseid3","3KVB","B","NH",9,"Deciduous",0.00316634332631579,2.51969595954596
"2399","Telemark","notodden3","3NOB","B","NH",9,"Deciduous",0.000771242694736842,0.61373543595441
"2400","Telemark","drangedal4","4DRB","B","NH",9,"Deciduous",0.00652959477894737,5.19608642728253
"2401","Telemark","notodden4","4NOB","B","NH",9,"Deciduous",0.000386244884210526,0.30736391283031
"2402","Telemark","notodden5","5NOB","B","NH",9,"Deciduous",0.00196332151578947,1.56236162058283
"2403","Telemark","notodden6","6NOB","B","NH",9,"Deciduous",0.000431795031578947,0.343611568391552
"2404","Trøndelag","bratsberg","BRB","B","NH",9,"Deciduous",0.00455049044210526,3.62116523676739
"2405","Trøndelag","selbu_flub","FLB","B","NH",9,"Deciduous",0.00507228698947368,4.03639773577722
"2406","Trøndelag","hi_tydal","HIB","B","NH",9,"Deciduous",0.0219253584842105,17.4476459091197
"2407","Trøndelag","selbu_kl","KLB","B","NH",9,"Deciduous",0.0116889491368421,9.30177017339082
"2408","Trøndelag","singsaas","LAB","B","NH",9,"Deciduous",0.00288547267368421,2.29618619586715
"2409","Trøndelag","malvik","MAB","B","NH",9,"Deciduous",0.0022031171368421,1.75318491269442
"2410","Trøndelag","sl_tydal","SEB","B","NH",9,"Deciduous",0.00463974913684211,3.69219504917388
"2411","Trøndelag","selbu_sl","SLB","B","NH",9,"Deciduous",0.00130912690526316,1.04177009053614
"2412","Trøndelag","steinkjer_1bbb","1BBUB","UB","NH",9,"Deciduous",0.00599024673684211,4.76688689254259
"2413","Telemark","nome_cappelen1","1CAUB","UB","NH",9,"Deciduous",0.000454416842105263,0.36161343322631
"2414","Telemark","drangedal1","1DRUB","UB","NH",9,"Deciduous",0.00468617368421052,3.72913853014631
"2415","Telemark","fritsoe1","1FRUB","UB","NH",9,"Deciduous",0.0223755505263158,17.8058973533281
"2416","Telemark","furesdal","1FYUB","UB","NH",9,"Deciduous",0.00270905452631579,2.15579709484316
"2417","Trøndelag","namdalseid_1kub","1KUB","UB","NH",9,"Deciduous",0.00452215010526316,3.59861271328083
"2418","Telemark","kviteseid1","1KVUB","UB","NH",9,"Deciduous",0.00412910715789474,3.28583907367537
"2419","Telemark","notodden1","1NOUB","UB","NH",9,"Deciduous",0.00691159726315789,5.50007434545997
"2420","Trøndelag","nsb_verdal","1NSUB","UB","NH",9,"Deciduous",0.00183063073684211,1.4567696537219
"2421","Trøndelag","sub_namdalseid","1SUB","UB","NH",9,"Deciduous",0.0031095625263158,2.4745112345824
"2422","Trøndelag","verdal_1vb","1VBUB","UB","NH",9,"Deciduous",0.000388052210526316,0.308802137415
"2423","Trøndelag","steinkjer_2bbb","2BBUB","UB","NH",9,"Deciduous",0.0022317452631579,1.77596645176751
"2424","Telemark","nome_cappelen2","2CAUB","UB","NH",9,"Deciduous",0.00535059242105262,4.25786616140278
"2425","Telemark","fritsoe2","2FRUB","UB","NH",9,"Deciduous",0.00775348736842105,6.17002920442391
"2426","Telemark","kviteseid2","2KVUB","UB","NH",9,"Deciduous",0.0034884987368421,2.77605908969127
"2427","Trøndelag","verdal_2vb","2VBUB","UB","NH",9,"Deciduous",0.0322986496842105,25.7024487621779
"2428","Telemark","drangedal3","3DRUB","UB","NH",9,"Deciduous",0.00729482736842105,5.80503917343127
"2429","Telemark","kviteseid3","3KVUB","UB","NH",9,"Deciduous",0.00264628863157895,2.10584958281839
"2430","Telemark","drangedal4","4DRUB","UB","NH",9,"Deciduous",0.0257183696842105,20.4660283175343
"2431","Telemark","notodden4","4NOUB","UB","NH",9,"Deciduous",0.00290231705263158,2.30959052673108
"2432","Telemark","notodden5","5NOUB","UB","NH",9,"Deciduous",0.0105101014736842,8.36367300967128
"2433","Telemark","notodden6","6NOUB","UB","NH",9,"Deciduous",0.00200777768421053,1.59773871535852
"2434","Trøndelag","bratsberg","BRUB","UB","NH",9,"Deciduous",0.0568614427368421,45.2488984145258
"2435","Trøndelag","selbu_flub","FLUB","UB","NH",9,"Deciduous",0.0173128538947368,13.7771313818757
"2436","Trøndelag","hi_tydal","HIUB","UB","NH",9,"Deciduous",0.0258784701052631,20.5934321845424
"2437","Trøndelag","selbu_kl","KLUB","UB","NH",9,"Deciduous",0.000552056842105264,0.439312876443773
"2438","Trøndelag","singsaas","LAUB","UB","NH",9,"Deciduous",0.000141299789473684,0.112442799762905
"2439","Trøndelag","malvik","MAUB","UB","NH",9,"Deciduous",0.0190378006315789,15.149800380569
"2440","Trøndelag","sl_tydal","SEUB","UB","NH",9,"Deciduous",0.012664748631579,10.0782867386605
"2441","Trøndelag","selbu_sl","SLUB","UB","NH",9,"Deciduous",0.0167328528421053,13.3155812092516
